id,name__en,name,wikipedia__en,image,gender,identifier__ISNI,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__SUDOC,birth_date,death_date,identifier__freebase,given_name,identifier__NTA,identifier__Oxforddnb,identifier__Munzinger,family_name,identifier__MusicBrainz,name__de,name__es,name__fr,name__hi,name__id,name__io,name__ja,name__jv,name__ko,name__ms,name__oc,name__pt,name__ru,name__sv,name__th,name__zh,name__de_ch,name__en_ca,name__en_gb,name__pt_br,name__ca,name__ta,name__it,name__uk,name__nb,name__da,name__nn,name__nl,name__fa,wikipedia__de,wikipedia__es,wikipedia__fa,wikipedia__fr,wikipedia__hi,wikipedia__id,wikipedia__io,wikipedia__it,wikipedia__ja,wikipedia__jv,wikipedia__ko,wikipedia__ms,wikipedia__oc,wikipedia__pt,wikipedia__ru,wikipedia__sv,wikipedia__ta,wikipedia__th,wikipedia__uk,wikipedia__zh,original_wikiname,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__pl,name__ml,name__vi,name__sh,name__bcl,name__ar,name__tr,name__fi,name__tl,name__min,name__az,name__bn,wikipedia__ar,wikipedia__az,wikipedia__bcl,wikipedia__bn,wikipedia__commons,wikipedia__da,wikipedia__fi,wikipedia__min,wikipedia__ml,wikipedia__no,wikipedia__pl,wikipedia__sh,wikipedia__tl,wikipedia__tr,wikipedia__vi,identifier__BNF,identifier__CANTIC,twitter,wikipedia__nl,identifier__FIFA,occupation,name__cy,name__hu,website,facebook,identifier__FAST,name__nds,name__vmf,name__eu,name__my,wikipedia__eu,wikipedia__my,identifier__Britannica,identifier__google_knowledge,wikipedia__enwikiquote,name__ky,wikipedia__ky,identifier__NLAtrove,name__br,name__co,name__ro,name__ty,name__sco,name__pa,wikipedia__pa,wikipedia__sco,wikipedia__simple,name__cs,identifier__bigenc_ru,identifier__snac,identifier__quora,name__qu,name__et,name__eo,name__is,name__hak,name__mk,name__be_tarask,name__ne,name__kk_arab,name__kk_cn,name__kk_tr,name__kk_kz,name__kk_cyrl,name__kk_latn,name__nan,name__be,name__he,name__lv,name__li,name__yue,name__sa,name__war,name__bg,name__mr,name__km,name__kk,name__sr,name__new,name__si,name__la,name__mg,name__lzh,name__pnb,name__wuu,name__yi,name__ur,name__ba,name__ka,name__sd,name__tt,name__vo,name__hy,name__lb,name__lo,name__mn,name__te,name__gu,name__gl,name__ast,name__el,name__kn,name__zh_mo,name__zh_my,wikipedia__arwikiquote,wikipedia__ast,wikipedia__ba,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__ca,wikipedia__cs,wikipedia__cy,wikipedia__dewikiquote,wikipedia__el,wikipedia__enwikinews,wikipedia__eo,wikipedia__et,wikipedia__gu,wikipedia__hak,wikipedia__he,wikipedia__hu,wikipedia__hy,wikipedia__is,wikipedia__ka,wikipedia__kk,wikipedia__km,wikipedia__kn,wikipedia__la,wikipedia__lb,wikipedia__li,wikipedia__lo,wikipedia__lv,wikipedia__mg,wikipedia__mk,wikipedia__mn,wikipedia__mr,wikipedia__ne,wikipedia__new,wikipedia__nn,wikipedia__nnwikiquote,wikipedia__plwikiquote,wikipedia__pnb,wikipedia__qu,wikipedia__ro,wikipedia__ruwikinews,wikipedia__ruwikiquote,wikipedia__sa,wikipedia__sd,wikipedia__sr,wikipedia__te,wikipedia__thwikiquote,wikipedia__tt,wikipedia__ukwikiquote,wikipedia__ur,wikipedia__vo,wikipedia__war,wikipedia__wuu,wikipedia__yi,wikipedia__zh_classical,wikipedia__zh_min_nan,wikipedia__zh_yue,wikipedia__zhwikiquote,identifier__IMDB,identifier__NDL,identifier__NNDB,identifier__wikitree,identifier__CSPAN,name__sk,name__yo,name__lt,name__ckb,name__fo,name__kl,name__uz,wikipedia__ckb,wikipedia__eowikinews,wikipedia__lt,wikipedia__uz,wikipedia__yo,identifier__OLID,name__lmo,identifier__ioc_athlete,identifier__NLA,identifier__NPG,identifier__britishmuseum,identifier__NLI,instagram,wikipedia__si,identifier__GTAA,wikipedia__itwikiquote,name__so,name__bs,name__ace,wikipedia__ace,wikipedia__bswikiquote,wikipedia__so,wikipedia__trwikiquote,identifier__nyt_topic,wikipedia__gl
Q703209,"Toh Chin Chye","Toh Chin Chye","Toh Chin Chye",,male,,61341333,,,,1921-12-10,2012-02-03,/m/08z4sf,,,,,,,"Toh Chin Chye","Toh Chin Chye","Toh Chin Chye",,"Toh Chin Chye",,"トー・チンチェ",,"토흐친차이","Toh Chin Chye",,,,"Toh Chin Chye",,"杜进才",,,,,,,,,"Toh Chin Chye","Toh Chin Chye","Toh Chin Chye","Toh Chin Chye",,,,,,,"Toh Chin Chye",,,,,"토흐친차이","Toh Chin Chye",,,,,,,,"杜进才","Toh Chin Chye","杜进才","杜進才","杜進才",,,,,,"Đỗ Tiến Tài",,,,,,,,,,,,,,,,,,,,,,,,"Đỗ Tiến Tài",,,,,,politician,,"Toh Chin Chye",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7034616,"Nik Ahmad Kamil Nik Mahmud","Nik Ahmad Kamil Nik Mahmud","Nik Ahmad Kamil",,male,,,,,,1909-07-07,1977-12-20,,Nik,,,,,,"Nik Ahmad Kamil Nik Mahmud",,"Nik Ahmad Kamil Nik Mahmud",,,,,,,"Nik Ahmad Kamil bin Nik Mahmud",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nik Ahmad Kamil bin Nik Mahmud",,,,,,,,,"Nik Ahmad Kamil Nik Mahmud",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7047541,"Noh Omar","Noh Omar","Noh Omar",,male,,,,,,1958-02-23,,/m/09v7hv7,,,,,,,"Noh Omar","Noh Omar",,,"Noh Omar",,,,,"Noh bin Omar",,,,,,"诺奥马",,,,,,,,,,,,"Noh Omar",,,,,,,"Noh Omar",,,,,,"Noh bin Omar",,,,,,,,"诺奥马","Noh Omar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,"Noh Omar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7050030,"Nor Mohamed Yakcop","Nor Mohamed Yakcop","Nor Mohamed Yakcop",,male,,,,,,1947-08-24,,/m/0kstwh,,,,,,,"Nor Mohamed Yakcop","Nor Mohamed Yakcop","Nor Mohamed Yakcop",,"Nor Mohamed Yakcop",,,,,"Nor Mohamed Yakcop",,,,,,"诺莫哈末",,,,,,,,,,,,"Nor Mohamed Yakcop",,,,,,,"Nor Mohamed Yakcop",,,,,,"Nor Mohamed Yakcop",,,,,,,,"诺莫哈末","Nor Mohamed Yakcop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,"Nor Mohamed Yakcop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7050200,"Norah Abdul Rahman","Norah Abdul Rahman","Norah Abdul Rahman",,female,,,,,,1959-10-04,,,Norah,,,,,,"Norah Abdul Rahman",,,,"Norah Abdul Rahman",,,,,"Norah Abdul Rahman",,,,"Norah Abdul Rahman",,"诺拉阿都拉曼",,,,,,,,,"Norah Abdul Rahman","Norah Abdul Rahman","Norah Abdul Rahman","Norah Abdul Rahman",,,,,,,"Norah Abdul Rahman",,,,,,"Norah Abdul Rahman",,,,,,,,"诺拉阿都拉曼","Norah Abdul Rahman",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7050236,"Noraini Ahmad","Noraini Ahmad","Noraini Ahmad",,female,,,,,,1967-11-07,,,,,,,,,"Noraini Ahmad",,,,"Noraini Ahmad",,,,,"Noraini Ahmad",,,,"Noraini Ahmad",,"诺莱妮",,,,,,,,,"Noraini Ahmad","Noraini Ahmad","Noraini Ahmad","Noraini Ahmad",,,,,,,"Noraini Ahmad",,,,,,"Noraini Ahmad",,,,,,,,"诺莱妮","Noraini Ahmad",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7051209,"Noriah Kasnon","Noriah Kasnon","Noriah Kasnon",,female,,,,,,1964-01-02,2016-05-05,,,,,,,,"Noriah Kasnon",,,,"Noriah Kasnon",,,,,"Noriah Kasnon",,,,"Noriah Kasnon",,"诺丽雅斯润",,,,,,,,,"Noriah Kasnon","Noriah Kasnon","Noriah Kasnon","Noriah Kasnon",,,,,,,"Noriah Kasnon",,,,,,"Noriah Kasnon",,,,,,,,"诺丽雅卡斯农","Noriah Kasnon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7070314,"Nurul Izzah Anwar","Nurul Izzah Anwar","Nurul Izzah Anwar",https://upload.wikimedia.org/wikipedia/commons/2/2b/Nurul_Izzah_reporters.jpg,female,,,,,,1980-11-19,,/m/03wd29y,,,,,,,"Nurul Izzah Anwar","Nurul Izzah Anwar","Nurul Izzah Anwar",,"Nurul Izzah Anwar",,,,"누룰 이자흐 안와르","Nurul Izzah Anwar",,,"Нурул Изза Анвар","Nurul Izzah Anwar",,"努鲁伊莎",,,,,,,,,"Nurul Izzah Anwar","Nurul Izzah Anwar","Nurul Izzah Anwar","Nurul Izzah Anwar",,,"Nurul Izzah Anwar",,,,"Nurul Izzah Anwar",,,,,"누룰 이자흐 안와르","Nurul Izzah Anwar",,,"Нурул Изза Анвар",,,,,"努鲁伊莎","Nurul Izzah Anwar",,"努魯依莎",,"努鲁依莎",,,,"നൂറുൽ ഇസ്സ അൻവർ",,,,,,,,,,,,,,,,,,,"നൂറുൽ ഇസ്സ അൻവർ",,,,,,,,,,,,politician,,"Nurul Izzah Anwar",http://nurulizzah.com/site/,,,,,,,,,,,,,,,,,,,,,,,,,,,Nurul-Izzah-Anwar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q707164,"Lim Guan Eng","Lim Guan Eng","Lim Guan Eng",https://upload.wikimedia.org/wikipedia/commons/6/62/LimGE.jpg,male,,273780213,,n98930340,,1960-12-08,,/m/061y5t,,,,,Lin,,"Lim Guan Eng","Lim Guan Eng","Lim Guan Eng",,"Lim Guan Eng",,"林冠英",,,"Lim Guan Eng",,,,"Lim Guan Eng",,"林冠英",,,,,,"லிம் குவான் எங்",,,"Lim Guan Eng","Lim Guan Eng","Lim Guan Eng","Lim Guan Eng",,,,,,,"Lim Guan Eng",,,,,,"Lim Guan Eng",,,,,"லிம் குவான் எங்",,,"林冠英","Lim Guan Eng","林冠英","林冠英","林冠英",,,,,,,,,,,,,,,,,,,,"Category:Lim Guan Eng",,,,,,,,,,,,,,,,politician,,"Lim Guan Eng",,,433171,,,,,,,,,,,,,,,,,,,,,,,,,Lim-Guan-Eng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7093795,"Ong Kee Hui","Ong Kee Hui","Ong Kee Hui",,male,,50464770,,n00902671,,1914,2000,,,,,,Wang,,"Ong Kee Hui",,"Ong Kee Hui",,,,"王其輝",,,"Ong Kee Hui",,,,"Ong Kee Hui",,"王其輝",,,,,,,,,"Ong Kee Hui","Ong Kee Hui","Ong Kee Hui","Ong Kee Hui",,,,,,,,,,,,,"Ong Kee Hui",,,,,,,,"王其輝","Ong Kee Hui",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,449238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7093801,"Ong Kian Ming","Ong Kian Ming","Ong Kian Ming",,male,,,,,,1975-09-12,,,,,,,,,"Ong Kian Ming",,"Ong Kian Ming",,"Ong Kian Ming",,,,,"Ong Kian Ming",,,,,,"王建民",,,,,,,,,,,,"Ong Kian Ming",,,,,,,"Ong Kian Ming",,,,,,"Ong Kian Ming",,,,,,,,,"Ong Kian Ming",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7093807,"Ong Pang Boon","Ong Pang Boon","Ong Pang Boon",,male,,,,,,1929-03-28,,,,,,,,,"Ong Pang Boon",,,,,,,,,,,,,,,"王邦文",,,,,,,"Ong Pang Boon",,,,,"Ong Pang Boon",,,,,,,,,,,,,,,,,,,,,,"Ong Pang Boon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7093808,"Ong Ka Chuan","Ong Ka Chuan","Ong Ka Chuan",,male,,,,,,1954-05-29,,,,,,,,,"Ong Ka Chuan","Ong Ka Chuan","Ong Ka Chuan",,"Ong Ka Chuan",,,,,"Ong Ka Chuan",,,,"Ong Ka Chuan",,"黃家泉",,,,,,,,,"Ong Ka Chuan","Ong Ka Chuan","Ong Ka Chuan","Ong Ka Chuan",,,,,,,"Ong Ka Chuan",,,,,,"Ong Ka Chuan",,,,,,,,"黃家泉","Ong Ka Chuan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7093818,"Ong Tee Keat","Ong Tee Keat","Ong Tee Keat",https://upload.wikimedia.org/wikipedia/commons/4/46/OngTeeKeat.jpg,male,,,,,,1956-11-22,,,,,,,,,"Ong Tee Keat","Ong Tee Keat","Ong Tee Keat",,"Ong Tee Keat",,,,,"Ong Tee Keat",,,,"Ong Tee Keat",,"翁诗杰",,,,,,,,,"Ong Tee Keat","Ong Tee Keat","Ong Tee Keat","Ong Tee Keat",,,,,,,"Ong Tee Keat",,,,,,"Ong Tee Keat",,,,,,,,"翁诗杰","Ong Tee Keat",,,,,,,,,,,,,,,,,,,,,,,"Category:Ong Tee Keat",,,,,,,,,,,,,,,,engineer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7108689,"Othman Wok","Othman Wok","Othman Wok",,male,"0000 0000 4953 3159",56507147,,nr96010494,,1924-10-08,2017-04-17,,,115207538,,,,,"Othman Wok",,"Othman Wok",,,,,,,"Othman Wok",,,,,,"奥斯曼渥",,,,,,,,,,,,"Othman Wok",,,,,,,,,,,,,"Othman Wok",,,,,,,,"奥斯曼渥","Othman Wok",,"奧斯曼渥",,"奥斯曼渥",,,,,,,,,"Othman Wok",,,,,,,,,,,,,,,,,,,"Othman Wok",,,,,,,diplomat,,,,,371717,,,,,,,,,,,,,,,,,,,,,,,,w6pv7bdt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ඔත්මාන් වොක්",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OL379086A,,,,,,,,"ඔත්මාන් වොක්",,,,,,,,,,,
Q7117389,"P. Kamalanathan","P. Kamalanathan","P. Kamalanathan",,male,,,,,,1965-10-18,,,P.,,,,,,,,,,"P. Kamalanathan",,,,,"P. Kamalanathan",,,,"P. Kamalanathan",,"卡马拉纳丹",,,,,,"பா. கமலநாதன்",,,"P. Kamalanathan","P. Kamalanathan","P. Kamalanathan","P. Kamalanathan",,,,,,,"P. Kamalanathan",,,,,,"P. Kamalanathan",,,,,"பா. கமலநாதன்",,,"卡马拉纳丹","P. Kamalanathan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7132782,"Aziz Kaprawi","Aziz Kaprawi","Aziz Kaprawi",https://upload.wikimedia.org/wikipedia/commons/2/2d/Aziz_Kaprawi.jpg,male,,,,,,1959-07-24,,,Aziz,,,,,,"Aziz Kaprawi",,,,"Aziz Kaprawi",,,,,"Abd Aziz Kaprawi",,,,"Abd Aziz Kaprawi",,"阿兹卡拉威",,,"Abd Aziz Kaprawi",,,,,,"Abd Aziz Kaprawi","Abd Aziz Kaprawi","Abd Aziz Kaprawi","Aziz Kaprawi",,,,,,,"Aziz Kaprawi",,,,,,"Abd Aziz Kaprawi",,,,,,,,"阿兹卡拉威","Aziz Kaprawi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q713486,"Goh Keng Swee","Goh Keng Swee","Goh Keng Swee",,male,"0000 0001 1497 0372",110036989,130469459,n50039012,,1918-10-06,2010-05-14,/m/02rn7y,,,,,,,"Goh Keng Swee","Goh Keng Swee","Goh Keng Swee",,"Goh Keng Swee",,"ゴー・ケンスイ",,,"Goh Keng Swee",,,,"Goh Keng Swee",,"吴庆瑞,",,,,,,,,,"Goh Keng Swee","Goh Keng Swee","Goh Keng Swee","Goh Keng Swee",,"Goh Keng Swee",,,,,"Goh Keng Swee",,,,,,"Goh Keng Swee",,,,,,,,"吴庆瑞","Goh Keng Swee","吴庆瑞","吳慶瑞","吳慶瑞",,,,,,"Ngô Khánh Thụy",,,,,,,,,,,,,,,,,,,,,,,,"Ngô Khánh Thụy",,,,,,politician,"Goh Keng Swee","Goh Keng Swee",,,1753720,,,,,,,,,,,,,,,,,,,,,"Goh Keng Swee",,,,Goh-Keng-Swee,,,,,,,,,,,,,,,,,,,,,,,"Го Кен Суи","गोह् केंग स्वी",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Го Кен Суи",,,,,,,,,,,,,,,,,,,,,,,,,,,"गोह् केंग स्वी",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q713971,"Lim Chong Eu","Lim Chong Eu","Lim Chong Eu",,male,,40945671,,n88262193,,1919-05-28,2010-11-24,/m/060ql5,,,,,Lin,,"Lim Chong Eu","Lim Chong Eu","Lim Chong Eu",,"Lim Chong Eu",,,,,"Lim Chong Eu",,"Lim Chong Eu",,"Lim Chong Eu",,"林蒼佑",,,,,,,,,"Lim Chong Eu","Lim Chong Eu","Lim Chong Eu","Lim Chong Eu",,"Lim Chong Eu",,,,,"Lim Chong Eu",,,,,,"Lim Chong Eu",,"Lim Chong Eu",,,,,,"林蒼祐","Lim Chong Eu","林苍佑","林蒼佑","林蒼佑",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,"Lim Chong Eu","Lim Chong Eu",,,256709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q716871,"Ong Ka Ting","Ong Ka Ting","Ong Ka Ting",https://upload.wikimedia.org/wikipedia/commons/4/4e/Ong_Ka_Ting.jpg,male,,24060707,,n2007203573,,1956-11-15,,/m/05z1nz,,,,,Huang,,"Ong Ka Ting","Ong Ka Ting","Ong Ka Ting",,"Ong Ka Ting",,"オング・カティング",,,"Ong Ka Ting",,,,"Ong Ka Ting",,"黄家定,",,,,,,,,,"Ong Ka Ting","Ong Ka Ting","Ong Ka Ting","Ong Ka Ting",,"Ong Ka Ting",,,,,"Ong Ka Ting",,,,,,"Ong Ka Ting",,,,,,,,"黄家定","Ong Ka Ting","黄家定","黃家定","黃家定",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ong Ka Ting",,politician,,"Ong Ka Ting",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7173263,"Peter Chin Fah Kui","Peter Chin Fah Kui","Peter Chin Fah Kui",https://upload.wikimedia.org/wikipedia/commons/9/9f/Peter_Chin_Fah_Kui_IAEA_2011.jpg,male,,,,,,1945-08-31,,/m/0ksttk,Peter,,,,,,"Peter Chin Fah Kui","Peter Chin Fah Kui","Peter Chin Fah Kui",,"Peter Chin Fah Kui",,,,,"Peter Chin Fah Kui",,,,"Peter Chin Fah Kui",,"陈华贵",,,,,,,,,"Peter Chin Fah Kui","Peter Chin Fah Kui","Peter Chin Fah Kui","Peter Chin Fah Kui",,,,,,,"Peter Chin Fah Kui",,,,,,"Peter Chin Fah Kui",,,,,,,,"陈华贵","Peter Chin Fah Kui",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,"Peter Chin Fah Kui",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q717696,"Lim Kit Siang","Lim Kit Siang","Lim Kit Siang",https://upload.wikimedia.org/wikipedia/commons/d/d4/Lim_Kit_Siang_cropped.jpg,male,"0000 0000 8247 7427",62808735,170425312,n78080735,081089872,1941-02-20,,/m/039fs2,,,,00000007895,Lin,,"Lim Kit Siang","Lim Kit Siang","Lim Kit Siang",,"Lim Kit Siang",,,,,"Lim Kit Siang",,,,"Lim Kit Siang",,"林吉祥",,,,,,"லிம் கிட் சியாங்",,,"Lim Kit Siang","Lim Kit Siang","Lim Kit Siang","Lim Kit Siang","لیم کیت سیانگ","Lim Kit Siang",,"لیم کیت سیانگ",,,"Lim Kit Siang",,,,,,"Lim Kit Siang",,,,,"லிம் கிட் சியாங்",,,"林吉祥","Lim Kit Siang","林吉祥","林吉祥","林吉祥",,,,,,,,,"ليم كيت سيانغ",,,,,,,"ليم كيت سيانغ",,,,"Category:Lim Kit Siang",,,,,,,,,,,,,,,,politician,,"Lim Kit Siang",,,1438435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7223782,"Shabudin Yahaya","Shabudin Yahaya","Shabudin Yahaya",,male,,,,,,,,,,,,,,,,,,,,,,,,"Shabudin Yahaya",,,,,,"沙哈布丁耶哈也",,,,,,,,,,,,,,,,,,,,,,,,,"Shabudin Yahaya",,,,,,,,"沙哈布丁耶哈也","Shabudin Yahaya",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
