id,name__et,name__it,name,wikipedia__et,image,gender,birth_date,given_name,original_wikiname,wikipedia__commons,name__de,name__pl,name__ru,name__fr,name__en,name__lt,name__da,name__sk,name__sl,name__fi,name__ca,name__cs,name__hr,name__la,name__pt,name__ro,name__sv,name__nl,name__es,name__nb,name__nn,name__hu,wikipedia__da,wikipedia__de,wikipedia__en,wikipedia__fr,wikipedia__it,wikipedia__lt,wikipedia__nl,wikipedia__pl,wikipedia__ru,wikipedia__sv,occupation,identifier__freebase,identifier__EuroparlMEP,name__uk,wikipedia__fi,wikipedia__la,wikipedia__uk,name__af,name__an,name__ast,name__bar,name__br,name__bs,name__co,name__cy,name__eo,name__eu,name__fur,name__ga,name__gd,name__gl,name__gsw,name__is,name__lb,name__li,name__lij,name__lmo,name__nap,name__nds,name__nds_nl,name__pcd,name__pms,name__rm,name__sc,name__scn,name__sco,name__sq,name__tr,name__vec,name__vls,name__wa,identifier__VIAF,identifier__LCAuth,name__lv,wikipedia__lv,website,identifier__IMDB,identifier__MusicBrainz,identifier__AlloCine,identifier__discogs,identifier__allmovie,identifier__SFDb,identifier__PORT,identifier__kinopoisk,identifier__CSFD,identifier__ISNI,identifier__BNF,identifier__SUDOC,identifier__NTA,identifier__PACE,identifier__etis_ee,name__ja,wikipedia__ja,wikipedia__tr,name__bm,name__de_at,name__de_ch,name__en_ca,name__en_gb,name__frc,name__frp,name__ia,name__id,name__ie,name__io,name__jam,name__kab,name__kg,name__mg,name__min,name__ms,name__nrm,name__oc,name__pap,name__prg,name__pt_br,name__rgn,name__sr_el,name__sw,name__vi,name__vmf,name__vo,name__wo,name__zu,wikipedia__ca,wikipedia__es,wikipedia__plwikiquote,wikipedia__ro,identifier__GND,identifier__elonet,identifier__DNF,name__hy,wikipedia__hy,identifier__google_knowledge,name__zh,name__he,name__bg,name__be,name__el,name__fa,name__zh_cn,name__zh_hans,name__ka,name__ko,wikipedia__be,wikipedia__bg,wikipedia__cs,wikipedia__el,wikipedia__enwikiquote,wikipedia__fa,wikipedia__he,wikipedia__hu,wikipedia__io,wikipedia__is,wikipedia__ka,wikipedia__liwikiquote,wikipedia__no,wikipedia__oc,wikipedia__zh,identifier__Munzinger,identifier__FAST,death_date,wikipedia__pt,wikipedia__etwikiquote,wikipedia__nn,family_name,twitter,wikipedia__id,name__az,wikipedia__az,name__ar,name__ta,name__mk,name__hsb,name__tpi,wikipedia__ar,wikipedia__ast,wikipedia__hsb,wikipedia__ie,wikipedia__ko,wikipedia__lb,wikipedia__ruwikinews,wikipedia__ta,wikipedia__tpi,wikipedia__vi,identifier__parlement,name__yo,name__sr,name__se,wikipedia__eo,wikipedia__eu,wikipedia__fiwikiquote,wikipedia__ga,wikipedia__gl,wikipedia__sco,wikipedia__se,wikipedia__simple,wikipedia__sl,wikipedia__sr,wikipedia__yo,identifier__NNDB,identifier__GTAA,name__mn,name__vro,wikipedia__fiu_vro,wikipedia__mn,identifier__IIAF,name__fo,name__zh_hant,name__zh_hk,name__zh_sg,name__zh_tw,name__be_tarask,wikipedia__be_x_old,wikipedia__ukwikiquote
Q12376376,"Tarmo Tamm",,"Tarmo Tamm","Tarmo Tamm (1953)",https://upload.wikimedia.org/wikipedia/commons/7/78/KE_Tarmo_Tamm.jpg,male,1953-12-03,,"Tarmo Tamm (1953)","Category:Tarmo Tamm (Põlva)","Tarmo Tamm",,,,"Tarmo Tamm",,,,,,,,,,,,"Tarmo Tamm",,,,,,,"Tarmo Tamm",,,,,,,,"Tarmo Tamm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12376579,"Tatjana Jaanson",,"Tatjana Jaanson","Tatjana Jaanson",,female,1966-11-23,Tatjana,"Tatjana Jaanson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12376881,"Tiina Lokk",,"Tiina Lokk","Tiina Lokk","https://upload.wikimedia.org/wikipedia/commons/a/a8/Tiina_Lokk,_2011.jpg",female,,,"Tiina Lokk","Category:Tiina Lokk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12376940,"Tiit Tammsaar","Tiit Tammsaar","Tiit Tammsaar","Tiit Tammsaar",,male,,Tiit,"Tiit Tammsaar",,,,,,"Tiit Tammsaar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12376941,"Tiit Terik",,"Tiit Terik","Tiit Terik",https://upload.wikimedia.org/wikipedia/commons/8/81/Tiit_Terik_2013.jpg,male,1979-06-15,,"Tiit Terik","Category:Tiit Terik",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12377090,"Toomas Kivimägi",,"Toomas Kivimägi","Toomas Kivimägi","https://upload.wikimedia.org/wikipedia/commons/f/fd/RK_Toomas_Kivimägi.jpg",male,,Toomas,"Toomas Kivimägi","Category:Toomas Kivimägi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12378637,"Viktor Vassiljev",,"Viktor Vassiljev","Viktor Vassiljev",https://upload.wikimedia.org/wikipedia/commons/2/20/KE_Viktor_Vassiljev.jpg,male,,Viktor,"Viktor Vassiljev","Category:Viktor Vassiljev",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Viktor Vassiljev",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12378980,"Väino Linde",,"Väino Linde","Väino Linde","https://upload.wikimedia.org/wikipedia/commons/0/0c/RE_Väino_Linde.jpg",male,,"Väino","Väino Linde","Category:Väino Linde",,,,,"Väino Linde",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12379326,"Yana Toom","Yana Toom","Yana Toom","Yana Toom",https://upload.wikimedia.org/wikipedia/commons/5/53/KE_Yana_Toom.jpg,female,1966-10-15,Jana,"Yana Toom","Category:Yana Toom","Yana Toom","Yana Toom","Тоом, Яна Игоревна","Yana Toom","Yana Toom",,,,,,,,,,,,,"Yana Toom","Yana Toom",,,"Yana Toom",,"Yana Toom","Yana Toom","Yana Toom",,,"Yana Toom","Yana Toom","Тоом, Яна Игоревна",,politician,,124700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yana Toom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12379639,"Ülo Tulik",,"Ülo Tulik","Ülo Tulik","https://upload.wikimedia.org/wikipedia/commons/b/bb/IRL_Ülo_Tulik.jpg",male,1957-05-11,,"Ülo Tulik","Category:Ülo Tulik",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13234758,"Andres Anvelt","Andres Anvelt","Andres Anvelt","Andres Anvelt",https://upload.wikimedia.org/wikipedia/commons/e/e7/SDE_Andres_Anvelt.jpg,male,1969-09-30,Andres,"Andres Anvelt","Category:Andres Anvelt","Andres Anvelt","Andres Anvelt","Анвельт, Андрес","Andres Anvelt","Andres Anvelt",,,,,"Andres Anvelt",,,,,"Andres Anvelt",,"Andres Anvelt","Andres Anvelt","Andres Anvelt",,,,,"Andres Anvelt",,"Andres Anvelt",,,,"Andres Anvelt","Анвельт, Андрес","Andres Anvelt",politician,,,,"Andres Anvelt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419144782712140221516,no2015148603,,,,,,,,,,,,,,,,,,,"アンドレス・アンヴェルト",,,,,,,,,,,,,,,,,,,,,"Andres Anvelt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13570003,"Kadri Simson",,"Kadri Simson","Kadri Simson",https://upload.wikimedia.org/wikipedia/commons/2/2b/KE_Kadri_Simson.jpg,female,1977-01-22,,"Kadri Simson","Category:Kadri Simson","Kadri Simson","Kadri Simson",,,"Kadri Simson",,,,,"Kadri Simson",,,,,,,"Kadri Simson","Kadri Simson",,,,,,"Kadri Simson","Kadri Simson",,,,,"Kadri Simson",,"Kadri Simson",politician,,,,"Kadri Simson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13603999,"Kaia Iva",,"Kaia Iva","Kaia Iva",https://upload.wikimedia.org/wikipedia/commons/9/91/IRL_Kaia_Iva.jpg,female,1964-04-28,,"Kaia Iva","Category:Kaia Iva","Kaia Iva","Kaia Iva",,,"Kaia Iva",,,,,"Kaia Iva",,,,,,,"Kaia Iva",,,,,,,"Kaia Iva","Kaia Iva",,,,,"Kaia Iva",,"Kaia Iva",politician,,,,"Kaia Iva",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13605609,"Tõnu Juul",,"Tõnu Juul","Tõnu Juul","https://upload.wikimedia.org/wikipedia/commons/f/f0/RE_Tõnu_Juul.jpg",male,,,"Tõnu Juul","Category:Tõnu Juul",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13607430,"Urmas Klaas","Urmas Klaas","Urmas Klaas","Urmas Klaas",https://upload.wikimedia.org/wikipedia/commons/c/cd/RE_Urmas_Klaas.jpg,male,,Urmas,"Urmas Klaas","Category:Urmas Klaas","Urmas Klaas","Urmas Klaas",,"Urmas Klaas","Urmas Klaas","Urmas Klaas","Urmas Klaas","Urmas Klaas","Urmas Klaas","Urmas Klaas","Urmas Klaas","Urmas Klaas","Urmas Klaas",,"Urmas Klaas","Urmas Klaas","Urmas Klaas","Urmas Klaas","Urmas Klaas","Urmas Klaas","Urmas Klaas","Urmas Klaas",,,,,,,,,,,,,,,"Urmas Klaas",,,"Urmas Klaas","Urmas Klaas","Urmas Klaas","Urmas Klaas","Urmas Klaas","Urmas Klaas","Urmas Klaas","Urmas Klaas","Urmas Klaas","Urmas Klaas","Urmas Klaas","Urmas Klaas","Urmas Klaas","Urmas Klaas","Urmas Klaas","Urmas Klaas","Urmas Klaas","Urmas Klaas","Urmas Klaas","Urmas Klaas","Urmas Klaas","Urmas Klaas","Urmas Klaas","Urmas Klaas","Urmas Klaas","Urmas Klaas","Urmas Klaas","Urmas Klaas","Urmas Klaas","Urmas Klaas","Urmas Klaas","Urmas Klaas","Urmas Klaas","Urmas Klaas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13608080,"Tõnis Kõiv",,"Tõnis Kõiv","Tõnis Kõiv","https://upload.wikimedia.org/wikipedia/commons/b/bc/RE_Tõnis_Kõiv.jpg",male,,,"Tõnis Kõiv","Category:Tõnis Kõiv",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13608089,"Aivar Kokk",,"Aivar Kokk","Aivar Kokk",https://upload.wikimedia.org/wikipedia/commons/2/22/IRL_Aivar_Kokk.jpg,male,1960-04-15,Aivar,"Aivar Kokk","Category:Aivar Kokk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13628736,"Helmen Kütt","Helmen Kütt","Helmen Kütt","Helmen Kütt","https://upload.wikimedia.org/wikipedia/commons/7/7c/SDE_Helmen_Kütt.jpg",female,1961-07-28,,"Helmen Kütt","Category:Helmen Kütt","Helmen Kütt","Helmen Kütt",,"Helmen Kütt","Helmen Kütt",,,,,"Helmen Kütt",,,,,,,,"Helmen Kütt",,,,,,"Helmen Kütt","Helmen Kütt","Helmen Kütt","Helmen Kütt",,,"Helmen Kütt",,,politician,,,,"Helmen Kütt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ヘルメン・キュット",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13629005,"Lauri Laasi",,"Lauri Laasi","Lauri Laasi",https://upload.wikimedia.org/wikipedia/commons/f/f5/KE_Lauri_Laasi.jpg,male,,,"Lauri Laasi","Category:Lauri Laasi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1375483,"Jaanus Tamkivi","Jaanus Tamkivi","Jaanus Tamkivi","Jaanus Tamkivi",https://upload.wikimedia.org/wikipedia/commons/4/4c/Jaanus_Tamkivi.jpg,male,1959-11-17,,"Jaanus Tamkivi","Category:Jaanus Tamkivi","Jaanus Tamkivi","Jaanus Tamkivi",,"Jaanus Tamkivi","Jaanus Tamkivi","Jaanus Tamkivi","Jaanus Tamkivi","Jaanus Tamkivi","Jaanus Tamkivi","Jaanus Tamkivi","Jaanus Tamkivi","Jaanus Tamkivi","Jaanus Tamkivi","Jaanus Tamkivi","Jaanus Tamkivi","Jaanus Tamkivi","Jaanus Tamkivi","Jaanus Tamkivi","Jaanus Tamkivi","Jaanus Tamkivi","Jaanus Tamkivi","Jaanus Tamkivi",,"Jaanus Tamkivi","Jaanus Tamkivi","Jaanus Tamkivi","Jaanus Tamkivi",,,"Jaanus Tamkivi",,,politician,/m/02qh69b,,,"Jaanus Tamkivi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1385792,"Ken-Marti Vaher",,"Ken-Marti Vaher","Ken-Marti Vaher","https://upload.wikimedia.org/wikipedia/commons/d/d9/Ken-Marti_Vaher,_2011.jpg",male,1974-09-05,,"Ken-Marti Vaher","Category:Ken-Marti Vaher","Ken-Marti Vaher","Ken-Marti Vaher",,"Ken-Marti Vaher","Ken-Marti Vaher","Ken-Marti Vaher","Ken-Marti Vaher","Ken-Marti Vaher","Ken-Marti Vaher","Ken-Marti Vaher","Ken-Marti Vaher","Ken-Marti Vaher","Ken-Marti Vaher","Ken-Marti Vaher","Ken-Marti Vaher","Ken-Marti Vaher","Ken-Marti Vaher","Ken-Marti Vaher","Ken-Marti Vaher","Ken-Marti Vaher","Ken-Marti Vaher","Ken-Marti Vaher",,"Ken-Marti Vaher","Ken-Marti Vaher","Ken-Marti Vaher",,,,"Ken-Marti Vaher",,,politician,/m/05pd5d,,,"Ken-Marti Vaher",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232728716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1021288675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1398025,"Ivari Padar","Ivari Padar","Ivari Padar","Ivari Padar",https://upload.wikimedia.org/wikipedia/commons/a/ad/Ivari_Padar_at_Laulupidu_cropped.jpg,male,1965-03-12,,"Ivari Padar","Category:Ivari Padar","Ivari Padar","Ivari Padar","Падар, Ивари","Ivari Padar","Ivari Padar","Ivari Padar","Ivari Padar","Ivari Padar","Ivari Padar","Ivari Padar","Ivari Padar","Ivari Padar","Ivari Padar","Ivari Padar","Ivari Padar","Ivari Padar","Ivari Padar","Ivari Padar","Ivari Padar","Ivari Padar","Ivari Padar","Ivari Padar","Ivari Padar","Ivari Padar","Ivari Padar","Ivari Padar","Ivari Padar","Ivari Padar","Ivari Padar","Ivari Padar","Падар, Ивари","Ivari Padar",politician,/m/02qh5nc,97025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1399189,"Marko Pomerants",,"Marko Pomerants","Marko Pomerants",https://upload.wikimedia.org/wikipedia/commons/c/cd/IRL_Marko_Pomerants.jpg,male,1964-09-24,Marko,"Marko Pomerants","Category:Marko Pomerants","Marko Pomerants","Marko Pomerants","Померанц, Марко","Marko Pomerants","Marko Pomerants","Marko Pomerants","Marko Pomerants","Marko Pomerants","Marko Pomerants","Marko Pomerants","Marko Pomerants","Marko Pomerants","Marko Pomerants","Marko Pomerants","Marko Pomerants","Marko Pomerants","Marko Pomerants","Marko Pomerants","Marko Pomerants","Marko Pomerants","Marko Pomerants","Marko Pomerants",,"Marko Pomerants","Marko Pomerants","Marko Pomerants",,,,"Marko Pomerants","Померанц, Марко","Marko Pomerants",politician,/m/02vyr60,,,"Marko Pomerants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marko Pomerants",,,,,,,,,,,,,,,,,,,,,,,,,,"Marko Pomerants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1399218,"Hanno Pevkur","Hanno Pevkur","Hanno Pevkur","Hanno Pevkur","https://upload.wikimedia.org/wikipedia/commons/5/58/Hanno_Pevkur,_2011.jpg",male,1977-04-02,Hanno,"Hanno Pevkur","Category:Hanno Pevkur","Hanno Pevkur","Hanno Pevkur","Певкур, Ханно","Hanno Pevkur","Hanno Pevkur","Hanno Pevkur","Hanno Pevkur","Hanno Pevkur","Hanno Pevkur","Hanno Pevkur","Hanno Pevkur","Hanno Pevkur","Hanno Pevkur","Hanno Pevkur","Hanno Pevkur","Hanno Pevkur","Hanno Pevkur","Hanno Pevkur","Hanno Pevkur","Hanno Pevkur","Hanno Pevkur","Hanno Pevkur",,"Hanno Pevkur","Hanno Pevkur","Hanno Pevkur","Hanno Pevkur",,,"Hanno Pevkur","Певкур, Ханно",,politician,/m/064k_0x,,,"Hanno Pevkur","Hanno Pevkur",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hanno Pevkur",,,,,,,,,,,,,,,,,,,,,,,,"ハンノ・ペヴクル",,"Hanno Pevkur",,,,,,,,,"Hanno Pevkur",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hanno Pevkur",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1410118,"Jaanus Marrandi",,"Jaanus Marrandi","Jaanus Marrandi",https://upload.wikimedia.org/wikipedia/commons/8/80/RK_Jaanus_Marrandi.jpg,male,1963-03-23,,"Jaanus Marrandi","Category:Jaanus Marrandi","Jaanus Marrandi","Jaanus Marrandi",,"Jaanus Marrandi","Jaanus Marrandi","Jaanus Marrandi","Jaanus Marrandi","Jaanus Marrandi","Jaanus Marrandi","Jaanus Marrandi","Jaanus Marrandi","Jaanus Marrandi","Jaanus Marrandi","Jaanus Marrandi","Jaanus Marrandi","Jaanus Marrandi","Jaanus Marrandi","Jaanus Marrandi",,,,,,"Jaanus Marrandi",,,,,,"Jaanus Marrandi",,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q14188964,"Kalev Lillo",,"Kalev Lillo","Kalev Lillo",https://upload.wikimedia.org/wikipedia/commons/f/fe/RE_Kalev_Lillo.jpg,male,1966-11-30,,"Kalev Lillo","Category:Kalev Lillo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q14191221,"Lauri Luik",,"Lauri Luik","Lauri Luik",https://upload.wikimedia.org/wikipedia/commons/c/c6/RE_Lauri_Luik.jpg,male,1982-04-23,,"Lauri Luik","Category:Lauri Luik",,,,"Lauri Luik","Lauri Luik",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q14483307,"Heljo Pikhof",,"Heljo Pikhof","Heljo Pikhof",https://upload.wikimedia.org/wikipedia/commons/1/1b/SDE_Heljo_Pikhof.jpg,female,,,"Heljo Pikhof","Category:Heljo Pikhof",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
