id,name__en,name,wikipedia__en,gender,birth_date,identifier__freebase,identifier__UScongress,identifier__NNDB,image,family_name,given_name,identifier__VIAF,identifier__LCAuth,name__fa,name__fr,name__ar,name__ms,name__yo,name__de,name__it,name__sv,name__nl,name__es,name__nb,name__da,name__nn,name__he,wikipedia__ar,wikipedia__de,wikipedia__fa,wikipedia__fr,wikipedia__it,wikipedia__ms,wikipedia__sv,wikipedia__yo,original_wikiname,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__pt,name__pl,name__ru,name__fi,name__cy,name__cs,name__ga,name__zh,name__sh,name__uk,name__el,wikipedia__commons,wikipedia__cs,wikipedia__cy,wikipedia__da,wikipedia__el,wikipedia__enwikiquote,wikipedia__enwikisource,wikipedia__es,wikipedia__fi,wikipedia__ga,wikipedia__he,wikipedia__nl,wikipedia__no,wikipedia__pl,wikipedia__pt,wikipedia__ru,wikipedia__sh,wikipedia__simple,wikipedia__uk,wikipedia__zh,identifier__IMDB,identifier__OLID,website,twitter,identifier__FAST,name__eo,name__ro,name__af,name__la,name__ja,name__de_ch,name__en_ca,name__en_gb,name__pt_br,name__et,name__tr,name__an,name__ast,name__bar,name__br,name__ca,name__co,name__de_at,name__eu,name__frp,name__fur,name__gd,name__gl,name__gsw,name__hr,name__hu,name__ia,name__id,name__ie,name__io,name__is,name__kg,name__lb,name__li,name__lij,name__mg,name__min,name__nap,name__nds,name__nds_nl,name__nrm,name__oc,name__pcd,name__pms,name__rm,name__sc,name__scn,name__sco,name__sk,name__sl,name__sr_el,name__sw,name__vec,name__vi,name__vls,name__vo,name__wa,name__wo,name__zu,name__ace,name__az,name__iu,name__sq,name__tw,name__bn,name__hi,name__hy,name__ko,name__ka,name__new,name__got,name__ml,name__ta,name__te,name__si,name__dsb,name__haw,name__hsb,name__ig,name__jv,name__nov,name__pdc,name__pih,name__tet,name__tl,name__tpi,name__war,name__nan,name__lv,name__wuu,name__sg,name__bcl,name__bm,name__ku,name__yue,name__yi,name__azb,name__bg,name__tt,wikipedia__ace,wikipedia__af,wikipedia__als,wikipedia__azb,wikipedia__az,wikipedia__bcl,wikipedia__bg,wikipedia__bm,wikipedia__bn,wikipedia__br,wikipedia__bs,wikipedia__ca,wikipedia__dsb,wikipedia__enwikinews,wikipedia__eo,wikipedia__et,wikipedia__gl,wikipedia__got,wikipedia__haw,wikipedia__hsb,wikipedia__hu,wikipedia__id,wikipedia__io,wikipedia__is,wikipedia__iu,wikipedia__ja,wikipedia__jv,wikipedia__ko,wikipedia__ku,wikipedia__la,wikipedia__lv,wikipedia__ml,wikipedia__nn,wikipedia__nov,wikipedia__oc,wikipedia__pdc,wikipedia__pih,wikipedia__plwikiquote,wikipedia__pms,wikipedia__ro,wikipedia__sco,wikipedia__sg,wikipedia__sq,wikipedia__sw,wikipedia__tet,wikipedia__tl,wikipedia__tr,wikipedia__tt,wikipedia__tw,wikipedia__vi,wikipedia__vo,wikipedia__war,wikipedia__wuu,wikipedia__yi,wikipedia__zh_min_nan,wikipedia__zh_yue,identifier__ISNI,identifier__GND,identifier__BNF,identifier__FEC,instagram,facebook,wikipedia__mg,wikipedia__sk,name__lt,name__pag,wikipedia__cswikiquote,wikipedia__lt,wikipedia__itwikiquote,name__sr,wikipedia__sr,identifier__rotten_tomatoes,wikipedia__sl,identifier__SUDOC,name__vmf,identifier__NTA,wikipedia__eu,wikipedia__bar,name__be_tarask,name__be,name__bpy,name__ceb,name__fo,name__fy,name__ilo,name__ksh,name__lmo,name__mk,name__mn,name__mr,name__my,name__th,name__uz,name__vep,name__arz,wikipedia__an,wikipedia__arz,wikipedia__be_x_old,wikipedia__be,wikipedia__bpy,wikipedia__ceb,wikipedia__fo,wikipedia__fy,wikipedia__hr,wikipedia__ilo,wikipedia__ka,wikipedia__ksh,wikipedia__liwikiquote,wikipedia__lmo,wikipedia__mk,wikipedia__mn,wikipedia__mr,wikipedia__my,wikipedia__nds,wikipedia__nlwikiquote,wikipedia__ruwikinews,wikipedia__scn,wikipedia__si,wikipedia__ta,wikipedia__th,wikipedia__uz,wikipedia__vec,wikipedia__vep,wikipedia__viwikisource,identifier__NLA,identifier__NKC,identifier__SELIBR,identifier__Britannica,wikipedia__hy,wikipedia__slwikiquote,identifier__NUKAT,identifier__ULAN,electoral_district,identifier__MGP,name__tg_latn,name__sr_ec,name__tg,name__frc,name__jam,name__kab,name__pap,name__prg,name__rgn,wikipedia__eswikiquote,wikipedia__tg,identifier__Munzinger,name__ps,wikipedia__ps,wikipedia__trwikiquote,name__bs,death_date,name__as,wikipedia__as,name__ckb,wikipedia__bswikiquote,wikipedia__ckb,identifier__NDL,wikipedia__frwikiquote,name__ur,name__dv,wikipedia__dv,wikipedia__frp,wikipedia__hi,wikipedia__kowikiquote,wikipedia__ptwikiquote,wikipedia__simplewikiquote,wikipedia__ur,identifier__CANTIC,name__am,wikipedia__am,name__ht,wikipedia__ht,identifier__AlloCine,identifier__allmovie,wikipedia__lb,identifier__NLAtrove,name__diq,wikipedia__te,identifier__GTAA,linkedin,wikipedia__ast,identifier__IIAF,name__simple,name__kn,name__pa,wikipedia__kn,wikipedia__pa,wikipedia__bgwikiquote,identifier__MusicBrainz,identifier__discogs,identifier__N6I,wikipedia__svwikiquote,wikipedia__nowikiquote,name__szl,wikipedia__fawikiquote,wikipedia__fiwikiquote,wikipedia__sc,wikipedia__skwikiquote,wikipedia__szl,wikipedia__zhwikiquote,name__no,identifier__NPG,identifier__dmoz,occupation,identifier__opensecrets,identifier__wikitree,identifier__CSPAN,identifier__ballotpedia,identifier__youtube,identifier__politifact,identifier__nyt_topic,wikipedia__tawikiquote,identifier__kinopoisk,wikipedia__azwikiquote,identifier__goodreads,identifier__GNC,identifier__britishmuseum,identifier__nlg,identifier__ne_se,identifier__SFDb,identifier__FJC_bio,wikipedia__hewikiquote,identifier__CiNii,name__ang,name__hak,name__kaa,wikipedia__ang,wikipedia__hak,wikipedia__kaa,identifier__BNE,identifier__google_plus,name__ty,second_surname,identifier__CONOR,wikipedia__ie,identifier__elonet,identifier__PORT,identifier__SCOPE,identifier__CSFD,identifier__DNF,name__bo,name__kk,name__pnb,name__sgs,name__qu,wikipedia__bat_smg,wikipedia__bo,wikipedia__dewikiquote,wikipedia__huwikiquote,wikipedia__ia,wikipedia__kk,wikipedia__new,wikipedia__pnb,wikipedia__qu,identifier__BiblioNet,identifier__TED,identifier__nobel_prize,wikipedia__ruwikiquote,name__eml,wikipedia__eml,identifier__google_knowledge,identifier__votesmart
Q5294581,"Donald J. Pease","Donald J. Pease","Donald J. Pease",male,1932-09-26,/m/04kw30,P000170,,https://upload.wikimedia.org/wikipedia/commons/e/ed/Don_Pease_102nd_Congress_1991.jpg,,Donald,75431553,n88636208,,"Don Pease",,,,"Don Pease","Donald J. Pease","Donald J. Pease","Donald J. Pease","Donald J. Pease","Donald J. Pease","Donald J. Pease","Donald J. Pease",,,"Don Pease",,,,,,,"Don Pease",,,,,,,,,,,,,,"唐納德·J·皮斯",,,,"Category:Donald J. Pease",,,,,,,"Don Pease",,,,,,,,,,,,,,,,,229545,,,,,,,,,,,,,,,,,,,,,,,,,,"Donald J. Pease",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5294674,"Donald L. Ritter","Donald L. Ritter","Donald L. Ritter",male,1940-10-21,/m/0f971f,R000277,,https://upload.wikimedia.org/wikipedia/commons/f/f6/Don_Ritter.png,,Donald,,,"دونالد ال. ریتر","Donald L. Ritter",,,,"Donald L. Ritter","Donald L. Ritter","Donald L. Ritter","Donald L. Ritter","Donald L. Ritter","Donald L. Ritter","Donald L. Ritter","Donald L. Ritter",,,"Donald L. Ritter",,,,,,,"Donald L. Ritter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Donald L. Ritter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5294942,"Donald Norcross","Donald Norcross","Donald Norcross",male,1958-12-13,/m/09g8b1_,N000188,,https://upload.wikimedia.org/wikipedia/commons/3/3d/RepDonaldNorcross-official-cropped.png,,Donald,,,,"Donald Norcross",,,,"Donald Norcross","Donald Norcross","Donald Norcross","Donald Norcross","Donald Norcross","Donald Norcross","Donald Norcross","Donald Norcross",,,"Donald Norcross",,"Donald Norcross","Donald Norcross",,,,"Donald Norcross",,,,,,,,,,,,,,"唐納德·諾可羅斯",,,,,,,,,,,,,,,,,,,,,,,"唐納德·諾可羅斯",,,https://norcross.house.gov/,DonaldNorcross,,,,,,"ドナルド・ノークロス",,,,,,,,,,,,,,,,,,,,,"Donald Norcross",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H4NJ01084,donald_norcross,DonaldNorcrossNJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,N00036154,,,Donald_Norcross,UC7kXK_PyDiOT8YrdP0jYZHw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116277
Q529663,"Millicent Fenwick","Millicent Fenwick","Millicent Fenwick",female,1910-02-25,/m/02gbs8,F000078,,https://upload.wikimedia.org/wikipedia/commons/1/1b/Millicent_Fenwick.jpg,,Millicent,79508029,n82004383,,"Millicent Fenwick","ميليسنت فينويك",,,"Millicent Fenwick","Millicent Fenwick","Millicent Fenwick","Millicent Fenwick","Millicent Fenwick","Millicent Fenwick","Millicent Fenwick","Millicent Fenwick",,"ميليسنت فينويك","Millicent Fenwick",,,"Millicent Fenwick",,,,"Millicent Fenwick",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85299,,,,,"ミリセント・フェンウィック",,,,,,,,,,,,,,,,,,,,,"Millicent Fenwick",,,,,,,"Millicent Fenwick",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0000 0000 7869 2255",125006608,,,,,,,,,,,,,,,,10153342X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5300982,"Doug Walgren","Doug Walgren","Doug Walgren",male,1940-12-28,/m/0dn6q2,W000044,,https://upload.wikimedia.org/wikipedia/commons/d/d4/Doug_Walgren.jpg,,Doug,,,,"Doug Walgren",,,,"Doug Walgren","Doug Walgren","Doug Walgren","Doug Walgren","Doug Walgren","Doug Walgren","Doug Walgren","Doug Walgren",,,"Doug Walgren",,,,,,,"Doug Walgren",,,,,,,,,,"Doug Walgren",,,,,,,,,,,,,,,,"Doug Walgren",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Doug Walgren",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5318148,"Dwight E. Evans","Dwight E. Evans","Dwight Evans (politician)",male,1954-05-16,,E000296,,https://upload.wikimedia.org/wikipedia/commons/3/33/Dwight_Evans.jpg,,Dwight,,,"دوایت ئی. اوانس","Dwight E. Evans",,,,"Dwight Evans",,"Dwight E. Evans","Dwight E. Evans","Dwight E. Evans","Dwight E. Evans","Dwight E. Evans","Dwight E. Evans",,,"Dwight Evans (Politiker)",,"Dwight Evans",,,,,"Dwight Evans (politician)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dwight E. Evans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q532342,"Pete Peterson","Pete Peterson","Pete Peterson",male,1935-06-26,/m/0ksdx,P000259,376/000120016,https://upload.wikimedia.org/wikipedia/commons/5/58/Petepeterson.jpg,,Pete,53525108,n2003054148,"پیت پیترسون","Pete Peterson",,,,"Pete Peterson","Pete Peterson","Pete Peterson","Pete Peterson","Pete Peterson","Pete Peterson","Pete Peterson","Pete Peterson",,,"Pete Peterson",,,"Pete Peterson",,,,"Pete Peterson",,,,,,,,,"Питерсон, Дуглас",,,,,,,,,,,,,,,,,,,,,,,,"Питерсон, Дуглас",,,,,,,,,499432,,,,,,,,,,,,,,,,,,,,,,,,,,"Pete Peterson",,,,,,,"Pete Peterson",,,,,,,,,,,,,,,,,,,,,"Pete Peterson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pete Peterson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q532647,"Louie Gohmert","Louie Gohmert","Louie Gohmert",male,1953-08-18,/m/0490h9,G000552,128/000086867,https://upload.wikimedia.org/wikipedia/commons/b/b5/Louie_Gohmert_Portrait.jpg,,Louie,,,"لوئی گپمرت","Louie Gohmert","لوي غومرت",,,"Louie Gohmert","Louie Gohmert","Louie Gohmert","Louie Gohmert","Louie Gohmert","Louie Gohmert","Louie Gohmert","Louie Gohmert",,"لوي غومرت","Louie Gohmert","لوئی گومرت","Louie Gohmert","Louie Gohmert",,"Louie Gohmert",,"Louie Gohmert",,,,,,,,"Louie Gohmert",,,,,,"路易·戈莫特",,"Луї Гомерт",,,,,,,"Louie Gohmert","Author:Louie Gohmert",,,,,,,"Louie Gohmert",,,,,"Луї Гомерт","路易·戈莫特",,,http://gohmert.house.gov,RepLouieGohmert,,,,,"Ludovicus Gohmert","ルイー・ゴーマート",,,,,,,,,,,,,,,,,,,,,"Louie Gohmert",,,,,,,"Louie Gohmert",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H4TX04039,,50375006903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,N00026148,,,Louie_Gohmert,UC0HMa6X3iMhMq96kkRLLTog,louie-gohmert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50029
Q532661,"Ted Poe","Ted Poe","Ted Poe",male,1948-09-10,/m/04928s,P000592,,"https://upload.wikimedia.org/wikipedia/commons/0/08/Ted_Poe,_Official_Portrait,_112th_Congress.jpg",,Ted,221125623,no2011189253,"تداپو","Ted Poe",,,,"Ted Poe","Ted Poe","Ted Poe","Ted Poe","Ted Poe","Ted Poe","Ted Poe","Ted Poe",,,"Ted Poe","تداپو","Ted Poe","Ted Poe",,"Ted Poe",,"Ted Poe",,,,,,,,,,,,,,"泰德·波伊",,,,,,,,,,"Author:Lloyd Poe",,,,,,,,,,,,,"泰德·波伊",,,https://poe.house.gov,JudgeTedPoe,,,,,"Theodorus Poe","テッド・ポー",,,,,,,,,,,,,,,,,,,,,"Ted Poe",,,,,,,"Ted Poe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Theodorus Poe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H4TX02108,judgetedpoe,106631626049851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,N00026457,,,Ted_Poe,UCGdNUkVP16hOyL-fUDV1Knw,ted-poe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49198
Q533073,"Kendrick Meek","Kendrick Meek","Kendrick Meek",male,1966-09-06,/m/0252_q,M001148,046/000039926,"https://upload.wikimedia.org/wikipedia/commons/b/b5/Kendrick_Meek,_official_photo_portrait,_color.jpg",,Kendrick,,,,"Kendrick Meek",,,"Kendrick Meek","Kendrick Meek","Kendrick Meek","Kendrick Meek","Kendrick Meek","Kendrick Meek","Kendrick Meek","Kendrick Meek","Kendrick Meek",,,"Kendrick Meek",,"Kendrick Meek","Kendrick Meek",,"Kendrick Meek","Kendrick Meek","Kendrick Meek",,,,,,,,,,,,,,,,,,"Category:Kendrick Meek",,,,,,"Author:Kendrick Brett Meek",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kendrick Meek",,,,,,,"Kendrick Meek",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,kendrick-meek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8092
Q5335552,"Ed Weber","Ed Weber","Ed Weber",male,1931-07-26,/m/03dmw_,W000235,,https://upload.wikimedia.org/wikipedia/commons/5/56/Ed_Weber_97th_Congress_1981.jpg,Weber,Ed,,,"اد وبر","Ed Weber",,,,"Ed Weber","Ed Weber","Ed Weber","Ed Weber","Ed Weber","Ed Weber","Ed Weber","Ed Weber",,,"Ed Weber",,,,,,,"Ed Weber",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ed Weber",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q534222,"Kenny Hulshof","Kenny Hulshof","Kenny Hulshof",male,1958-05-22,/m/03tnl1,H000948,089/000038972,https://upload.wikimedia.org/wikipedia/commons/4/4a/Rep_Kenny_Hulshof.jpg,,Kenny,,,,"Kenny Hulshof",,,,"Kenny Hulshof","Kenny Hulshof","Kenny Hulshof","Kenny Hulshof","Kenny Hulshof","Kenny Hulshof","Kenny Hulshof","Kenny Hulshof",,,"Kenny Hulshof",,,"Kenny Hulshof",,"Kenny Hulshof",,"Kenny Hulshof",,,,,,,,,,,,,,,,,,,,,,,,"Author:Kenny Hulshof",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kenny Hulshof",,,,,,,"Kenny Hulshof",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q535254,"Pete Hoekstra","Pete Hoekstra","Pete Hoekstra",male,1953-10-30,/m/02d43z,H000676,080/000038963,https://upload.wikimedia.org/wikipedia/commons/3/3e/Petehoekstra.jpg,,Peter,,,,"Peter Hoekstra",,,,"Pete Hoekstra","Pete Hoekstra","Pete Hoekstra","Pete Hoekstra","Pete Hoekstra","Pete Hoekstra","Pete Hoekstra","Pete Hoekstra",,,"Pete Hoekstra",,"Peter Hoekstra (homme politique)",,,"Pete Hoekstra",,"Peter Hoekstra",,,,,,,,"Pete Hoekstra","Хукстра, Пит","Pete Hoekstra",,,,"皮特·胡克斯特拉",,,,,,,,,,"Author:Peter Hoekstra",,"Pete Hoekstra",,,"Pete Hoekstra",,"Pete Hoekstra",,"Хукстра, Пит",,,,"皮特·胡克斯特拉",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pete Hoekstra",,,,,,,"Pete Hoekstra",,,"Peter Hoekstra",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Peter Hoekstra",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,pete-koekstra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26910
Q535887,"Tom McClintock","Tom McClintock","Tom McClintock",male,1956-07-10,/m/01r6jp,M001177,,"https://upload.wikimedia.org/wikipedia/commons/0/03/Tom_McClintock,_Official_Portrait.JPG",,Tom,,,"تام مک‌کلینتوک","Tom McClintock",,,,"Tom McClintock","Tom McClintock","Tom McClintock","Tom McClintock","Tom McClintock","Tom McClintock","Tom McClintock","Tom McClintock",,,"Tom McClintock","تام مک‌کلینتاک","Tom McClintock","Tom McClintock",,,,"Tom McClintock",,,,,,,"Tom McClintock","Tom McClintock",,,,,,"湯姆·麥克林托克",,"Том Макклінток",,,,,,,,,,,,,"Tom McClintock",,"Tom McClintock","Tom McClintock",,,,"Том Макклінток","湯姆·麥克林托克",,,http://mcclintock.house.gov,RepMcClintock,,,,,,"トム・マクリントック",,,,,,,,,,,,,,,,,,,,,"Tom McClintock",,,,,,,"Tom McClintock",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H8CA04152,,81125319109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,N00006863,,,,UCMh04KC4LfIzKoXh2Xws_pw,tom-mcclintock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9715
