id,name__bn,name__en,name__de,name__fr,name,wikipedia__bn,wikipedia__en,gender,occupation,birth_date,death_date,original_wikiname,name__id,name__uk,name__nl,name__es,name__pt,name__cy,name__hu,name__hi,wikipedia__de,wikipedia__fr,wikipedia__hi,wikipedia__id,wikipedia__pt,wikipedia__uk,image,identifier__freebase,identifier__VIAF,identifier__LCAuth,identifier__FAST,given_name,name__tr,name__ur,name__zh,wikipedia__tr,wikipedia__ur,name__ru,name__ja,wikipedia__ru,wikipedia__es,name__en_ca,name__en_gb,name__af,name__ar,name__bpy,name__da,name__de_ch,name__el,name__eo,name__et,name__fa,name__fi,name__he,name__io,name__it,name__ka,name__kn,name__mg,name__mr,name__ms,name__my,name__oc,name__pl,name__pt_br,name__sr,name__sv,name__ta,name__vep,name__yo,name__be,name__nb,name__su,name__nn,name__ca,name__ko,name__sco,name__qu,name__la,name__ml,name__pa,name__te,name__cs,name__ne,name__hy,name__sk,name__sd,name__zh_hant,name__zh_cn,name__eu,name__mai,name__as,wikipedia__af,wikipedia__ar,wikipedia__as,wikipedia__ba,wikipedia__be,wikipedia__bpy,wikipedia__ca,wikipedia__commons,wikipedia__cs,wikipedia__cy,wikipedia__da,wikipedia__el,wikipedia__enwikinews,wikipedia__enwikiquote,wikipedia__eo,wikipedia__et,wikipedia__fa,wikipedia__fawikiquote,wikipedia__fi,wikipedia__he,wikipedia__hy,wikipedia__io,wikipedia__it,wikipedia__ja,wikipedia__ka,wikipedia__kn,wikipedia__ko,wikipedia__la,wikipedia__mai,wikipedia__mg,wikipedia__ml,wikipedia__mr,wikipedia__ms,wikipedia__my,wikipedia__ne,wikipedia__nl,wikipedia__nn,wikipedia__no,wikipedia__oc,wikipedia__pa,wikipedia__pl,wikipedia__plwikiquote,wikipedia__qu,wikipedia__sco,wikipedia__sd,wikipedia__simple,wikipedia__sk,wikipedia__sr,wikipedia__su,wikipedia__sv,wikipedia__ta,wikipedia__te,wikipedia__vep,wikipedia__yo,wikipedia__zh,identifier__ISNI,identifier__GND,identifier__BNF,identifier__SUDOC,name__nds,name__xmf,name__ro,name__th,name__vi,wikipedia__ro,wikipedia__th,wikipedia__vi,wikipedia__xmf,family_name,identifier__IMDB,identifier__MusicBrainz,name__zh_hans,name__zh_hk,name__zh_sg,name__zh_tw,name__gl,name__kk_arab,name__kk_cn,name__kk_tr,name__kk_kz,name__kk_cyrl,name__kk_latn,name__kk,wikipedia__gl,wikipedia__kk,identifier__GTAA,wikipedia__trwikiquote,website,name__an,name__ast,name__bar,name__br,name__co,name__de_at,name__frp,name__fur,name__ga,name__gd,name__gsw,name__hr,name__ia,name__ie,name__is,name__kg,name__lb,name__li,name__lij,name__min,name__nap,name__nds_nl,name__nrm,name__pcd,name__pms,name__rm,name__sc,name__scn,name__sl,name__sr_el,name__sw,name__vec,name__vls,name__vo,name__wa,name__wo,name__zu,identifier__NTA
Q4648163,,"A. M. Zahiruddin Khan",,,"A. M. Zahiruddin Khan",,"A. M. Zahiruddin Khan",male,,1936-07-05,2005-03-29,"A. M. Zahiruddin Khan",,,"A. M. Zahiruddin Khan",,,,,,,,,,,,,,299667079,,,A.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4665539,"আব্দুল মালেক উকিল","Abdul Malek Ukil","Abdul Malek Ukil","Abdul Malek Ukil","Abdul Malek Ukil","আব্দুল মালেক উকিল","Abdul Malek Ukil",male,politician,1924-10-01,1987-10-17,"আব্দুল মালেক উকিল",,,"Abdul Malek Ukil","Abdul Malek Ukil",,,,"अब्दुल मालिक वकील",,,"अब्दुल मालिक वकील",,,,,,,,,Abdul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4665548,"আব্দুল মান্নান ভূঁইয়া","Abdul Mannan Bhuiyan","Abdul Mannan Bhuiyan","Abdul Mannan Bhuiyan","Abdul Mannan Bhuiyan","আব্দুল মান্নান ভূঁইয়া","Abdul Mannan Bhuiyan",male,politician,1943-01-03,2010-07-28,"Abdul Mannan Bhuiyan",,,"Abdul Mannan Bhuiyan","Abdul Mannan Bhuiyan",,,"Abdul Mannan Bhuiyan",,,,,,,,,,,,,"Abdul Mannan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4700414,,"Akbar Hossain","Akbar Hossain","Akbar Hossain","Akbar Hossain",,"Akbar Hossain",male,,1941,2006-06-25,"Akbar Hossain",,,"Akbar Hossain",,,,,,,,,,,,,,60962435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4803291,"আসাদুজ্জামান নূর","Asaduzzaman Noor","Asaduzzaman Noor","Asaduzzaman Noor","Asaduzzaman Noor","আসাদুজ্জামান নূর","Asaduzzaman Noor",male,actor,1946-10-31,,"Asaduzzaman Noor",,,"Asaduzzaman Noor","Asaduzzaman Noor",,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/3/37/Asaduzzaman_Noor_Korea_2014.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nm0634769,43c2317d-fd1c-45a4-abdc-dfbe6a78bdb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4832765,"আজিজুল হক","Azizul Haque","Azizul Haque","Azizul Haque","Azizul Haque","আজিজুল হক (পণ্ডিত)","Azizul Haque (scholar)",male,,1919,2012-08-08,"Azizul Haque (scholar)",,,"Azizul Haque",,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/c/ca/Shaykh_Ul_Hadith_Allamah.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5141788,"শওকত আলী","Col. Shawkat Ali",,,"Col. Shawkat Ali","শওকত আলী (ডেপুটি স্পিকার)","Shawkat Ali (politician)",male,politician,1937-01-27,,"Shawkat Ali (politician)",,,"Shawkat Ali","Col. Shawkat Ali",,,,,,,,,,,,,18624125,n84109080,158314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q52183,"শেখ হাসিনা","Sheikh Hasina","Hasina Wajed","Sheikh Hasina Wajed","Sheikh Hasina","শেখ হাসিনা","Sheikh Hasina",female,politician,1947-09-28,,"শেখ হাসিনা","Sheikh Hasina Wajed","Хасіна Вазед","Hasina Wajed","Sheikh Hasina","Sheikh Hasina","Sheikh Hasina Wazed","Sheikh Hasina","शेख हसीना","Hasina Wajed","Sheikh Hasina","शेख हसीना","Hasina Wajed","Sheikh Hasina","Хасіна Вазед",https://upload.wikimedia.org/wikipedia/commons/9/9d/Sheikh_Hasina_-_2009.jpg,/m/02xs52,19843607,n88184910,256936,,"Şeyh Hasina Vecid","حسینہ واجد","谢赫·哈西娜","Şeyh Hasina Vecid","حسینہ واجد","Хасина, Шейх","シェイク・ハシナ","Хасина, Шейх","Sheikh Hasina","Sheikh Hasina","Sheikh Hasina","Sjeikh Hasina","شيخة حسينة واجد","শেখ হাসিনা","Sheikh Hasina","Hasina Wajed","Σεΐχ Χασίνα","Hasina Oaĝed","Hāsinā Oyājed","شیخ حسینه","Sheikh Hasina","חסינה ואזד","Sheikh Hasina Wazed","Sheikh Hasina","შეიხ ჰასინა","ಶೇಕ್ ಹಸೀನ",Hasina,"शेख हसीना वाजेद","Sheikh Hasina Wazed","ရှိတ်ဟာဆီနာ","Sheikh Hasina Wazed","Sheikh Hasina Wajed","Sheikh Hasina","Хасина Вазед","Hasina Wajed","ஷேக் ஹசீனா","Hasina Šeih","Sheikh Hasina","Шэйх Хасіна","Sheikh Hasina","Syéikh Hasina","Sheikh Hasina","Sheikh Hasina Wazed","셰이크 하시나","Sheikh Hasina","Sheikh Hasina","Sheikh Hasina","ഷേഖ് ഹസീന","ਸ਼ੇਖ ਹਸੀਨਾ","షేక్ హసీనా","Šajch Hasína Vadžídová","शेख हसिना","Շեյխ Հասինա","Hasína Wadžídová","حسينه واجد","謝克·哈西納","谢克·哈西纳","Sheikh Hasina","शेख हसिना","শেখ হাছিনা","Sjeikh Hasina","شيخة حسينة واجد","শেখ হাছিনা","Шейх Хасина Вазед","Шэйх Хасіна","শেখ হাসিনা","Sheikh Hasina","Category:Sheikh Hasina","Šajch Hasína Vadžídová","Sheikh Hasina Wazed","Sheikh Hasina","Σεΐχ Χασίνα","Category:Sheikh Hasina","Sheikh Hasina","Hasina Oaĝed","Hāsinā Oyājed","شیخ حسینه","شیخ حسینه","Sheikh Hasina","הסינה ואזד","Շեյխ Հասինա","Sheikh Hasina Wazed","Sheikh Hasina","シェイク・ハシナ","შეიხ ჰასინა","ಶೇಕ್ ಹಸೀನ","셰이크 하시나","Sheikh Hasina","शेख हसिना",Hasina,"ഷേഖ് ഹസീന","शेख हसीना","Sheikh Hasina Wazed","ရှိတ်ဟာဆီနာ (ဘင်္ဂလာဒေ့ရှ် ဝန်ကြီးချုပ်)","शेख हसिना","Hasina Wajed","Sheikh Hasina","Sheikh Hasina","Sheikh Hasina Wazed","ਸ਼ੇਖ ਹਸੀਨਾ","Sheikh Hasina Wajed","Sheikh Hasina Wajed","Sheikh Hasina","Sheikh Hasina","حسينه واجد","Sheikh Hasina","Hasína Wadžídová","Хасина Вазед","Syéikh Hasina","Hasina Wajed","சேக் அசீனா","షేక్ హసీనా","Hasina Šeih","Sheikh Hasina","谢赫·哈西娜","0000 0000 8099 0980",122486803,13554769b,086196960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5254959,"দেলোয়ার হোসেন সাঈদী","Delwar Hossain Sayeedi","Delwar Hossain Sayeedi","Delwar Hossain Sayeedi","Delwar Hossain Sayeedi","দেলাওয়ার হোসাইন সাঈদী","Delwar Hossain Sayeedi",male,,1940-02-01,,"দেলাওয়ার হোসাইন সাঈদী",,,"Delwar Hossain Sayeedi","Delwar Hossain Sayeedi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"دلوار حسين سعيدي",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"دلوار حسين سعيدي",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5436509,,"Faruk Khan","Faruk Khan","Faruk Khan","Faruk Khan",,"Faruk Khan",male,politician,1951,,"Faruk Khan",,,"Faruk Khan","Faruk Khan",,,"Faruk Khan",,,,,,,,https://upload.wikimedia.org/wikipedia/commons/a/af/Colonel_Faruk_Khan.JPG,,,,,Faruk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5644676,,"Hamida Banu Shova",,"Hamida Banu Shova","Hamida Banu Shova",,"Hamida Banu Shova",female,,1954-02-02,,"Hamida Banu Shova",,,"Hamida Banu Shova",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamida Banu Shova",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5649019,"হান্নান শাহ","Hannan Shah","Hannan Shah",,"Hannan Shah","হান্নান শাহ","Hannan Shah",male,politician,1941-10-11,2016-09-27,"হান্নান শাহ",,,"Hannan Shah",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hannan Shah",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q58264,"দীপু মনি","Dipu Moni","Dipu Moni","Dipu Moni","Dipu Moni","দীপু মনি","Dipu Moni",female,diplomat,1965,,"দীপু মনি",,,"Dipu Moni","Dipu Moni",,,,,"Dipu Moni","Dipu Moni",,,,,https://upload.wikimedia.org/wikipedia/commons/9/99/Dipu_Moni_February_2013_(8510153398).jpg,/m/05mwd2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dipu Moni",,,,,,,"Dipu Moni",,,,,,,,,,,,"Dipu Moni",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5908157,,"Hosne Ara Wahid","Hosne Ara Wahid",,"Hosne Ara Wahid",,"Hosne Ara Wahid",female,,1955-02-28,,"Hosne Ara Wahid",,,"Hosne Ara Wahid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6294470,,"Jotindra Lal Tripura","Jotindra Lal Tripura",,"Jotindra Lal Tripura",,"Jotindra Lal Tripura",male,,,,"Jotindra Lal Tripura",,,"Jotindra Lal Tripura",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6311615,"জুনাইদ আহমেদ পলক","Junaid Pollock","Junaid Pollock","Junaid Pollock","Junaid Pollock","জুনাইদ আহমেদ পলক","Zunaid Ahmed Palak",male,politician,1980-05-17,,"জুনাইদ আহমেদ পলক",,,"Junaid Pollock","Junaid Pollock",,,"Junaid Pollock",,,,,,,,https://upload.wikimedia.org/wikipedia/commons/b/b6/BD_MP_Zunaid_Ahmed_Palak.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6733938,,"Mahi B. Chowdhury",,,"Mahi B. Chowdhury",,"Mahi B. Chowdhury",male,,1969-03-13,,"Mahi B. Chowdhury",,,"Mahi B. Chowdhury",,,,,,,,,,,,,,,,,,,,"莫希·B·喬杜里",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6736829,,"Mainul Hosein","Mainul Hosein","Mainul Hosein","Mainul Hosein",,"Mainul Hosein",male,author,,,"Mainul Hosein",,,,"Mainul Hosein",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mainul Hosein",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6787396,"মতিয়া চৌধুরী","Matia Chowdhury","Matia Chowdhury","Matia Chowdhury","Matia Chowdhury","মতিয়া চৌধুরী","Matia Chowdhury",female,politician,1942-06-30,,"Matia Chowdhury",,,"Matia Chowdhury","Matia Chowdhury",,,"Matia Chowdhury",,,"Matia Chowdhury",,,,,https://upload.wikimedia.org/wikipedia/commons/a/a2/Matia_Chowdhury_at_IRRI.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6874839,"মির্জা ফখরুল ইসলাম আলমগীর","Mirza Fakhrul Islam Alamgir","Mirza Fakhrul Islam Alamgir","Mirza Fakhrul Islam Alamgir","Mirza Fakhrul Islam Alamgir","মির্জা ফখরুল ইসলাম আলমগীর","Mirza Fakhrul Islam Alamgir",male,politician,1948-08-01,,"মির্জা ফখরুল ইসলাম আলমগীর",,,"Fakhrul Islam Alamgir","Mirza Fakhrul Islam Alamgir",,,"Mirza Fakhrul Islam Alamgir",,,,,,,,https://upload.wikimedia.org/wikipedia/commons/6/66/Fakhrul_Islam_Alamgir.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6874850,,"Mirza Ghulam Hafiz","Mirza Ghulam Hafiz","Mirza Ghulam Hafiz","Mirza Ghulam Hafiz",,"Mirza Ghulam Hafiz",male,,1920,2000-12-20,"Mirza Ghulam Hafiz",,,,"Mirza Ghulam Hafiz",,,,"मिर्जा गुलाम हाफिज",,,"मिर्जा गुलाम हाफिज",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mirza Ghulam Hafiz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6891941,"মোহাম্মদ ফরহাদ","Mohammad Farhad","Mohammad Farhad","Mohammad Farhad","Mohammad Farhad","মোহাম্মদ ফরহাদ","Mohammad Farhad",male,politician,1938-07-05,1987-10-09,"Mohammad Farhad",,,,"Mohammad Farhad",,,,,,,,,,,,,,,,Mohammad,,,,,,"Фархад, Мухаммед",,"Фархад, Мухаммед",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6915281,"আলহাজ্ব মোহাম্মদ মোসাদ্দেক আলী","Al-haj Mohammad Mosaddak Ali Falu","Mosaddek Ali Falu","Mosaddek Ali Falu","Al-haj Mohammad Mosaddak Ali Falu",,"Mosaddek Ali Falu",male,,1960-04-07,,"Mosaddek Ali Falu",,,"Mosaddek Ali Falu",,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/f/f3/Mosaddak_Ali.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6917853,"মতিউর রহমান নিজামী","Motiur Rahman Nizami","Motiur Rahman Nizami","Motiur Rahman Nizami","Motiur Rahman Nizami","মতিউর রহমান নিজামী","Motiur Rahman Nizami",male,,1943-03-31,2016-05-11,"মতিউর রহমান নিজামী","Motiur Rahman Nizami",,"Motiur Rahman Nizami","Motiur Rahman Nizami",,,,"मोतीउर रहमान निज़ामी","Motiur Rahman Nizami",,"मोतीउर रहमान निज़ामी","Motiur Rahman Nizami",,,,,,,,,"Mevlana Nizami","مطیع الرحمان نظامی","穆蒂·拉赫曼·尼扎米",,"مطیع الرحمان نظامی","Мотиур Рахман Низами",,,,,,,"مطيع الرحمن نظامي",,,,,,,"مطیع الرحمان نظامی","Motiur Rahman Nizami",,,,,,,,,,,,,,,"மோதியுர் ரஹ்மான் நிஸாமி",,,,,,,,,,,,"മുതീഉർറഹ്മാൻ നിസാമി",,,,,,,,,,,,,,"مطيع الرحمن نظامي",,,,,,,,,,,,,,,"مطیع الرحمان نظامی",,"Motiur Rahman Nizami",,,,,,,,,,,,"മുതീഉർറഹ്മാൻ നിസാമി",,,,,"Motiur Rahman Nizami",,,,,,,,,,"Motiur Rahman Nizami",,,,,"மோதியுர் ரஹ்மான் நிஸாமி",,,,"穆蒂·拉赫曼·尼扎米",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mevlana Nizami",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6943274,"আ হ ম মোস্তফা কামাল","Mustafa Kamal","Mustafa Kamal","Mustafa Kamal","Mustafa Kamal","আ হ ম মোস্তফা কামাল","Mustafa Kamal (politician)",male,,1947-06-15,,"Mustafa Kamal (politician)",,,,,,,,,,,,,,,,,,,,Mustafa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7070143,,"Nurjahan Murshid","Nurjahan Murshid","Nurjahan Murshid","Nurjahan Murshid",,"Nurjahan Murshid",female,,1925-05-22,2003-09-01,"Nurjahan Murshid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7070297,,"Nuruddin Khan","Nuruddin Khan",,"Nuruddin Khan",,"Nuruddin Khan",male,,,,"Nuruddin Khan",,,"Nuruddin Khan","Nuruddin Khan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7294828,"রাশেদ খান মেনন","Rashed Khan Menon","Rashed Khan Menon",,"Rashed Khan Menon","রাশেদ খান মেনন","Rashed Khan Menon",male,,1943-05-18,,"রাশেদ খান মেনন",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7378685,,"Ruhul Quddus Talukdar","Ruhul Quddus Talukdar",,"Ruhul Quddus Talukdar",,"Ruhul Quddus Talukdar",male,,,,"Ruhul Quddus Talukdar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7396043,"সাবের হোসেন চৌধুরী","Saber Hossain Chowdhury","Saber Hossain Chowdhury","Saber Hossain Chowdhury","Saber Hossain Chowdhury","সাবের হোসেন চৌধুরী","Saber Hossain Chowdhury",male,,1961-09,,"সাবের হোসেন চৌধুরী",,,"Saber Hossain Chowdhury","Saber Hossain Chowdhury",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.saberchowdhury.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
