id,name,name__es,name__en,name__fr,name__hu,name__nl,name__de,gender,occupation,given_name,original_wikiname,name__pt,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__pl,name__ko,name__he,name__tr,name__it,name__cs,name__ar,name__zh,name__eo,name__nb,name__da,name__nn,name__sv,name__mg,wikipedia__ar,wikipedia__cs,wikipedia__de,wikipedia__en,wikipedia__eo,wikipedia__es,wikipedia__eswikinews,wikipedia__eswikiquote,wikipedia__fr,wikipedia__he,wikipedia__it,wikipedia__ko,wikipedia__mg,wikipedia__pl,wikipedia__pt,wikipedia__simple,wikipedia__tr,wikipedia__zh,identifier__VIAF,identifier__GND,birth_date,identifier__freebase,image,twitter,family_name,second_surname,name__cy,name__gn,name__sw,wikipedia__commons,wikipedia__sw,name__en_ca,name__en_gb,name__ca,wikipedia__ca,website,facebook,name__gl,name__fa,wikipedia__fa,wikipedia__gl,wikipedia__nl,name__el,name__ru,name__eu,identifier__NTA,instagram,identifier__LCAuth,identifier__SUDOC,identifier__IMDB,identifier__cinenacional,name__be,name__br,name__co,name__et,name__fi,name__hr,name__lt,name__lv,name__oc,name__pcd,name__ro,name__sk,name__sr_el,name__vec,name__vi,name__vls,name__vo,name__wa,wikipedia__oc,wikipedia__eswikisource,name__uk,wikipedia__uk,identifier__quora,name__id,name__ja,name__mr,wikipedia__da,wikipedia__fi,wikipedia__hu,wikipedia__id,wikipedia__ja,wikipedia__lt,wikipedia__mr,wikipedia__no,wikipedia__ru,wikipedia__sv,identifier__google_knowledge,identifier__bna,name__de_ch,name__pt_br,wikipedia__sk,identifier__ATP,identifier__ITF,name__ast,death_date,name__af,name__an,name__bar,name__bm,name__de_at,name__frc,name__frp,name__fur,name__ga,name__gd,name__gsw,name__ia,name__ie,name__io,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__min,name__ms,name__nap,name__nds,name__nds_nl,name__nrm,name__pap,name__pms,name__prg,name__rgn,name__rm,name__sc,name__scn,name__sco,name__vmf,name__wo,name__zu,name__hy,identifier__FAST,name__la,wikipedia__la,identifier__BNF,identifier__ssrn,identifier__ISNI,identifier__SBN_it,wikipedia__eu,identifier__BNE,linkedin,identifier__youtube,name__sl,wikipedia__sl,name__bs,name__eml,name__fo,name__frr,name__is,name__sh,name__sq
Q21856117,"Juan Carlos Díaz Roig","Juan Carlos Díaz Roig","Juan Carlos Díaz Roig","Juan Carlos Díaz Roig","Juan Carlos Díaz Roig","Juan Carlos Díaz Roig","Juan Carlos Díaz Roig",male,politician,Juan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856118,"Julián Dindart","Julián Dindart","Julián Dindart","Julián Dindart","Julián Dindart","Julián Dindart","Julián Dindart",male,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856120,"Claudio Martín Doñate","Claudio Martín Doñate","Claudio Martín Doñate","Claudio Martín Doñate","Claudio Martín Doñate","Claudio Martín Doñate","Claudio Martín Doñate",male,politician,Claudio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856121,"Guillermo Durand Cornejo","Guillermo Durand Cornejo","Guillermo Durand Cornejo","Guillermo Durand Cornejo","Guillermo Durand Cornejo","Guillermo Durand Cornejo","Guillermo Durand Cornejo",male,politician,Guillermo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856122,"Alejandro Echegaray","Alejandro Echegaray","Alejandro Echegaray","Alejandro Echegaray","Alejandro Echegaray","Alejandro Echegaray","Alejandro Echegaray",male,politician,Alejandro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856123,"María Ehcosor","María Ehcosor","María Ehcosor","María Ehcosor","María Ehcosor","María Ehcosor","María Ehcosor",female,politician,"María",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856124,"Gabriela Beatriz Estévez","Gabriela Beatriz Estévez","Gabriela Beatriz Estévez","Gabriela Beatriz Estévez","Gabriela Beatriz Estévez","Gabriela Beatriz Estévez","Gabriela Beatriz Estévez",female,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856125,"Eduardo Alberto Fabiani","Eduardo Alberto Fabiani","Eduardo Alberto Fabiani","Eduardo Alberto Fabiani","Eduardo Alberto Fabiani","Eduardo Alberto Fabiani","Eduardo Alberto Fabiani",male,politician,Eduardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856126,"Gustavo Rodolfo Fernández Mendía","Gustavo Rodolfo Fernández Mendía","Gustavo Rodolfo Fernández Mendía","Gustavo Rodolfo Fernández Mendía","Gustavo Rodolfo Fernández Mendía","Gustavo Rodolfo Fernández Mendía","Gustavo Rodolfo Fernández Mendía",male,politician,Gustavo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856128,"Araceli Ferreyra","Araceli Ferreyra","Araceli Ferreyra","Araceli Ferreyra","Araceli Ferreyra","Araceli Ferreyra","Araceli Ferreyra",female,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856129,"Silvia Patricia Frana","Silvia Patricia Frana","Silvia Patricia Frana","Silvia Patricia Frana","Silvia Patricia Frana","Silvia Patricia Frana","Silvia Patricia Frana",female,politician,Silvia,,"Silvia Patricia Frana",,,,,,,,,,,"Silvia Patricia Frana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Silvia Patricia Frana",,,,"Silvia Patricia Frana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856139,"Jorge Daniel Franco","Jorge Daniel Franco","Jorge Daniel Franco","Jorge Daniel Franco","Jorge Daniel Franco","Jorge Daniel Franco","Jorge Daniel Franco",male,politician,Jorge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856141,"Francisco Abel Furlán","Francisco Abel Furlán","Francisco Abel Furlán","Francisco Abel Furlán","Francisco Abel Furlán","Francisco Abel Furlán","Francisco Abel Furlán",male,politician,Francisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856142,"Ana Carolina Gaillard","Ana Carolina Gaillard","Ana Carolina Gaillard","Ana Carolina Gaillard","Ana Carolina Gaillard","Ana Carolina Gaillard","Ana Carolina Gaillard",female,politician,Ana,,"Ana Carolina Gaillard",,,,,,,,,,,"Ana Carolina Gaillard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ana Carolina Gaillard",,,,"Ana Carolina Gaillard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856143,"Miriam Graciela Gallardo","Miriam Graciela Gallardo","Miriam Graciela Gallardo","Miriam Graciela Gallardo","Miriam Graciela Gallardo","Miriam Graciela Gallardo","Miriam Graciela Gallardo",female,politician,Miriam,,"Miriam Graciela Gallardo",,,,,,,,,,,"Miriam Graciela Gallardo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Miriam Graciela Gallardo",,,,"Miriam Graciela Gallardo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856144,"María Teresa García","María Teresa García","María Teresa García","María Teresa García","María Teresa García","María Teresa García","María Teresa García",female,politician,"María",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856145,"Yanina Celeste Gayol","Yanina Celeste Gayol","Yanina Celeste Gayol","Yanina Celeste Gayol","Yanina Celeste Gayol","Yanina Celeste Gayol","Yanina Celeste Gayol",female,politician,Yanina,,"Yanina Celeste Gayol",,,,,,,,,,,"Yanina Celeste Gayol",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yanina Celeste Gayol",,,,"Yanina Celeste Gayol",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856146,"Lautaro Gervasoni","Lautaro Gervasoni","Lautaro Gervasoni","Lautaro Gervasoni","Lautaro Gervasoni","Lautaro Gervasoni","Lautaro Gervasoni",male,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856147,"Horacio Goicoechea","Horacio Goicoechea","Horacio Goicoechea","Horacio Goicoechea","Horacio Goicoechea","Horacio Goicoechea","Horacio Goicoechea",male,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856148,"Álvaro Gustavo Gonzalez","Álvaro Gustavo Gonzalez","Álvaro Gustavo Gonzalez","Álvaro Gustavo Gonzalez","Álvaro Gustavo Gonzalez","Álvaro Gustavo Gonzalez","Álvaro Gustavo Gonzalez",male,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856149,"Adrián Eduardo Grana","Adrián Eduardo Grana","Adrián Eduardo Grana","Adrián Eduardo Grana","Adrián Eduardo Grana","Adrián Eduardo Grana","Adrián Eduardo Grana",male,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856150,"Alejandro Ariel Grandinetti","Alejandro Ariel Grandinetti","Alejandro Ariel Grandinetti","Alejandro Ariel Grandinetti","Alejandro Ariel Grandinetti","Alejandro Ariel Grandinetti","Alejandro Ariel Grandinetti",male,politician,Alejandro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856151,"Leonardo Grosso","Leonardo Grosso","Leonardo Grosso","Leonardo Grosso","Leonardo Grosso","Leonardo Grosso","Leonardo Grosso",male,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856152,"María Isabel Guerín","María Isabel Guerín","María Isabel Guerín","María Isabel Guerín","María Isabel Guerín","María Isabel Guerín","María Isabel Guerín",female,politician,"María",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856153,"Sandro Adrián Guzmán","Sandro Adrián Guzmán","Sandro Adrián Guzmán","Sandro Adrián Guzmán","Sandro Adrián Guzmán","Sandro Adrián Guzmán","Sandro Adrián Guzmán",male,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856155,"Martín Osvaldo Hernández","Martín Osvaldo Hernández","Martín Osvaldo Hernández","Martín Osvaldo Hernández","Martín Osvaldo Hernández","Martín Osvaldo Hernández","Martín Osvaldo Hernández",male,politician,"Martín",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856156,"José Alberto Herrera","José Alberto Herrera","José Alberto Herrera","José Alberto Herrera","José Alberto Herrera","José Alberto Herrera","José Alberto Herrera",male,politician,"José",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856157,"Anabella Ruth Hers Cabral","Anabella Ruth Hers Cabral","Anabella Ruth Hers Cabral","Anabella Ruth Hers Cabral","Anabella Ruth Hers Cabral","Anabella Ruth Hers Cabral","Anabella Ruth Hers Cabral",female,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856158,"Juan Manuel Huss","Juan Manuel Huss","Juan Manuel Huss","Juan Manuel Huss","Juan Manuel Huss","Juan Manuel Huss","Juan Manuel Huss",male,politician,Juan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856159,"Santiago Nicolás Igon","Santiago Nicolás Igon","Santiago Nicolás Igon","Santiago Nicolás Igon","Santiago Nicolás Igon","Santiago Nicolás Igon","Santiago Nicolás Igon",male,politician,Santiago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856160,"Lucas Ciriaco Incicco","Lucas Ciriaco Incicco","Lucas Ciriaco Incicco","Lucas Ciriaco Incicco","Lucas Ciriaco Incicco","Lucas Ciriaco Incicco","Lucas Ciriaco Incicco",male,politician,Lucas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856162,"Evita Nélida Isa","Evita Nélida Isa","Evita Nélida Isa","Evita Nélida Isa","Evita Nélida Isa","Evita Nélida Isa","Evita Nélida Isa",female,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856168,"Manuel Humberto Juárez","Manuel Humberto Juárez","Manuel Humberto Juárez","Manuel Humberto Juárez","Manuel Humberto Juárez","Manuel Humberto Juárez","Manuel Humberto Juárez",male,politician,Manuel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856169,"Myrian del Valle Juárez","Myrian del Valle Juárez","Myrian del Valle Juárez","Myrian del Valle Juárez","Myrian del Valle Juárez","Myrian del Valle Juárez","Myrian del Valle Juárez",female,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856170,"Daniel Ricardo Kroneberger","Daniel Ricardo Kroneberger","Daniel Ricardo Kroneberger","Daniel Ricardo Kroneberger","Daniel Ricardo Kroneberger","Daniel Ricardo Kroneberger","Daniel Ricardo Kroneberger",male,politician,Daniel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856171,"Elia Nelly Lagoria","Elia Nelly Lagoria","Elia Nelly Lagoria","Elia Nelly Lagoria","Elia Nelly Lagoria","Elia Nelly Lagoria","Elia Nelly Lagoria",female,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856172,"Luciano Andrés Laspina","Luciano Andrés Laspina","Luciano Andrés Laspina","Luciano Andrés Laspina","Luciano Andrés Laspina","Luciano Andrés Laspina","Luciano Andrés Laspina",male,politician,Luciano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856173,"Marco Lavagna","Marco Lavagna","Marco Lavagna","Marco Lavagna","Marco Lavagna","Marco Lavagna","Marco Lavagna",male,politician,Marco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856174,"Daniel Andrés Lipovetzky","Daniel Andrés Lipovetzky","Daniel Andrés Lipovetzky","Daniel Andrés Lipovetzky","Daniel Andrés Lipovetzky","Daniel Andrés Lipovetzky","Daniel Andrés Lipovetzky",male,politician,Daniel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856175,"Ana Llanos","Ana Llanos","Ana Llanos","Ana Llanos","Ana Llanos","Ana Llanos","Ana Llanos",female,politician,Ana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856176,"Leandro López Koenig","Leandro López Koenig","Leandro López Koenig","Leandro López Koenig","Leandro López Koenig","Leandro López Koenig","Leandro López Koenig",male,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856177,"Silvia Gabriela Lospennato","Silvia Gabriela Lospennato","Silvia Gabriela Lospennato","Silvia Gabriela Lospennato","Silvia Gabriela Lospennato","Silvia Gabriela Lospennato","Silvia Gabriela Lospennato",female,politician,Silvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856178,"Inés Beatriz Lotto Vecchietti","Inés Beatriz Lotto Vecchietti","Inés Beatriz Lotto de Vecchietti","Inés Beatriz Lotto","Inés Beatriz Lotto","Inés Beatriz Lotto","Inés Beatriz Lotto",female,politician,,,,,,,,,,,,,,"Inés Beatriz Lotto de Vecchietti",,,,,,,,,,,,,,,"Inés Beatriz Lotto de Vecchietti",,,,,,,,,,,,,,,1953-01-01,,"https://upload.wikimedia.org/wikipedia/commons/a/ac/Inés_Beatriz_Lotto.png",,,,,,,,,,"Inés Beatriz Lotto de Vecchietti",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856179,"Oscar Alberto Macias","Oscar Alberto Macias","Oscar Alberto Macias","Oscar Alberto Macias","Oscar Alberto Macias","Oscar Alberto Macias","Oscar Alberto Macias",male,politician,Oscar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
