id,name__en,name__es,name__de,name__nl,name__fr,name__hu,name,wikipedia__en,image,gender,occupation,birth_date,death_date,given_name,original_wikiname,name__ru,identifier__NLAtrove,identifier__AuDB,family_name,twitter,identifier__google_knowledge,name__it,name__ja,wikipedia__fr,identifier__VIAF,identifier__NLA,name__nb,name__da,name__nn,name__sv,identifier__ISNI,name__cy,wikipedia__it,identifier__snac,wikipedia__ru,wikipedia__de,identifier__freebase,name__zh,wikipedia__zh,website,name__pl,wikipedia__pl,identifier__LCAuth,identifier__FAST,name__fi,name__sh,wikipedia__commons,wikipedia__fi,wikipedia__sh,identifier__quora,name__zh_hant,name__bs,name__hr,name__zh_cn,wikipedia__bs,wikipedia__hr,name__pt,wikipedia__pt,name__he,identifier__SUDOC,name__uk,wikipedia__uk,name__pa,wikipedia__pa,name__sk,wikipedia__skwikiquote,wikipedia__enwikisource,name__el,name__mg,wikipedia__mg,wikipedia__enwikiquote,identifier__IMDB,name__fa,wikipedia__simple,wikipedia__sv,identifier__BNF,name__vep,name__ar,wikipedia__ar,wikipedia__vep,name__ca,name__oc,wikipedia__es,name__zh_hans,name__zh_hk,name__zh_sg,name__zh_tw,name__ko,name__id,wikipedia__id,wikipedia__ko,name__si,wikipedia__si,name__af,name__an,name__ast,name__bar,name__bm,name__br,name__co,name__cs,name__de_at,name__de_ch,name__en_ca,name__en_gb,name__eo,name__et,name__eu,name__frc,name__frp,name__fur,name__ga,name__gd,name__gl,name__gsw,name__ia,name__ie,name__io,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__lt,name__lv,name__min,name__ms,name__nap,name__nds,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__pt_br,name__rgn,name__rm,name__ro,name__sc,name__scn,name__sco,name__sr_el,name__sw,name__tr,name__vec,name__vi,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,identifier__hansard,identifier__OLID,identifier__NTA,identifier__NPG,name__la,wikipedia__fawikiquote,wikipedia__ja,wikipedia__la,wikipedia__plwikiquote,wikipedia__tr,identifier__MusicBrainz,wikipedia__fa,identifier__wikitree,wikipedia__cs,facebook,identifier__youtube,wikipedia__cswikiquote,wikipedia__he,wikipedia__nl,identifier__GND,identifier__Munzinger,identifier__CSPAN,name__sl,wikipedia__sl,wikipedia__vi,identifier__IIAF,identifier__Britannica,name__th,wikipedia__th,name__lmo,identifier__Gutenberg,wikipedia__hu,noble_title,name__hi,name__be,name__yo,name__mr,name__ne,wikipedia__be,wikipedia__da,wikipedia__ga,wikipedia__hi,wikipedia__mr,wikipedia__ne,wikipedia__no,wikipedia__sk,wikipedia__yo,identifier__NNDB,name__wuu,wikipedia__wuu,name__bg,wikipedia__bgwikiquote,identifier__Oxforddnb,identifier__ULAN
Q6114660,"Jack Power","Jack Power","Jack Power","Jack Power","Jack Power","Jack Power","Jack Power","Jack Power (politician)",https://upload.wikimedia.org/wikipedia/commons/f/f5/John_Power.jpg,male,politician,1883-12-15,1925-01-13,Jack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6128848,"James Arnold",,"James Arnold","James Arnold","James Arnold",,"James Arnold","James Arnold (Australian politician)",https://upload.wikimedia.org/wikipedia/commons/f/f5/James_Arnold.jpg,male,politician,1902-04-12,1967-10-29,James,,"Джеймс Арнольд",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6132035,"James Cunningham","James Cunningham","James Cunningham","James Cunningham","James Cunningham","James Cunningham","James Cunningham","James Cunningham (Australian politician)",https://upload.wikimedia.org/wikipedia/commons/6/6b/James_Cunningham.jpg,male,politician,1879-12-28,1943-07-04,James,,"Джеймс Каннингэм",1463134,cunningham-james-5849,Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6132824,"James Drake","James Drake","James Drake","James Drake","James Drake",,"James Drake","James Drake",https://upload.wikimedia.org/wikipedia/commons/9/9f/James_Drake.jpg,male,journalist,1850-04-26,1941-08-01,James,,"Джеймс Дрэйк",1463503,drake-james-george-6013,,,,,"ジェイムズ・ドレイク",,,,,,,,,,,,,,,,,,"James Drake","James Drake",,,,,"Category:James Drake (Queensland politician)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6132955,"James Dunn","James Dunn","James Dunn","James Dunn","James Dunn","James Dunn","James Dunn","James Dunn (Australian politician)",https://upload.wikimedia.org/wikipedia/commons/1/11/James_Patrick_Digger_Dunn.jpg,male,politician,1887-08-20,1945-11-21,James,,"Джеймс Данн",,dunn-james-patrick-digger-6051,,,,,"ジェームズ・デュン",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"James Dunn","James Dunn (político australiano)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6134204,"James Fraser","James Fraser","James Fraser","James Fraser","James Fraser","James Fraser","James Fraser","James Fraser (Western Australian politician)",https://upload.wikimedia.org/wikipedia/commons/0/02/James_Macintosh_Fraser.jpg,male,politician,1889-03-12,1961-08-27,James,,,1469097,fraser-james-mcintosh-10242,,,,,,,94197278,,,,,,,,,w6vt385j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6135055,"James Guthrie","James Guthrie","James Guthrie","James Guthrie","James Guthrie","James Guthrie","James Guthrie","James Guthrie (Australian politician)",https://upload.wikimedia.org/wikipedia/commons/e/e1/James_Francis_Guthrie.jpg,male,politician,1872-09-13,1958-08-18,James,,"Джеймс Гатри",,guthrie-james-francis-450,,,,,,,92819616,,,,,,,,,w64t7tm0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6135061,"James Guy","James Guy","James Guy","James Guy","James Guy","James Guy","James Guy","James Guy (Australian politician)",https://upload.wikimedia.org/wikipedia/commons/1/18/James_Guy.jpg,male,politician,1860-11-13,1921-08-23,James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6138198,"James Long","James Long","James Long","James Long","James Long","James Long","James Long","James Long (Australian politician)",https://upload.wikimedia.org/wikipedia/commons/f/f6/James_Long.jpg,male,politician,1870,1932-12-23,James,,"Джеймс Лонг",,,,,,,,,257396518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6138685,"James Macfarlane","James Macfarlane","James Macfarlane","James Macfarlane","James Macfarlane","James Macfarlane","James Macfarlane","James Macfarlane",https://upload.wikimedia.org/wikipedia/commons/1/1a/James_Macfarlane.jpg,male,politician,1844-09-02,1914-11-24,James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6139208,"James McColl","James McColl","James McColl","James McColl","James McColl","James McColl","James McColl","James McColl (Australian politician)",https://upload.wikimedia.org/wikipedia/commons/c/c3/James_McColl.jpg,male,politician,1844-01-31,1929-02-20,James,,,,mccoll-james-hiers-7317,,,,,,,,,,,,,,,,,,,,,,,"James McColl","James McColl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6139455,"James McLachlan","James McLachlan","James McLachlan","James McLachlan","James McLachlan","James McLachlan","James McLachlan","James McLachlan (Australian politician)",https://upload.wikimedia.org/wikipedia/commons/e/ef/James_McLachlan.jpg,male,politician,1871-03-09,1956-12-01,James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6140506,"James O'Loghlin","James O'Loghlin","James O'Loghlin","James O'Loghlin","James O'Loghlin","James O'Loghlin","James O'Loghlin","James O'Loghlin (Australian politician)","https://upload.wikimedia.org/wikipedia/commons/6/69/James_O'Loghlin.jpg",male,politician,1852-11-25,1925-12-04,James,,,,ologhlin-james-vincent-7905,,,,,,,295765980,,,,,,,,,w6n02gvg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6140643,"James Ormonde",,"James Ormonde","James Ormonde","James Ormonde",,"James Ormonde","James Ormonde (Australian politician)",https://upload.wikimedia.org/wikipedia/commons/b/bb/James_Ormonde.jpg,male,politician,1903-03-23,1970-11-30,James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6142480,"James Rowell","James Rowell","James Rowell","James Rowell","James Rowell","James Rowell","James Rowell","James Rowell",https://upload.wikimedia.org/wikipedia/commons/e/e6/James_Rowell.jpg,male,politician,1851-01-20,1941-07-06,James,,,,rowell-james-8283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6143638,"James Stewart","James Stewart","James Stewart","James Stewart","James Stewart","James Stewart","James Stewart","James Stewart (Australian politician)",https://upload.wikimedia.org/wikipedia/commons/b/b2/James_Charles_Stewart.jpg,male,politician,1850-09-07,1931-12-19,James,,,,,,,,"James Stewart",,,173565801,,,,,,,,,w66m7870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6144998,"James Walker","James Walker","James Walker","James Walker","James Walker","James Walker","James Walker","James Walker (Australian politician)",https://upload.wikimedia.org/wikipedia/commons/4/4a/James_Thomas_Walker.jpg,male,politician,1841-03-20,1923-01-18,James,,,,walker-james-thomas-995,Walker,,,,,,56170637,,,,,,,,,w6v12h1b,,,,,,,,,,,,,"Category:James Walker (Australian politician)",,,,,,,,,,,,,,,,,,,,,,"James Thomas Walker","James Thomas Walker",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6145264,"James Webster",,"James Webster","James Webster","James Webster",,"James Webster","James Webster (Australian politician)",,male,politician,1925-06-14,,James,,,,,,,,,,,94285480,,,,,,"0000 0001 2407 4125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6149491,"Jan McLucas","Jan McLucas","Jan McLucas","Jan McLucas","Jan McLucas","Jan McLucas","Jan McLucas","Jan McLucas",,female,politician,1958-03-27,,Jan,"Jan McLucas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6153558,"Janet Powell","Janet Powell","Janet Powell","Janet Powell","Janet Powell",,"Janet Powell","Janet Powell",https://upload.wikimedia.org/wikipedia/commons/2/21/JanetPowell_Dec2007.jpg,female,,1942-09-29,2013-09-30,Janet,"Janet Powell","Джанет Пауэлл",,,,,,,,,93752702,,,,,,,"Janet Powell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6154549,"Janine Haines","Janine Haines","Janine Haines","Janine Haines","Janine Haines",,"Janine Haines","Janine Haines",https://upload.wikimedia.org/wikipedia/commons/f/fa/HainesChipp.jpg,female,politician,1945-05-08,2004-11-20,Janine,"Janine Haines",,567533,,,,,,,,43518718,,,,,,,,,,,,,,,,"Janine Haines","Janine Haines",,,,,,,,,,,,,,,,,"ג'נין היינס",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6170821,"Jean Hearn","Jean Hearn","Jean Hearn","Jean Hearn","Jean Hearn","Jean Hearn","Jean Hearn","Jean Hearn",,female,politician,1921-03-30,,Jean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6170903,"Jean Jenkins","Jean Jenkins","Jean Jenkins",,"Jean Jenkins","Jean Jenkins","Jean Jenkins","Jean Jenkins (politician)",https://upload.wikimedia.org/wikipedia/commons/5/50/Jean_Jenkins_2007.jpg,female,,1938-03-16,,Jean,"Jean Jenkins (politician)",,,,,,,,,,,,"Jean Jenkins","Jean Jenkins","Jean Jenkins","Jean Jenkins",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6171172,"Jean Melzer","Jean Melzer","Jean Melzer","Jean Melzer","Jean Melzer","Jean Melzer","Jean Melzer","Jean Melzer",,female,politician,1926-02-07,2013-06-18,Jean,,,,,,,,,,,,,,,,,,"Jean Melzer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jean Melzer","Jean Melzer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6172338,"Jeannie Ferris","Jeannie Ferris","Jeannie Ferris","Jeannie Ferris","Jeannie Ferris",,"Jeannie Ferris","Jeannie Ferris",,female,journalist,1941-03-14,2007-04-02,Jeannie,"Jeannie Ferris",,720084,,Ferris,,,,,,78922161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6194116,"Jim Cavanagh",,"Jim Cavanagh","Jim Cavanagh","Jim Cavanagh",,"Jim Cavanagh","Jim Cavanagh",,male,politician,1913-06-21,1990-08-19,Jim,,,,cavanagh-james-luke-jim-12299,,,,,,,92915624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6196742,"Jim McClelland","Jim McClelland","Jim McClelland","Jim McClelland","Jim McClelland","Jim McClelland","Jim McClelland","Jim McClelland",,male,politician,1915-06-03,1999-01-16,Jim,,,,,McClelland,,,,,,93196913,,,,,,,,,,,,,,,,,,n86005302,188672,,,,,,,"吉姆·麥克利蘭",,,"吉姆·麦克利兰",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6196875,"Jim McKiernan",,"Jim McKiernan","Jim McKiernan","Jim McKiernan",,"Jim McKiernan","Jim McKiernan",,male,politician,1944-10-11,,Jim,"Jim McKiernan",,,,,,,,,,93638159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6198067,"Jim Sheehan",,"Jim Sheehan","Jim Sheehan","Jim Sheehan",,"Jim Sheehan","Jim Sheehan",https://upload.wikimedia.org/wikipedia/commons/4/48/James_Michael_Sheehan.jpg,male,politician,1885-07-24,1967-04-10,Jim,,,1466302,sheehan-james-michael-11672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6198096,"Jim Short","Jim Short","Jim Short","Jim Short","Jim Short","Jim Short","Jim Short","Jim Short (Australian politician)",,male,diplomat,1936-12-07,,Jim,"Jim Short (Australian politician)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6198538,"Jim Toohey",,"Jim Toohey","Jim Toohey","Jim Toohey",,"Jim Toohey","Jim Toohey (politician)",,male,politician,1909-07-11,1992-08-18,Jim,,,,,,,,,,,93814544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6207164,"Jocelyn Newman","Jocelyn Newman","Jocelyn Newman","Jocelyn Newman","Jocelyn Newman","Jocelyn Newman","Jocelyn Newman","Jocelyn Newman",,female,politician,1937-07-07,,Jocelyn,"Jocelyn Newman",,,,,,,,,,,,,,,,,,,,,,,,,,"Jocelyn Newman","Jocelyn Newman",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6209157,"Joe Collings","Joe Collings","Joe Collings","Joe Collings","Joe Collings","Joe Collings","Joe Collings","Joe Collings",https://upload.wikimedia.org/wikipedia/commons/e/e9/Joseph_Collings.jpg,male,politician,1865-05-11,1955-06-20,Joe,,,,collings-joseph-silver-5734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6209214,"Joe Cooke",,"Joe Cooke","Joe Cooke","Joe Cooke",,"Joe Cooke","Joe Cooke (politician)",https://upload.wikimedia.org/wikipedia/commons/3/39/Joseph_Alfred_Cooke.jpg,male,politician,1904-03-28,1981-04-14,Joe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6211016,"Joe Ludwig","Joe Ludwig","Joe Ludwig","Joe Ludwig","Joe Ludwig","Joe Ludwig","Joe Ludwig","Joe Ludwig",https://upload.wikimedia.org/wikipedia/commons/6/67/Joe_Ludwig.JPG,male,politician,1959-07-21,,Joe,"Joe Ludwig",,,,Ludwig,,,,,,,,,,,,,,,,,,,"喬·路德維希","喬·路德維希",,"Joe Ludwig","Joe Ludwig",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6219385,"John Armstrong","John Armstrong","John Armstrong","John Armstrong","John Armstrong","John Armstrong","John Armstrong","John Armstrong (Australian politician)",https://upload.wikimedia.org/wikipedia/commons/6/68/John_Ignatius_Armstrong.jpg,male,politician,1908-07-10,1977-03-10,John,,,1471031,armstrong-john-ignatius-9384,,,,"John Armstrong",,,295811095,,"John Armstrong","John Armstrong","John Armstrong","John Armstrong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"John Armstrong",,,,,,,,,,,,,,,,,,,,,,,,
Q6220757,"John Barnes","John Barnes","John Barnes","John Barnes","John Barnes","John Barnes","John Barnes","John Barnes (Australian politician)",https://upload.wikimedia.org/wikipedia/commons/5/5a/John_Barnes.jpg,male,politician,1868-07-17,1938-01-31,John,,,,barnes-john-61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6220847,"John Barrett","John Barrett","John Barrett","John Barrett","John Barrett","John Barrett","John Barrett","John Barrett (Australian politician)",https://upload.wikimedia.org/wikipedia/commons/7/70/John_Barrett.jpg,male,politician,1858-12-25,1928-05-19,John,,,1465567,barrett-john-george-5144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Category:John Barrett (Australian politician)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
