id,name__en,name__nl,name__fr,name,wikipedia__en,gender,occupation,birth_date,given_name,original_wikiname,name__de,name__it,death_date,name__yo,wikipedia__yo,name__hu,identifier__NPG,identifier__hansard,identifier__VIAF,name__ca,wikipedia__ca,identifier__ISNI,identifier__LCAuth,identifier__BNF,identifier__SUDOC,identifier__NTA,identifier__FAST,name__new,wikipedia__new,image,name__es,wikipedia__fr,name__sv,wikipedia__sv,name__nb,name__da,name__nn,wikipedia__de,name__cy,name__ru,wikipedia__ru,name__tr,wikipedia__no,wikipedia__tr,identifier__freebase,name__gl,wikipedia__it,name__zh_hant,name__zh_cn,name__dv,name__ja,wikipedia__dv,name__cs,name__eu,name__pl,wikipedia__pl,name__id,name__sk,name__el,name__hy,name__ar,wikipedia__ar,wikipedia__el,wikipedia__id,wikipedia__ja,wikipedia__sk,name__fa,name__sh,name__sr_el,name__sr_ec,name__sr,wikipedia__fa,wikipedia__sh,wikipedia__sr,name__he,wikipedia__simple,name__zh_hans,name__zh_hk,name__zh,name__fi,wikipedia__es,wikipedia__fi,wikipedia__nl,wikipedia__zh,identifier__Britannica,name__zh_sg,name__zh_tw,name__ko,name__ta,name__et,name__hi,name__pt,name__hr,name__lt,name__bn,name__en_ca,name__en_gb,name__pt_br,name__uk,wikipedia__bn,wikipedia__commons,wikipedia__cs,wikipedia__da,wikipedia__enwikiquote,wikipedia__et,wikipedia__gl,wikipedia__he,wikipedia__hi,wikipedia__hr,wikipedia__ko,wikipedia__lt,wikipedia__pt,wikipedia__ta,wikipedia__uk,name__ka,name__ms,name__vi,name__lb,name__oc,name__min,name__ml,name__mr,name__ne,name__la,name__pa,wikipedia__ka,wikipedia__la,wikipedia__lb,wikipedia__min,wikipedia__ml,wikipedia__mr,wikipedia__ms,wikipedia__ne,wikipedia__oc,wikipedia__pa,wikipedia__vi,name__br,name__eo,name__ksh,name__mk,name__sco,wikipedia__br,wikipedia__eo,wikipedia__ksh,wikipedia__sco,identifier__IMDB,website,twitter,name__io,name__de_ch,name__an,name__be,wikipedia__an,wikipedia__be,wikipedia__enwikinews,wikipedia__eu,wikipedia__io,identifier__GND,identifier__Munzinger,family_name,identifier__sycomore,name__nds,wikipedia__ruwikinews,identifier__GTAA,wikipedia__nn,identifier__NNDB,name__rw,name__be_tarask,name__bm,name__arz,wikipedia__arz,wikipedia__be_x_old,wikipedia__bm,wikipedia__plwikiquote,wikipedia__rw,identifier__snac,identifier__senatDOTfr,identifier__AlloCine,identifier__moviemeter,identifier__elonet,identifier__PORT,identifier__kinopoisk,identifier__CSFD,identifier__filmportal_de,name__is,name__mg,wikipedia__is,wikipedia__mg,identifier__allmovie
Q434377,"Ousmane Issoufi Maïga","Ousmane Issoufi Maïga","Ousmane Issoufi Maïga","Ousmane Issoufi Maïga","Ousmane Issoufi Maïga",male,politician,1945,,"Ousmane Issoufi Maïga","Ousmane Issoufi Maïga","Ousmane Issoufi Maïga",,,,"Ousmane Issoufi Maïga",,,,,,,,,,,,,,,"Ousmane Issoufi Maïga","Ousmane Issoufi Maïga",,,"Ousmane Issoufi Maïga",,"Ousmane Issoufi Maïga","Ousmane Issoufi Maïga",,,,,"Ousmane Issoufi Maïga",,/m/02y7r4,"Ousmane Issoufi Maïga","Ousmane Issoufi Maïga","奧斯曼·優素菲·馬伊加","奥斯曼·优素菲·马伊加",,"ウスマーヌ・イスーフィ・メガ",,,,"Ousmane Issoufi Maïga","Ousmane Issoufi Maïga","Ousmane Issoufi Maïga",,"Ουσμάνι Ισούφι Μαϊγκά",,,,"Ουσμάνι Ισούφι Μαϊγκά","Ousmane Issoufi Maïga",,,,,,,,,,,"אוסמנה איסופי מאיגה",,"奥斯曼·优素菲·马伊加","奧斯曼·優素菲·馬伊加","奥斯曼·优素菲·马伊加","Ousmane Issoufi Maïga","Ousmane Issoufi Maïga","Ousmane Issoufi Maïga","Ousmane Issoufi Maïga","奥斯曼·优素菲·马伊加",,"奥斯曼·优素菲·马伊加","奧斯曼·優素菲·馬伊加",,,"Ousmane Issoufi Maïga",,,,,,,,,,,,,,,"Ousmane Issoufi Maïga","Ousmane Issoufi Maïga","אוסמנה איסופי מאיגה",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ousmane Issoufi Maïga",,,,,"Ousmane Issoufi Maïga",,,,,,,,,,,,,,,,,,,,,,"Ousmane Issoufi Maïga",872/000162386,,,,,,,,,,,,,,,,,,,,,,,
Q445841,"Modibo Sidibé","Modibo Sidibé","Modibo Sidibé","Modibo Sidibé","Modibo Sidibé",male,diplomat,1952-11-07,Modibo,"Modibo Sidibé","Modibo Sidibé","Modibo Sidibé",,"Modibo Sidibé","Modibo Sidibé",,,,73164042,,,,n98010699,,168443570,,,,,https://upload.wikimedia.org/wikipedia/commons/2/23/Modibo_Sidibe.jpg,"Modibo Sidibé","Modibo Sidibé","Modibo Sidibé","Modibo Sidibé","Modibo Sidibé","Modibo Sidibé","Modibo Sidibé","Modibo Sidibé",,"Сидибе, Модибо","Сидибе, Модибо",,,,/m/03c5y2b,,"Modibo Sidibé","莫迪博·西迪貝","莫迪博·西迪贝",,"モディボ・シディベ",,,,"Modibo Sidibé","Modibo Sidibé","Modibo Sidibé",,"Μοντίμπο Σιντιμπέ",,,,"Μοντιμπό Σιντιμπέ","Modibo Sidibé","モディボ・シディベ",,,,,,,,,,,,"莫迪博·西迪贝","莫迪博·西迪貝","莫迪博·西迪贝",,"Modibo Sidibé",,,"莫迪博·西迪贝",,"莫迪博·西迪贝","莫迪博·西迪貝","모디보 시디베",,"Modibo Sidibé",,,,,,,,,,,,,,,"Modibo Sidibé",,,,,"모디보 시디베",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Modibo Sidibé",,,,,"Modibo Sidibé",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Modibo Sidibé","Modibo Sidibé","Modibo Sidibé","Modibo Sidibé",
Q4695781,"Ahmed Diane Semega","Ahmed Diane Semega","Ahmed Diane Semega","Ahmed Diane Semega","Ahmed Diane Semega",male,politician,,Ahmed,"Ahmed Diane Semega","Ahmed Diane Semega","Ahmed Diane Semega",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4739089,"Amadou Doucoure","Amadou Doucoure","Amadou Doucoure","Amadou Doucoure","Amadou Doucoure",male,politician,1919,Amadou,"Amadou Doucoure","Amadou Doucoure","Amadou Doucoure",1971-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,senateur-4eme-republique/doucoure_amadou0122r4,,,,,,,,,,,,
Q4803981,"Ascofare Oulematou Tamboura","Ascofare Oulematou Tamboura","Ascofare Oulematou Tamboura","Ascofare Oulematou Tamboura","Ascofare Oulematou Tamboura",male,politician,,,"Ascofare Oulematou Tamboura","Ascofare Oulematou Tamboura","Ascofare Oulematou Tamboura",,,,"Ascofare Oulematou Tamboura",,,,,,,,,,,,,,,"Ascofare Oulematou Tamboura",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4866120,"Baréma Bocoum","Baréma Bocoum","Baréma Bocoum","Baréma Bocoum","Baréma Bocoum",male,politician,1914,"Baréma","Baréma Bocoum","Baréma Bocoum",,1973,,,,,,,,,,,,,,,,,,,"Baréma Bocoum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Baréma Bocoum","Baréma Bocoum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bocoum,888,,,,,,,,,,,,,,,,senateur-communaute/bocoum_barema0043sc,,,,,,,,,,,,
Q4868032,"Bassary Touré","Bassary Touré","Bassary Touré","Bassary Touré","Bassary Touré",male,economist,1950-02-01,,"Bassary Touré","Bassary Touré",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q537613,"Aoua Kéita","Aoua Kéita","Aoua Keïta","Aoua Kéita","Aoua Kéita",female,politician,1912,,"Aoua Kéita","Aoua Kéita",,1980-05-07,,,"Aoua Kéita",,,51691465,,,"0000 0001 1641 3385",no2015029799,11909549r,026947099,,,,,,"Aoua Kéita","Aoua Keïta",,,,,,"Aoua Kéita",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aoua Kéita",,"Aoua Kéita",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122441303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q548003,"Cheick Modibo Diarra","Cheick Modibo Diarra","Modibo Diarra","Cheick Modibo Diarra","Cheick Modibo Diarra",male,astronomer,1952-04-21,Modibo,"Cheick Modibo Diarra","Cheick Modibo Diarra","Cheick Modibo Diarra",,,,,,,17402568,,,"0000 0000 2243 381X",n00040836,13750577s,055743714,,450070,,,https://upload.wikimedia.org/wikipedia/commons/d/da/Cheick_Modibo_Diarra.jpg,"Cheick Modibo Diarra","Modibo Diarra","Modibo Diarra",,"Modibo Diarra","Modibo Diarra","Modibo Diarra","Cheick Modibo Diarra",,"Диарра, Модибо","Диарра, Модибо","Cheick Modibo Diarra",,"Cheick Modibo Diarra",/m/07bp7h,,"Cheick Modibo Diarra","謝赫·莫迪博·迪亞拉","谢赫·莫迪博·迪亚拉",,"シェイック・モディボ・ディアラ",,,,"Cheick Modibo Diarra","Cheick Modibo Diarra","Cheick Modibo Diarra",,,,,,,"Cheick Modibo Diarra","シェイック・モディボ・ディアラ",,"شیخ مودیبو دیارا",,,,,"شیخ مودیبو دیارا",,,,,,,,,"Cheick Modibo Diarra",,"Cheick Modibo Diarra",,,,,,,"Cheick Modibo Diarra",,"Cheick Modibo Diarra",,,,,,,,,,,,,"Cheick Modibo Diarra",,,,,,,"Cheick Modibo Diarra",,,"შეიხ მოდიბო დიარა","Cheick Modibo Diarra",,,,,,,,,,"შეიხ მოდიბო დიარა",,,,,,"Cheick Modibo Diarra",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q549064,"Demba Traoré","Demba Traoré","Demba Traoré","Demba Traoré","Demba Traoré (politician)",male,politician,1972-08-29,,"Demba Traoré (politician)","Demba Traoré","Demba Traoré",,,,"Demba Traoré",,,,,,,,,,,,,,"https://upload.wikimedia.org/wikipedia/commons/2/27/Demba_Traoré.JPG","Demba Traoré","Demba Traoré","Demba Traoré",,"Demba Traoré","Demba Traoré","Demba Traoré","Demba Traoré",,,,,,,/m/0hr5wn1,,"Demba Traoré",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Traoré",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5521911,"Garan Fabou Kouyate","Garan Fabou Kouyate","Garan Fabou Kouyate","Garan Fabou Kouyate","Garan Fabou Kouyate",male,"association football player",1925-04-25,,"Garan Fabou Kouyate","Garan Fabou Kouyate",,,,,,,,,,,,,,,,,,,,"Garan Fabou Kouyate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q645503,"Mamadou Namory Traoré","Mamadou Namory Traoré","Mamadou Namory Traoré","Mamadou Namory Traoré","Mamadou Namory Traoré",male,politician,,Mamadou,"Mamadou Namory Traoré","Mamadou Namory Traoré",,,,,,,,,,,,,,,,,,,,,"Mamadou Namory Traoré",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Traoré",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6493863,"Lassana Traoré","Lassana Traoré","Lassana Traoré","Lassana Traoré","Lassana Traoré",male,politician,1945,,"Lassana Traoré","Lassana Traoré",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ラサナ・トラオレ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6733017,"Mahamane Kalil Maiga",,"Mahamane Kalil Maiga","Mahamane Kalil Maiga","Mahamane Kalil Maiga",male,,1948,,"Mahamane Kalil Maiga","Mahamane Kalil Maiga",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6745294,"Mama Koite Doumbia","Mama Koite Doumbia","Mama Koite Doumbia","Mama Koite Doumbia","Mama Koite Doumbia",female,politician,1950,,"Mama Koite Doumbia","Mama Koite Doumbia",,,,,"Mama Koite Doumbia",,,,,,,,,,,,,,,"Mama Koite Doumbia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mama Koite Doumbia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6745369,"Mamadou M'Bodje","Mamadou M'Bodje","Mamadou M'Bodje","Mamadou M'Bodje","Mamadou M'Bodje",male,politician,1910-07-19,Mamadou,"Mamadou M'Bodje","Mamadou M'Bodje",,1958-09-02,,,"Mamadou M'Bodje",,,,,,,,,,,,,,,"Mamadou M'Bodje","Mamadou M'Bodje",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,senateur-4eme-republique/m_bodje_mamadou0544r4,,,,,,,,,,,,
Q6889310,"Modibo Keita","Modibo Keita","Modibo Keïta","Modibo Keita","Modibo Keita (born 1942)",male,politician,1953,Modibo,"Modibo Keita (born 1942)","Modibo Keïta","Modibo Keïta",,,,,,,198968048,,,,n86020824,167025947,142972002,,,,,,,"Modibo Keïta (1942)",,,,,,"Modibo Keïta (Politiker, 1942)",,"Кейта, Модибо","Кейта, Модибо (политик)","Modibo Keita",,"Modibo Keita (1942 doğumlu siyasetçi)",,,"Modibo Keïta (1942)","莫迪伯·凱塔","莫迪伯·凯塔",,"モディボ・ケイタ",,,,"Modibo Keita","Modibo Keita (ur. 1942)",,,"Μοντίμπο Κεϊτά",,,,"Μοντίμπο Κεϊτά (γεννηθείς το 1943)",,,,,,,,,,,,,,,,"莫迪博·凱塔（1942年生）",,,,,"莫迪博·凱塔 (1942年生)",,,,,,,,,,,,"Modibo Keita","Modibo Keita",,,,,,,,,,,,,,,,,,,,"Modibo Keita",,,,,,,"Modibo Keita",,,"Modibo Keita (natus 1942)",,,,,,,,,"Modibo Keita",,,,,,,,,,,,,,"Modibo Keïta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6922838,"Sassouma Bereté",,"Sassouma Bereté","Sassouma Bereté","Sassouma Bereté",female,,,,"Sassouma Bereté","Sassouma Bereté",,,,,,,,,,,,,,,,,,,,,"Sassouma Bereté",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6926183,"Moussa Léo Sidibé","Moussa Léo Sidibé","Moussa Léo Sidibé","Moussa Léo Sidibé","Moussa Léo Sidibé",male,politician,1949,Moussa,"Moussa Léo Sidibé","Moussa Léo Sidibé",,,,,,,,,,,,,,,,,,,,,"Moussa Léo Sidibé",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6926202,"Moussa Sinko Coulibaly","Moussa Sinko Coulibaly","Moussa Sinko Coulibaly","Moussa Sinko Coulibaly","Moussa Sinko Coulibaly",male,politician,1972-07-14,Moussa,"Moussa Sinko Coulibaly","Moussa Sinko Coulibaly",,,,,,,,,,,,,,,,,,,,,"Moussa Sinko Coulibaly","Moussa Sinko Coulibaly",,"Moussa Sinko Coulibaly","Moussa Sinko Coulibaly","Moussa Sinko Coulibaly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q73619,"Diallo Fadima Touré","Diallo Fadima Touré","Diallo Fadima Touré","Diallo Fadima Touré","Diallo Fadima Touré",female,politician,1952,,"Diallo Fadima Touré","Diallo Fadima Touré",,,,,,,,,"Diallo Fadima Touré",,,,,,,,,,,,"Diallo Fadima Touré",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Diallo Fadima Touré",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7508826,"Sidibe Korian Sidibe","Sidibe Korian Sidibe","Sidibe Korian Sidibe","Sidibe Korian Sidibe","Sidibe Korian Sidibe",female,politician,,,"Sidibe Korian Sidibe","Sidibe Korian Sidibe",,,,,"Sidibe Korian Sidibe",,,,,,,,,,,,,,,"Sidibe Korian Sidibe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q770943,"Mamadou Konate","Mamadou Konaté","Mamadou Konaté","Mamadou Konate","Mamadou Konaté",male,politician,1897-01-01,Mamadou,"Mamadou Konaté","Mamadou Konate",,1956-05-11,,,"Mamadou Konate",,,51535110,,,,nr89008149,,,,253131,,,https://upload.wikimedia.org/wikipedia/commons/4/41/Monument-Mamadou-Konate.jpg,"Mamadou Konate","Mamadou Konaté (homme politique)","Mamadou Konaté",,"Mamadou Konaté","Mamadou Konaté","Mamadou Konaté",,,,,,,,,,,,,,"ママドゥ・コナテ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Konaté",4151,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q775684,"Tiébilé Dramé","Tiébilé Dramé","Tiébilé Dramé","Tiébilé Dramé","Tiébilé Dramé",male,historian,1955-06-09,,"Tiébilé Dramé","Tiébilé Dramé",,,,,,,,,,,,,,,,,,,,"Tiébilé Dramé","Tiébilé Dramé",,,,,,,,,,,,,/m/05ypw8,,,,,,,,,,"Tiébilé Dramé","Tiébilé Dramé",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q861710,"Django Sissoko","Django Sissoko","Diango Cissoko","Django Sissoko","Django Sissoko",male,politician,1947,Diango,"Django Sissoko","Django Sissoko",,,,,"Django Sissoko",,,,,,,,,,,,,,,"Django Sissoko","Diango Cissoko","Diango Cissoko",,"Django Sissoko","Diango Cissoko","Diango Cissoko","Django Sissoko",,"Сиссоко, Джанго","Сиссоко, Джанго","Django Sissoko",,"Django Sissoko",/m/05ztzg6,,,,,,,,,,"Django Sissoko","Django Sissoko","Diango Cissoko",,"Τζάνγκο Σισόκο",,,,"Τζανγκό Σισοκό","Django Sissoko",,,,,,,,,,,,,,,"迪昂戈·西索科",,,,,,,,,,,"Diango Cissoko",,,,,,"Django Sissoko","Django Sissoko",,"Джанго Сіссоко",,,,,,"Diango Cissoko",,,,,,,,,"Джанго Сіссоко",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Django Sissoko",,,,,,,,,,,,,,,,,,,,,,,,,,,
Q936365,"Oumar Mariko","Oumar Mariko","Oumar Mariko","Oumar Mariko","Oumar Mariko",male,politician,1959-02-04,Oumar,"Oumar Mariko","Oumar Mariko",,,,,"Oumar Mariko",,,179739600,,,,,16529382f,,,,,,https://upload.wikimedia.org/wikipedia/commons/0/0f/Oumar_Mariko.jpg,"Oumar Mariko","Oumar Mariko","Oumar Mariko","Oumar Mariko",,,,,,,,,,,/m/02r3lfd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oumar Mariko",,"Oumar Mariko",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
