id,name__en,name__fi,name__sv,name__es,name__nl,name__de,name__nb,name__da,name__nn,name__fr,name__hu,name,wikipedia__en,wikipedia__fi,wikipedia__sv,gender,occupation,identifier__ISNI,identifier__VIAF,birth_date,identifier__freebase,family_name,given_name,identifier__Riksdagen,original_wikiname,name__it,name__cy,death_date,name__be_tarask,wikipedia__be_x_old,image,name__af,name__se,name__pl,name__pt,wikipedia__de,wikipedia__es,wikipedia__nn,wikipedia__no,wikipedia__pl,wikipedia__svwikiquote,identifier__IMDB,wikipedia__commons,name__la,name__id,name__uk,wikipedia__da,wikipedia__fr,wikipedia__id,wikipedia__la,wikipedia__pt,wikipedia__uk,identifier__EuroparlMEP,name__an,name__ast,name__bar,name__bm,name__br,name__ca,name__co,name__cs,name__de_at,name__de_ch,name__en_ca,name__en_gb,name__eo,name__et,name__eu,name__frc,name__frp,name__fur,name__ga,name__gd,name__gl,name__gsw,name__hr,name__ia,name__ie,name__io,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__lt,name__lv,name__mg,name__min,name__ms,name__nap,name__nds,name__nds_nl,name__nrm,name__oc,name__pap,name__pcd,name__pms,name__prg,name__pt_br,name__rgn,name__rm,name__ro,name__sc,name__scn,name__sco,name__sk,name__sw,name__tr,name__vec,name__vi,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,name__ru,name__is,name__hy,wikipedia__eo,wikipedia__is,wikipedia__ru,wikipedia__simple,identifier__SELIBR,twitter,website,wikipedia__et,wikipedia__oc,identifier__LCAuth,identifier__SUDOC,identifier__FAST,name__ko,wikipedia__ko,name__fa,name__zh,wikipedia__fa,identifier__PACE,wikipedia__it,wikipedia__ro,identifier__BNF,identifier__SFDb,identifier__elonet,identifier__kinopoisk,identifier__DNF,wikipedia__sco,wikipedia__nl,name__zh_hant,name__zh_cn,name__el,identifier__OLID,name__bs,name__lmo,name__sl,name__sq,name__ja,name__ar,wikipedia__ar,wikipedia__ca,identifier__GND,wikipedia__tr,wikipedia__mg,name__fo,wikipedia__fo,wikipedia__ja,name__ka,name__ta,name__sh,name__mr,name__mk,name__he,name__be,name__ur,name__ty,name__hsb,wikipedia__be,wikipedia__br,wikipedia__cs,wikipedia__cswikiquote,wikipedia__el,wikipedia__fawikiquote,wikipedia__he,wikipedia__hsb,wikipedia__hu,wikipedia__hy,wikipedia__ka,wikipedia__lb,wikipedia__lt,wikipedia__lv,wikipedia__mr,wikipedia__ms,wikipedia__sh,wikipedia__sq,wikipedia__ta,wikipedia__ur,wikipedia__vi,wikipedia__zh,identifier__parlement,facebook,identifier__wikitree,name__bg,wikipedia__bg,wikipedia__fiwikiquote,wikipedia__ie,name__ku_arab,name__ku_latn,name__ku,wikipedia__ku,weblog,name__yo,name__sr,wikipedia__an,wikipedia__bs,wikipedia__gd,wikipedia__hr,wikipedia__io,wikipedia__mk,wikipedia__plwikiquote,wikipedia__sr,wikipedia__yo,identifier__NNDB,identifier__Munzinger,identifier__GTAA,wikipedia__enwikiquote,wikipedia__etwikiquote,identifier__NTA,name__zh_hans,name__zh_hk,name__zh_sg,name__zh_tw,wikipedia__gl,wikipedia__sk,identifier__Britannica,name__ckb,wikipedia__ckb,wikipedia__sw,name__fit,name__bn,identifier__NLI,name__sah,wikipedia__sah,wikipedia__nds,identifier__PORT,identifier__CSFD,name__sr_el,identifier__kansallisbiografia,name__az,name__hi,name__mn,name__qu,wikipedia__af,wikipedia__az,wikipedia__bn,wikipedia__frwikiquote,wikipedia__hi,wikipedia__mn,wikipedia__qu,wikipedia__se,wikipedia__eu,name__th,wikipedia__th,wikipedia__bswikiquote,wikipedia__ga,wikipedia__nowikiquote,wikipedia__svwikinews,identifier__BIBSYS
Q4971163,"Karin Olsson","Karin Olsson","Karin Olsson",,"Karin Olsson",,"Karin Olsson","Karin Olsson","Karin Olsson","Karin Olsson",,"Karin Olsson",,,"Karin Olsson",female,journalist,,,1979,,Olsson,Karin,,"Karin Olsson",,,,,,https://upload.wikimedia.org/wikipedia/commons/1/14/Karin_Olsson_-_2.jpg,,,,,,,,,,"Karin Olsson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4971169,"Lena Olsson","Lena Olsson","Lena Olsson","Lena Olsson","Lena Olsson","Lena Olsson",,,,"Lena Olsson","Lena Olsson","Lena Olsson","Lena Olsson",,"Lena Olsson",female,politician,,,1958,,Olsson,Lena,0615338062910,"Lena Olsson",,,,,,https://upload.wikimedia.org/wikipedia/commons/f/f0/Lena_Olsson_2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4971176,"LiseLotte Olsson","LiseLotte Olsson","LiseLotte Olsson","LiseLotte Olsson","LiseLotte Olsson","LiseLotte Olsson",,,,"LiseLotte Olsson","LiseLotte Olsson","LiseLotte Olsson","LiseLotte Olsson",,"LiseLotte Olsson",female,politician,,,1954,,Olsson,Liselotte,0835507837915,"LiseLotte Olsson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4971184,"Lotta Olsson","Lotta Olsson","Lotta Olsson",,"Lotta Olsson",,,,,"Lotta Olsson",,"Lotta Olsson",,,"Lotta Olsson (politiker)",female,politician,,,1960,,Olsson,Lotta,066769783310,"Lotta Olsson (politiker)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4971355,"Ulla Orring","Ulla Orring","Ulla Orring",,"Ulla Orring",,,,,"Ulla Orring",,"Ulla Orring",,,"Ulla Orring",female,politician,,,1926-09-15,,,Ulla,0823175828602,"Ulla Orring","Ulla Orring",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4971402,"Berit Oscarsson","Berit Oscarsson","Berit Oscarsson",,"Berit Oscarsson",,,,,"Berit Oscarsson",,"Berit Oscarsson",,,"Berit Oscarsson",female,politician,,,1940,,,Berit,0144891150008,"Berit Oscarsson","Berit Oscarsson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4971412,"Yvonne Oscarsson","Yvonne Oscarsson","Yvonne Oscarsson",,"Yvonne Oscarsson",,,,,"Yvonne Oscarsson",,"Yvonne Oscarsson",,,"Yvonne Oscarsson",female,politician,,,1955,,,Yvonne,0463667731519,"Yvonne Oscarsson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4971428,"Irene Oskarsson","Irene Oskarsson","Irene Oskarsson",,"Irene Oskarsson",,,,,"Irene Oskarsson",,"Irene Oskarsson",,,"Irene Oskarsson",female,politician,,,1965-01-10,,,Irene,0743081365718,"Irene Oskarsson",,,,,,https://upload.wikimedia.org/wikipedia/commons/3/3d/Irene_Oskarsson.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4971571,"Britta Rådström","Britta Rådström","Britta Rådström","Britta Rådström","Britta Rådström","Britta Rådström",,,,"Britta Rådström","Britta Rådström","Britta Rådström","Britta Rådström",,"Britta Rådström",female,politician,,,1954-06-18,,,Britta,0741187745315,"Britta Rådström",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4971741,"Veronica Palm","Veronica Palm","Veronica Palm","Veronica Palm","Veronica Palm","Veronica Palm","Veronica Palm","Veronica Palm",,"Veronica Palm","Veronica Palm","Veronica Palm","Veronica Palm","Veronica Palm","Veronica Palm",female,politician,,,1973-02-01,/m/04n1s87,,Veronica,0548314774911,"Veronica Palm",,,,,,https://upload.wikimedia.org/wikipedia/commons/a/a9/Socialdemokrat.Veronica_Palm_1c301_5875.jpg,,,"Veronica Palm",,,,,"Veronica Palm","Veronica Palm","Veronica Palm",,,,,,"Veronica Palm",,,,,,2334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4971770,"Barbro Palmerlund","Barbro Palmerlund","Barbro Palmerlund",,"Barbro Palmerlund",,,,,"Barbro Palmerlund",,"Barbro Palmerlund",,,"Barbro Wagenius",female,politician,,,1943-03-06,,,Barbro,0911372158609,"Barbro Palmerlund",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4972450,"Anita Persson","Anita Persson","Anita Persson","Anita Persson","Anita Persson","Anita Persson",,,,"Anita Persson","Anita Persson","Anita Persson",,,"Anita Persson",female,politician,,21302029,1939-12-09,,,Anita,0532121969806,"Anita Persson","Anita Persson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,058460632,,,,,,,2285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4972478,"Catherine Persson","Catherine Persson","Catherine Persson","Catherine Persson","Catherine Persson","Catherine Persson",,,,"Catherine Persson","Catherine Persson","Catherine Persson","Catherine Persson",,"Catherine Persson",female,politician,,,1965,,,Catherine,0903751303011,"Catherine Persson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4972485,"Elisabeth Persson","Elisabeth Persson","Elisabeth Persson",,"Elisabeth Persson",,,,,"Elisabeth Persson",,"Elisabeth Persson",,,"Elisabeth Persson",female,politician,,,1942,,,Elisabeth,0215382436506,"Elisabeth Persson","Elisabeth Persson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4972552,"Margareta Persson","Margareta Persson","Margareta Persson","Margareta Persson","Margareta Persson","Margareta Persson",,,,"Margareta Persson","Margareta Persson","Margareta Persson","Margareta Persson",,"Margareta Persson (1945–2015)",female,politician,,,1945-10-03,,,Margareta,0213183979300,"Margareta Persson (1945–2015)",,"Margareta Persson",2015-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4972558,"My Persson","My Persson","My Persson",,"My Persson",,,,,"My Persson",,"My Persson",,,"My Persson",female,politician,,44272081,1938,,,My,0495620358802,"My Persson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4972566,"Siw Persson","Siw Persson","Siw Persson",,"Siw Persson",,"Siw Persson",,,"Siw Persson",,"Siw Persson",,,"Siw Persson",female,politician,,,1942-09-16,,Persson,Siw,0806172169007,"Siw Persson",,,,,,,,,,,,,,"Siw Persson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4972614,"Ewa Hedkvist Petersen","Ewa Hedkvist Petersen","Ewa Hedkvist Petersen","Ewa Hedkvist Petersen","Ewa Hedkvist Petersen","Ewa Hedkvist Petersen",,,,"Ewa Hedkvist Petersen","Ewa Hedkvist Petersen","Ewa Hedkvist Petersen","Ewa Hedkvist Petersen",,"Ewa Hedkvist Petersen",female,politician,,,1952-01-15,/m/054tkv,,Ewa,033486567915,"Ewa Hedkvist Petersen",,,,,,,,,"Ewa Hedkvist Petersen",,,,,,"Ewa Hedkvist Petersen",,,,,,,,,,,,,4266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ewa Hedkvist Petersen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ewa Hedkvist Petersen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4972634,"Jenny Petersson","Jenny Petersson","Jenny Petersson",,"Jenny Petersson",,,,,"Jenny Petersson",,"Jenny Petersson",,,"Jenny Petersson",female,politician,,,1981,,,Jenny,0176437434123,"Jenny Petersson",,,,,,https://upload.wikimedia.org/wikipedia/commons/9/94/Jenny_Petersson.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4972645,"Désirée Pethrus Engström","Désirée Pethrus","Désirée Pethrus","Désirée Pethrus Engström","Désirée Pethrus Engström","Désirée Pethrus Engström",,,,"Désirée Pethrus","Désirée Pethrus Engström","Désirée Pethrus","Désirée Pethrus Engström",,"Désirée Pethrus",female,politician,,,1959-02-19,,,"Désirée",0860429409414,"Désirée Pethrus",,,,,,"https://upload.wikimedia.org/wikipedia/commons/8/8b/Désirée_Pethrus.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4972727,"Christina Pettersson","Christina Pettersson","Christina Pettersson",,"Christina Pettersson",,,,,"Christina Pettersson",,"Christina Pettersson",,,"Christina Pettersson",female,politician,,,1949,,,Christina,0479355987014,"Christina Pettersson","Christina Pettersson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4972780,"Ulla Pettersson","Ulla Pettersson","Ulla Pettersson",,"Ulla Pettersson",,,,,"Ulla Pettersson",,"Ulla Pettersson",,,"Ulla Pettersson",female,politician,,,1953,,,Ulla,041436203711,"Ulla Pettersson","Ulla Pettersson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4972961,"Karin Pilsäter","Karin Pilsäter","Karin Pilsäter","Karin Pilsäter","Karin Pilsäter","Karin Pilsäter","Karin Pilsäter","Karin Pilsäter","Karin Pilsäter","Karin Pilsäter","Karin Pilsäter","Karin Pilsäter","Karin Pilsäter",,"Karin Pilsäter",female,politician,,49199090,1960-06-24,,,Karin,0101299073819,"Karin Pilsäter",,,,,,"https://upload.wikimedia.org/wikipedia/commons/7/75/Karin_Pilsäter.jpg","Karin Pilsäter","Karin Pilsäter",,,,,,,,,,"Category:Karin Pilsäter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4973078,"Maria Plass","Maria Plass","Maria Plass","Maria Plass","Maria Plass","Maria Plass",,,,"Maria Plass","Maria Plass","Maria Plass","Maria Plass",,"Maria Plass",female,politician,,,1953,,,Maria,0791786201912,"Maria Plass",,,,,,"https://upload.wikimedia.org/wikipedia/commons/b/b1/Maria_Plass_at_Göteborg_Book_Fair_2013_02.JPG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4973156,"Ragnhild Pohanka","Ragnhild Pohanka","Ragnhild Pohanka",,"Ragnhild Pohanka",,,,,"Ragnhild Pohanka",,"Ragnhild Pohanka",,,"Ragnhild Pohanka",female,politician,,,1932-05-31,,,Ragnhild,0161018662505,"Ragnhild Pohanka",,,,,,https://upload.wikimedia.org/wikipedia/commons/3/3e/Ragnhild_Pohanka.jpg,,,,,,,,,,,,"Category:Ragnhild Pohanka",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4973390,"Marietta de Pourbaix-Lundin","Marietta de Pourbaix-Lundin","Marietta de Pourbaix-Lundin","Marietta de Pourbaix-Lundin","Marietta de Pourbaix-Lundin",,,,,"Marietta de Pourbaix-Lundin","Marietta de Pourbaix-Lundin","Marietta de Pourbaix-Lundin","Marietta de Pourbaix-Lundin",,"Marietta de Pourbaix-Lundin",female,politician,,,1951,,,Marietta,0125165702713,"Marietta de Pourbaix-Lundin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4973700,"Chatrine Pålsson Ahlgren","Chatrine Pålsson Ahlgren","Chatrine Pålsson Ahlgren","Chatrine Pålsson Ahlgren","Chatrine Pålsson Ahlgren","Chatrine Pålsson Ahlgren","Chatrine Pålsson Ahlgren","Chatrine Pålsson Ahlgren","Chatrine Pålsson Ahlgren","Chatrine Pålsson Ahlgren","Chatrine Pålsson Ahlgren","Chatrine Pålsson Ahlgren","Chatrine Pålsson Ahlgren",,"Chatrine Pålsson Ahlgren",female,politician,,,1947-06-22,,,Chatrine,0377384542907,"Chatrine Pålsson",,,,,,,"Chatrine Pålsson Ahlgren","Chatrine Pålsson Ahlgren",,,,,,,,"Chatrine Pålsson Ahlgren",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4973713,"Margareta Pålsson","Margareta Pålsson","Margareta Pålsson","Margareta Pålsson","Margareta Pålsson","Margareta Pålsson","Margareta Pålsson","Margareta Pålsson","Margareta Pålsson","Margareta Pålsson","Margareta Pålsson","Margareta Pålsson","Margareta Pålsson",,"Margareta Pålsson",female,politician,,,1949-08-18,,,Margareta,039655712615,"Margareta Pålsson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Margareta Pålsson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Margareta Pålsson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4973765,"Saila Quicklund","Saila Quicklund","Saila Quicklund",,"Saila Quicklund",,"Saila Quicklund",,,"Saila Quicklund",,"Saila Quicklund",,,"Saila Quicklund",female,politician,,,1961-10-31,,,Saila,0519740099915,"Saila Quicklund",,,,,,,,,,,,,,"Saila Quicklund",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
