id,position,label,description,start_date,constituency,end_date,election,term,replaces,replaced_by,of
Q6152128,Q32947174,Minister for Sustainability and Rural Development,Historic Welsh Cabinet position,2007-05-31,,2007-07-19,,,,,
Q6152128,Q32947316,"Minister for Environment, Sustainability and Housing",Welsh Assembly position,2007-07-19,,2011-05-11,,,,,
Q6152128,Q33106246,Minister for Education,Historic Welsh Cabinet position,2000-02-09,,2007-05-25,,,,,
Q6152128,Q42310633,Member of the 1st National Assembly for Wales,Member of the Welsh Assembly during the 1999-2003 term,1999-05-06,Pontypridd,2003-04-02,"National Assembly for Wales election, 1999",1st Welsh Assembly,,,
Q6152128,Q42310642,Member of the 2nd National Assembly for Wales,Member of the Welsh Assembly during the 2003-2007 term,2003-05-01,Pontypridd,2007-03-28,"National Assembly for Wales election, 2003",2nd Welsh Assembly,,,
Q6152128,Q42310648,Member of the 3rd National Assembly for Wales,Member of the Welsh Assembly during the 2007-2011 term,2007-05-03,Pontypridd,2011-03-30,"National Assembly for Wales election, 2007",3rd Welsh Assembly,,,
Q6152404,Q23196598,Minister for Education and Skills,Welsh cabinet minister,2007-07-19,,2010-12-09,,,,Leighton Andrews,
Q6152404,Q32947164,Minister for Budget and Business Management,Historic Welsh Cabinet position,2007-05-25,,2007-07-19,,,,,
Q6152404,Q32947327,"Minister for Children, Education, Lifelong Learning and Skills","Minister for Children, Education, Lifelong Learning and Skills",2007-07-19,,2009-12,,,,,
Q6152404,Q32947381,Secretary for Health & Social Services,Cabinet position in the Welsh Government,1999-05-12,,2000-02-09,,,,,
Q6152404,Q33106254,Minister for Health & Social Care,Historic Welsh Cabinet position,2000-02-09,,2003-05-01,,,,,
Q6152404,Q33106254,Minister for Health & Social Care,Historic Welsh Cabinet position,2003-05-01,,2007-05-25,,,,,
Q6152404,Q33108982,Minister for Business and Budget,Historic Welsh Cabinet position,2009-12-09,,2011-05-11,,,,,
Q6152404,Q42310633,Member of the 1st National Assembly for Wales,Member of the Welsh Assembly during the 1999-2003 term,1999-05-06,Vale of Glamorgan,2003-04-02,"National Assembly for Wales election, 1999",1st Welsh Assembly,,,
Q6152404,Q42310642,Member of the 2nd National Assembly for Wales,Member of the Welsh Assembly during the 2003-2007 term,2003-05-01,Vale of Glamorgan,2007-03-28,"National Assembly for Wales election, 2003",2nd Welsh Assembly,,,
Q6152404,Q42310648,Member of the 3rd National Assembly for Wales,Member of the Welsh Assembly during the 2007-2011 term,2007-05-03,Vale of Glamorgan,2011-03-30,"National Assembly for Wales election, 2007",3rd Welsh Assembly,,,
Q6152404,Q42310652,Member of the 4th National Assembly for Wales,Member of the Welsh Assembly during the 2011-2016 term,2011-05-05,Vale of Glamorgan,2016-04-06,"National Assembly for Wales election, 2011",4th Welsh Assembly,,,
Q6152404,Q42310659,Member of the 5th National Assembly for Wales,Member of the Welsh Assembly during the 2016-2021 term,2016-05-05,Vale of Glamorgan,,"National Assembly for Wales election, 2016",5th Welsh Assembly,,,
Q6152404,Q45347501,Leader of the House and Chief Whip,Welsh Cabinet position,2016-05-19,,2017-11-03,,,,,
Q6152404,Q6865829,Minister for Finance,member of the cabinet in the Welsh Government,2007-05-25,,2007-07-19,,,,,
Q6152404,Q6865829,Minister for Finance,member of the cabinet in the Welsh Government,2009-12-09,,2016-05,,,,Mark Drakeford,
Q6153289,Q42310633,Member of the 1st National Assembly for Wales,Member of the Welsh Assembly during the 1999-2003 term,1999-05-06,South Wales West,2003-04-02,"National Assembly for Wales election, 1999",1st Welsh Assembly,,,
Q6153289,Q42310642,Member of the 2nd National Assembly for Wales,Member of the Welsh Assembly during the 2003-2007 term,2003-05-01,South Wales West,2007-03-28,"National Assembly for Wales election, 2003",2nd Welsh Assembly,,,
Q6153343,Q42310652,Member of the 4th National Assembly for Wales,Member of the Welsh Assembly during the 2011-2016 term,2011-05-05,Aberconwy,2016-04-06,"National Assembly for Wales election, 2011",4th Welsh Assembly,,,
Q6153343,Q42310659,Member of the 5th National Assembly for Wales,Member of the Welsh Assembly during the 2016-2021 term,2016-05-05,Aberconwy,,"National Assembly for Wales election, 2016",5th Welsh Assembly,,,
Q6153592,Q42310633,Member of the 1st National Assembly for Wales,Member of the Welsh Assembly during the 1999-2003 term,1999-05-06,North Wales,2003-04-02,"National Assembly for Wales election, 1999",1st Welsh Assembly,,,
Q6153592,Q42310642,Member of the 2nd National Assembly for Wales,Member of the Welsh Assembly during the 2003-2007 term,2003-05-01,North Wales,2007-03-28,"National Assembly for Wales election, 2003",2nd Welsh Assembly,,,
Q6153592,Q42310648,Member of the 3rd National Assembly for Wales,Member of the Welsh Assembly during the 2007-2011 term,2007-05-03,North Wales,2011-03-30,"National Assembly for Wales election, 2007",3rd Welsh Assembly,,,
Q6154241,Q32947134,Chief Whip,Welsh Government position,2009-12-09,,2011-05-11,,,,,
Q6154241,Q42310633,Member of the 1st National Assembly for Wales,Member of the Welsh Assembly during the 1999-2003 term,1999-05-06,Ogmore,2003-04-02,"National Assembly for Wales election, 1999",1st Welsh Assembly,,,
Q6154241,Q42310642,Member of the 2nd National Assembly for Wales,Member of the Welsh Assembly during the 2003-2007 term,2003-05-01,Ogmore,2007-03-28,"National Assembly for Wales election, 2003",2nd Welsh Assembly,,,
Q6154241,Q42310648,Member of the 3rd National Assembly for Wales,Member of the Welsh Assembly during the 2007-2011 term,2007-05-03,Ogmore,2011-03-30,"National Assembly for Wales election, 2007",3rd Welsh Assembly,,,
Q6154241,Q42310652,Member of the 4th National Assembly for Wales,Member of the Welsh Assembly during the 2011-2016 term,2011-05-05,Ogmore,2016-04-06,"National Assembly for Wales election, 2011",4th Welsh Assembly,,,
Q6175921,Q42310648,Member of the 3rd National Assembly for Wales,Member of the Welsh Assembly during the 2007-2011 term,2007-05-03,Caerphilly,2011-03-30,"National Assembly for Wales election, 2007",3rd Welsh Assembly,,,
Q6175921,Q42310652,Member of the 4th National Assembly for Wales,Member of the Welsh Assembly during the 2011-2016 term,2011-05-05,Caerphilly,2016-04-06,"National Assembly for Wales election, 2011",4th Welsh Assembly,,,
Q6207115,Q25991475,Deputy Minister for Regeneration,Welsh deputy minister,"",,,,,,,
Q6207115,Q42310633,Member of the 1st National Assembly for Wales,Member of the Welsh Assembly during the 1999-2003 term,1999-05-06,South Wales East,2003-04-02,"National Assembly for Wales election, 1999",1st Welsh Assembly,,,
Q6207115,Q42310642,Member of the 2nd National Assembly for Wales,Member of the Welsh Assembly during the 2003-2007 term,2003-05-01,South Wales East,2007-03-28,"National Assembly for Wales election, 2003",2nd Welsh Assembly,,,
Q6207115,Q42310648,Member of the 3rd National Assembly for Wales,Member of the Welsh Assembly during the 2007-2011 term,2007-05-03,South Wales East,2011-03-30,"National Assembly for Wales election, 2007",3rd Welsh Assembly,,,
Q6207115,Q42310652,Member of the 4th National Assembly for Wales,Member of the Welsh Assembly during the 2011-2016 term,2011-05-05,South Wales East,2016-04-06,"National Assembly for Wales election, 2011",4th Welsh Assembly,,,
Q6236400,Q32947432,Minister for Environment & Sustainable Development,historic Welsh Cabinet position,2011-05-11,,2016-05-18,,,,,
Q6236400,Q42310633,Member of the 1st National Assembly for Wales,Member of the Welsh Assembly during the 1999-2003 term,1999-05-06,Newport East,2003-04-02,"National Assembly for Wales election, 1999",1st Welsh Assembly,,,
Q6236400,Q42310642,Member of the 2nd National Assembly for Wales,Member of the Welsh Assembly during the 2003-2007 term,2003-05-01,Newport East,2007-03-28,"National Assembly for Wales election, 2003",2nd Welsh Assembly,,,
Q6236400,Q42310648,Member of the 3rd National Assembly for Wales,Member of the Welsh Assembly during the 2007-2011 term,2007-05-03,Newport East,2011-03-30,"National Assembly for Wales election, 2007",3rd Welsh Assembly,,,
Q6236400,Q42310652,Member of the 4th National Assembly for Wales,Member of the Welsh Assembly during the 2011-2016 term,2011-05-05,Newport East,2016-04-06,"National Assembly for Wales election, 2011",4th Welsh Assembly,,,
Q6236400,Q42310659,Member of the 5th National Assembly for Wales,Member of the Welsh Assembly during the 2016-2021 term,2016-05-05,Newport East,,"National Assembly for Wales election, 2016",5th Welsh Assembly,,,
Q6236400,Q5176615,Counsel General for Wales,"",2009-12-09,,2011-05-11,,,,Theodore Huckle,
Q6246713,Q36634044,Member of the 52nd Parliament of the United Kingdom,"",1997-05-01,Wrexham,2001-05-14,"United Kingdom general election, 1997",52nd United Kingdom Parliament,,,
Q6246713,Q41582621,Member of the 49th Parliament of the United Kingdom,"",1983-06-09,Wrexham,1987-05-18,"United Kingdom general election, 1983",49th United Kingdom Parliament,,,
Q6246713,Q41582624,Member of the 50th Parliament of the United Kingdom,"",1987-06-11,Wrexham,1992-03-16,"United Kingdom general election, 1987",50th United Kingdom Parliament,,,
Q6246713,Q41582627,Member of the 51st Parliament of the United Kingdom,"",1992-04-09,Wrexham,1997-04-08,"United Kingdom general election, 1992",51st United Kingdom Parliament,,,
Q6246713,Q42310633,Member of the 1st National Assembly for Wales,Member of the Welsh Assembly during the 1999-2003 term,1999-05-06,Wrexham,2003-04-02,"National Assembly for Wales election, 1999",1st Welsh Assembly,,,
Q6246713,Q42310642,Member of the 2nd National Assembly for Wales,Member of the Welsh Assembly during the 2003-2007 term,2003-05-01,Wrexham,2007-03-28,"National Assembly for Wales election, 2003",2nd Welsh Assembly,,,
Q6246713,Q7241522,Presiding Officer of the National Assembly for Wales,"",2000-05-02,,2007-05-07,,,Jane Davidson,Rosemary Butler,
Q6297656,Q42310648,Member of the 3rd National Assembly for Wales,Member of the Welsh Assembly during the 2007-2011 term,2007-05-03,Mid and West Wales,2011-03-30,"National Assembly for Wales election, 2007",3rd Welsh Assembly,,,
Q6297656,Q42310652,Member of the 4th National Assembly for Wales,Member of the Welsh Assembly during the 2011-2016 term,2011-05-05,Mid and West Wales,2016-04-06,"National Assembly for Wales election, 2011",4th Welsh Assembly,,,
Q6297656,Q42310659,Member of the 5th National Assembly for Wales,Member of the Welsh Assembly during the 2016-2021 term,2016-05-05,Mid and West Wales,,"National Assembly for Wales election, 2016",5th Welsh Assembly,,,
Q6308284,Q32947189,Minister for Skills and Science,for Wales,2016-05-19,,2017-11-03,,,,,
Q6308284,Q42310652,Member of the 4th National Assembly for Wales,Member of the Welsh Assembly during the 2011-2016 term,2011-05-05,Swansea West,2016-04-06,"National Assembly for Wales election, 2011",4th Welsh Assembly,,,
Q6308284,Q42310659,Member of the 5th National Assembly for Wales,Member of the Welsh Assembly during the 2016-2021 term,2016-05-05,Swansea West,,"National Assembly for Wales election, 2016",5th Welsh Assembly,,,
Q6308284,Q45347501,Leader of the House and Chief Whip,Welsh Cabinet position,2017-11-03,,,,,,,
Q6308404,Q35647955,Member of the 54th Parliament of the United Kingdom,"",2005-05-05,Cardiff North,2010-04-12,"United Kingdom general election, 2005",54th United Kingdom Parliament,,,
Q6308404,Q35921591,Member of the 53rd Parliament of the United Kingdom,"",2001-06-07,Cardiff North,2005-04-11,"United Kingdom general election, 2001",53rd United Kingdom Parliament,,,
Q6308404,Q36634044,Member of the 52nd Parliament of the United Kingdom,"",1997-05-01,Cardiff North,2001-05-14,"United Kingdom general election, 1997",52nd United Kingdom Parliament,,,
Q6308404,Q42310652,Member of the 4th National Assembly for Wales,Member of the Welsh Assembly during the 2011-2016 term,2011-05-05,Cardiff North,2016-04-06,"National Assembly for Wales election, 2011",4th Welsh Assembly,,,
Q6308404,Q42310659,Member of the 5th National Assembly for Wales,Member of the Welsh Assembly during the 2016-2021 term,2016-05-05,Cardiff North,,"National Assembly for Wales election, 2016",5th Welsh Assembly,,,
Q6370035,Q1307072,Chief Whip,position,2000,,2005,,,Andrew Davies,,
Q6370035,Q32947092,Minister for Assembly Business,Historic Welsh cabinet position,2003-05-01,,2005-09,,,Andrew Davies,"",
Q6370035,Q42310633,Member of the 1st National Assembly for Wales,Member of the Welsh Assembly during the 1999-2003 term,1999-05-06,Clwyd South,2003-04-02,"National Assembly for Wales election, 1999",1st Welsh Assembly,,,
Q6370035,Q42310642,Member of the 2nd National Assembly for Wales,Member of the Welsh Assembly during the 2003-2007 term,2003-05-01,Clwyd South,2007-03-28,"National Assembly for Wales election, 2003",2nd Welsh Assembly,,,
Q6370035,Q42310648,Member of the 3rd National Assembly for Wales,Member of the Welsh Assembly during the 2007-2011 term,2007-05-03,Clwyd South,2011-03-30,"National Assembly for Wales election, 2007",3rd Welsh Assembly,,,
Q6384255,Q42310652,Member of the 4th National Assembly for Wales,Member of the Welsh Assembly during the 2011-2016 term,2011-05-05,Llanelli,2016-04-06,"National Assembly for Wales election, 2011",4th Welsh Assembly,,,
Q6388501,Q32947387,Cabinet Secretary for Economy and Infrastructure,Cabinet Secretary for Economy and Infrastructure for Wales,2016-05-19,,2017-11-03,,,,,
Q6388501,Q42310652,Member of the 4th National Assembly for Wales,Member of the Welsh Assembly during the 2011-2016 term,2011-05-05,Clwyd South,2016-04-06,"National Assembly for Wales election, 2011",4th Welsh Assembly,,,
Q6388501,Q42310659,Member of the 5th National Assembly for Wales,Member of the Welsh Assembly during the 2016-2021 term,2016-05-05,Clwyd South,,"National Assembly for Wales election, 2016",5th Welsh Assembly,,,
Q6388501,Q45347415,Cabinet Secretary for Economy and Transport,Welsh Cabinet position,2017-11-03,,,,,,,
Q6519732,Q23196598,Minister for Education and Skills,Welsh cabinet minister,2009-12-10,,2013-06-25,,,Jane Hutt,Huw Lewis,
Q6519732,Q25713804,Minister for Public Services,Welsh minister,2014,,2016,,,,,
Q6519732,Q25991475,Deputy Minister for Regeneration,Welsh deputy minister,"",,,,,,,
Q6519732,Q33108961,"Minister for Children, Education and Lifelong Learning",Historic Welsh Cabinet position,2009-12-09,,2011-05-11,,,,,
Q6519732,Q42310642,Member of the 2nd National Assembly for Wales,Member of the Welsh Assembly during the 2003-2007 term,2003-05-01,Rhondda,2007-03-28,"National Assembly for Wales election, 2003",2nd Welsh Assembly,,,
Q6519732,Q42310648,Member of the 3rd National Assembly for Wales,Member of the Welsh Assembly during the 2007-2011 term,2007-05-03,Rhondda,2011-03-30,"National Assembly for Wales election, 2007",3rd Welsh Assembly,,,
Q6519732,Q42310652,Member of the 4th National Assembly for Wales,Member of the Welsh Assembly during the 2011-2016 term,2011-05-05,Rhondda,2016-04-06,"National Assembly for Wales election, 2011",4th Welsh Assembly,,,
Q6530486,Q33109051,Cabinet Secretary for Environment and Rural Affairs,Welsh Cabinet position,2016-05-19,,2017-11-03,,,,,
Q6530486,Q42310648,Member of the 3rd National Assembly for Wales,Member of the Welsh Assembly during the 2007-2011 term,2007-05-03,Wrexham,2011-03-30,"National Assembly for Wales election, 2007",3rd Welsh Assembly,,,
Q6530486,Q42310652,Member of the 4th National Assembly for Wales,Member of the Welsh Assembly during the 2011-2016 term,2011-05-05,Wrexham,2016-04-06,"National Assembly for Wales election, 2011",4th Welsh Assembly,,,
Q6530486,Q42310659,Member of the 5th National Assembly for Wales,Member of the Welsh Assembly during the 2016-2021 term,2016-05-05,Wrexham,,"National Assembly for Wales election, 2016",5th Welsh Assembly,,,
Q6530486,Q45347344,"Cabinet Secretary for Energy, Planning and Rural Affairs",Welsh Cabinet position,2017-11-03,,,,,,,
Q6530486,Q6865862,Minister for Health and Social Services,in Welsh Government,2011-05-13,,2013-05-14,,,Edwina Hart,Mark Drakeford,
Q6552839,Q42310652,Member of the 4th National Assembly for Wales,Member of the Welsh Assembly during the 2011-2016 term,2011-05-05,South Wales East,2016-04-06,"National Assembly for Wales election, 2011",4th Welsh Assembly,,,
Q6557998,Q42310642,Member of the 2nd National Assembly for Wales,Member of the Welsh Assembly during the 2003-2007 term,2003-05-01,Mid and West Wales,2007-03-28,"National Assembly for Wales election, 2003",2nd Welsh Assembly,,,
Q6662955,Q42310652,Member of the 4th National Assembly for Wales,Member of the Welsh Assembly during the 2011-2016 term,2011-05-05,North Wales,2016-04-06,"National Assembly for Wales election, 2011",4th Welsh Assembly,,,
Q6662955,Q42310659,Member of the 5th National Assembly for Wales,Member of the Welsh Assembly during the 2016-2021 term,2016-05-05,North Wales,,"National Assembly for Wales election, 2016",5th Welsh Assembly,,,
Q6709399,Q42310633,Member of the 1st National Assembly for Wales,Member of the Welsh Assembly during the 1999-2003 term,1999-05-06,Torfaen,2003-04-02,"National Assembly for Wales election, 1999",1st Welsh Assembly,,,
Q6709399,Q42310642,Member of the 2nd National Assembly for Wales,Member of the Welsh Assembly during the 2003-2007 term,2003-05-01,Torfaen,2007-03-28,"National Assembly for Wales election, 2003",2nd Welsh Assembly,,,
Q6709399,Q42310648,Member of the 3rd National Assembly for Wales,Member of the Welsh Assembly during the 2007-2011 term,2007-05-03,Torfaen,2011-03-30,"National Assembly for Wales election, 2007",3rd Welsh Assembly,,,
Q6709399,Q42310652,Member of the 4th National Assembly for Wales,Member of the Welsh Assembly during the 2011-2016 term,2011-05-05,Torfaen,2016-04-06,"National Assembly for Wales election, 2011",4th Welsh Assembly,,,
Q6709399,Q42310659,Member of the 5th National Assembly for Wales,Member of the Welsh Assembly during the 2016-2021 term,2016-05-05,Torfaen,,"National Assembly for Wales election, 2016",5th Welsh Assembly,,,
Q6767407,Q33109044,Cabinet Secretary for Finance and Local Government,Welsh Cabinet position,2016-05-19,,2017-11-03,,,,,
Q6767407,Q42310652,Member of the 4th National Assembly for Wales,Member of the Welsh Assembly during the 2011-2016 term,2011-05-05,Cardiff West,2016-04-06,"National Assembly for Wales election, 2011",4th Welsh Assembly,,,
Q6767407,Q42310659,Member of the 5th National Assembly for Wales,Member of the Welsh Assembly during the 2016-2021 term,2016-05-05,Cardiff West,,"National Assembly for Wales election, 2016",5th Welsh Assembly,,,
Q6767407,Q44914284,Cabinet Secretary for Finance,Welsh Cabinet position,2017-11-03,,,,,,,
Q6767407,Q6865862,Minister for Health and Social Services,in Welsh Government,2013-03-14,,2016-05-19,,,Lesley Griffiths,Vaughan Gething,
Q6768190,Q25341917,"Shadow Minister for Social Justice, Equality and Housing",Welsh shadow government position,2007-07-11,,,,,"",,
Q6768190,Q42310642,Member of the 2nd National Assembly for Wales,Member of the Welsh Assembly during the 2003-2007 term,2003-05-01,North Wales,2007-03-28,"National Assembly for Wales election, 2003",2nd Welsh Assembly,,,
Q6768190,Q42310648,Member of the 3rd National Assembly for Wales,Member of the Welsh Assembly during the 2007-2011 term,2007-05-03,North Wales,2011-03-30,"National Assembly for Wales election, 2007",3rd Welsh Assembly,,,
Q6768190,Q42310652,Member of the 4th National Assembly for Wales,Member of the Welsh Assembly during the 2011-2016 term,2011-05-05,North Wales,2016-04-06,"National Assembly for Wales election, 2011",4th Welsh Assembly,,,
Q6768190,Q42310659,Member of the 5th National Assembly for Wales,Member of the Welsh Assembly during the 2016-2021 term,2016-05-05,North Wales,,"National Assembly for Wales election, 2016",5th Welsh Assembly,,,
Q6838044,Q42310652,Member of the 4th National Assembly for Wales,Member of the Welsh Assembly during the 2011-2016 term,2011-05-05,Pontypridd,2016-04-06,"National Assembly for Wales election, 2011",4th Welsh Assembly,,,
Q6838044,Q42310659,Member of the 5th National Assembly for Wales,Member of the Welsh Assembly during the 2016-2021 term,2016-05-05,Pontypridd,,"National Assembly for Wales election, 2016",5th Welsh Assembly,,,
Q6838044,Q5176615,Counsel General for Wales,"",2016-06,,,,,,,
Q6838058,Q42310633,Member of the 1st National Assembly for Wales,Member of the Welsh Assembly during the 1999-2003 term,1999-05-06,Montgomeryshire,2003-04-02,"National Assembly for Wales election, 1999",1st Welsh Assembly,,,
Q6838058,Q42310642,Member of the 2nd National Assembly for Wales,Member of the Welsh Assembly during the 2003-2007 term,2003-05-01,Montgomeryshire,2007-03-28,"National Assembly for Wales election, 2003",2nd Welsh Assembly,,,
Q6838058,Q42310648,Member of the 3rd National Assembly for Wales,Member of the Welsh Assembly during the 2007-2011 term,2007-05-03,Montgomeryshire,2011-03-30,"National Assembly for Wales election, 2007",3rd Welsh Assembly,,,
Q6847187,Q42310652,Member of the 4th National Assembly for Wales,Member of the Welsh Assembly during the 2011-2016 term,2011-05-05,Swansea East,2016-04-06,"National Assembly for Wales election, 2011",4th Welsh Assembly,,,
Q6847187,Q42310659,Member of the 5th National Assembly for Wales,Member of the Welsh Assembly during the 2016-2021 term,2016-05-05,Swansea East,,"National Assembly for Wales election, 2016",5th Welsh Assembly,,,
Q691388,Q25341661,"Shadow Minister (Environment, Food and Rural Affairs)","",2011-10,,2015-03,,,,,
Q691388,Q30524718,Member of the 56th Parliament of the United Kingdom,"",2015-05-08,Ogmore,2016-03-24,"United Kingdom general election, 2015",56th United Kingdom Parliament,,,
Q691388,Q35494253,Member of the 55th Parliament of the United Kingdom,"",2010-05-06,Ogmore,2015-03-30,"United Kingdom general election, 2010",55th United Kingdom Parliament,,,
Q691388,Q35647955,Member of the 54th Parliament of the United Kingdom,"",2005-05-05,Ogmore,2010-04-12,"United Kingdom general election, 2005",54th United Kingdom Parliament,,,
Q691388,Q35921591,Member of the 53rd Parliament of the United Kingdom,"",2002-02-14,Ogmore,2005-04-11,"Ogmore by-election, 2002",53rd United Kingdom Parliament,,,
Q691388,Q42310659,Member of the 5th National Assembly for Wales,Member of the Welsh Assembly during the 2016-2021 term,2016-05-05,Ogmore,,"National Assembly for Wales election, 2016",5th Welsh Assembly,,,
Q691388,Q45347984,Minister for Children and Social Care,Junior Welsh government position,2017-11-03,,,,,,,
Q6997045,Q42310648,Member of the 3rd National Assembly for Wales,Member of the Welsh Assembly during the 2007-2011 term,2007-05-03,Mid and West Wales,2011-03-30,"National Assembly for Wales election, 2007",3rd Welsh Assembly,,,
Q7026799,Q42310633,Member of the 1st National Assembly for Wales,Member of the Welsh Assembly during the 1999-2003 term,1999-05-06,Mid and West Wales,2003-04-02,"National Assembly for Wales election, 1999",1st Welsh Assembly,,,
Q7026799,Q42310642,Member of the 2nd National Assembly for Wales,Member of the Welsh Assembly during the 2003-2007 term,2003-05-01,Mid and West Wales,2007-03-28,"National Assembly for Wales election, 2003",2nd Welsh Assembly,,,
Q7026799,Q42310648,Member of the 3rd National Assembly for Wales,Member of the Welsh Assembly during the 2007-2011 term,2007-05-03,Mid and West Wales,2011-03-30,"National Assembly for Wales election, 2007",3rd Welsh Assembly,,,
Q7026799,Q620110,Leader of the Opposition,title traditionally held by the leader of the largest party not in government in a Westminster System of parliamentary government,"",,,,,,,
Q7026799,Q7981882,Welsh Conservative Party,branch of the Conservative Party in Wales,"",,,,,,,
Q7027777,Q42310648,Member of the 3rd National Assembly for Wales,Member of the Welsh Assembly during the 2007-2011 term,2007-05-03,Monmouth,2011-03-30,"National Assembly for Wales election, 2007",3rd Welsh Assembly,,,
Q7027777,Q42310652,Member of the 4th National Assembly for Wales,Member of the Welsh Assembly during the 2011-2016 term,2011-05-05,Monmouth,2016-04-06,"National Assembly for Wales election, 2011",4th Welsh Assembly,,,
Q7027777,Q42310659,Member of the 5th National Assembly for Wales,Member of the Welsh Assembly during the 2016-2021 term,2016-05-05,Monmouth,,"National Assembly for Wales election, 2016",5th Welsh Assembly,,,
Q7114528,Q42310633,Member of the 1st National Assembly for Wales,Member of the Welsh Assembly during the 1999-2003 term,1999-05-06,South Wales Central,2003-04-02,"National Assembly for Wales election, 1999",1st Welsh Assembly,,,
Q7114528,Q42310642,Member of the 2nd National Assembly for Wales,Member of the Welsh Assembly during the 2003-2007 term,2003-05-01,South Wales Central,2007-03-28,"National Assembly for Wales election, 2003",2nd Welsh Assembly,,,
Q7150146,Q42310648,Member of the 3rd National Assembly for Wales,Member of the Welsh Assembly during the 2007-2011 term,2007-05-03,Preseli Pembrokeshire,2011-03-30,"National Assembly for Wales election, 2007",3rd Welsh Assembly,,,
Q7150146,Q42310652,Member of the 4th National Assembly for Wales,Member of the Welsh Assembly during the 2011-2016 term,2011-05-05,Preseli Pembrokeshire,2016-04-06,"National Assembly for Wales election, 2011",4th Welsh Assembly,,,
Q7150146,Q42310659,Member of the 5th National Assembly for Wales,Member of the Welsh Assembly during the 2016-2021 term,2016-05-05,Preseli Pembrokeshire,,"National Assembly for Wales election, 2016",5th Welsh Assembly,,,
Q7155038,Q42310633,Member of the 1st National Assembly for Wales,Member of the Welsh Assembly during the 1999-2003 term,1999-05-06,South Wales Central,2003-04-02,"National Assembly for Wales election, 1999",1st Welsh Assembly,,,
Q7172838,Q42310633,Member of the 1st National Assembly for Wales,Member of the Welsh Assembly during the 1999-2003 term,1999-05-06,South Wales West,2003-04-02,"National Assembly for Wales election, 1999",1st Welsh Assembly,,,
Q7172838,Q42310642,Member of the 2nd National Assembly for Wales,Member of the Welsh Assembly during the 2003-2007 term,2003-05-01,South Wales West,2007-03-28,"National Assembly for Wales election, 2003",2nd Welsh Assembly,,,
Q7172838,Q42310648,Member of the 3rd National Assembly for Wales,Member of the Welsh Assembly during the 2007-2011 term,2007-05-03,South Wales West,2011-03-30,"National Assembly for Wales election, 2007",3rd Welsh Assembly,,,
Q7172838,Q42310652,Member of the 4th National Assembly for Wales,Member of the Welsh Assembly during the 2011-2016 term,2011-05-05,South Wales West,2016-04-06,"National Assembly for Wales election, 2011",4th Welsh Assembly,,,
Q7175376,Q23304121,Minister for Local Government and Regeneration,Welsh government position,"",,,,,,,
Q7175376,Q33106058,Secretary for Local Government and Regeneration,Historic Welsh Cabinet position,1999-05-12,,2000-02-09,,,,,
Q7175376,Q35647955,Member of the 54th Parliament of the United Kingdom,"",2005-05-05,Blaenau Gwent,2006-04-25,"United Kingdom general election, 2005",54th United Kingdom Parliament,,,
Q7175376,Q42310633,Member of the 1st National Assembly for Wales,Member of the Welsh Assembly during the 1999-2003 term,1999-05-06,Blaenau Gwent,2003-04-02,"National Assembly for Wales election, 1999",1st Welsh Assembly,,,
Q7175376,Q42310642,Member of the 2nd National Assembly for Wales,Member of the Welsh Assembly during the 2003-2007 term,2003-05-01,Blaenau Gwent,2005-04-18,"National Assembly for Wales election, 2003",2nd Welsh Assembly,,,
Q7175376,Q42310642,Member of the 2nd National Assembly for Wales,Member of the Welsh Assembly during the 2003-2007 term,2005-04-18,Blaenau Gwent,2006-04-25,,2nd Welsh Assembly,,,
Q7176650,Q42310633,Member of the 1st National Assembly for Wales,Member of the Welsh Assembly during the 1999-2003 term,1999-05-06,North Wales,2003-04-02,"National Assembly for Wales election, 1999",1st Welsh Assembly,,,
Q7182555,Q42310633,Member of the 1st National Assembly for Wales,Member of the Welsh Assembly during the 1999-2003 term,1999-05-06,South Wales East,2003-04-02,"National Assembly for Wales election, 1999",1st Welsh Assembly,,,
Q728167,Q28841847,Member of the Privy Council of the United Kingdom,"","",,,,,,,
Q728167,Q30524710,Member of the 57th Parliament of the United Kingdom,"",2017-06-08,Clwyd West,,"United Kingdom general election, 2017",57th United Kingdom Parliament,,,
Q728167,Q30524718,Member of the 56th Parliament of the United Kingdom,"",2015-05-08,Clwyd West,2017-05-03,"United Kingdom general election, 2015",56th United Kingdom Parliament,,,
Q728167,Q35494253,Member of the 55th Parliament of the United Kingdom,"",2010-05-06,Clwyd West,2015-03-30,"United Kingdom general election, 2010",55th United Kingdom Parliament,,,
Q728167,Q35647955,Member of the 54th Parliament of the United Kingdom,"",2005-05-05,Clwyd West,2010-04-12,"United Kingdom general election, 2005",54th United Kingdom Parliament,,,
Q728167,Q42310633,Member of the 1st National Assembly for Wales,Member of the Welsh Assembly during the 1999-2003 term,2002-09-10,North Wales,2003-04-02,,1st Welsh Assembly,,,
Q7301733,Q32947404,Minister for Social Services & Public Health,junior ministerial position in the Welsh Government,2016-05-19,,2017-11-03,,,,,
Q7301733,Q42310652,Member of the 4th National Assembly for Wales,Member of the Welsh Assembly during the 2011-2016 term,2011-05-05,Mid and West Wales,2016-04-06,"National Assembly for Wales election, 2011",4th Welsh Assembly,,,
