id,name,name__en,name__de,name__it,name__fr,wikipedia__en,gender,image,birth_date,given_name,identifier__VIAF,identifier__SUDOC,identifier__LCAuth,identifier__NUKAT,occupation,original_wikiname,name__nl,name__la,wikipedia__la,name__nb,name__da,name__nn,name__sv,name__eo,name__ja,wikipedia__eo,name__sl,name__pl,name__rw,name__af,name__es,name__hu,name__zh,wikipedia__af,wikipedia__de,wikipedia__es,wikipedia__fr,wikipedia__it,wikipedia__ja,wikipedia__pl,wikipedia__rw,wikipedia__sl,wikipedia__sv,identifier__GND,identifier__freebase,identifier__ISNI,name__hi,name__ru,name__zh_hant,name__zh_cn,name__tr,wikipedia__hi,wikipedia__tr,death_date,name__ar,wikipedia__commons,identifier__BNF,identifier__NTA,family_name,wikipedia__st,twitter,identifier__FAST,identifier__snac,wikipedia__ar,name__lb,name__pt,name__fi,name__sw,name__ga,name__xh,name__zu,name__id,name__de_ch,name__en_ca,name__en_gb,name__pt_br,wikipedia__fi,wikipedia__ga,wikipedia__id,wikipedia__lb,wikipedia__nl,wikipedia__no,wikipedia__pt,wikipedia__ru,wikipedia__simple,wikipedia__sw,wikipedia__xh,wikipedia__zu,identifier__IMDB,identifier__DBNL,identifier__Munzinger,identifier__NNDB,identifier__BIBSYS,identifier__PTBNP,name__ko,wikipedia__ko,identifier__quora,name__hr,facebook,name__ve,name__ta,name__gu,wikipedia__da,wikipedia__gu,wikipedia__ta,wikipedia__ve,wikipedia__zh,identifier__ne_se,name__zh_hans,name__zh_hk,name__zh_sg,name__zh_tw,name__jv,name__pam,name__he,name__ms,name__ml,name__tl,name__et,name__ca,name__uk,wikipedia__ca,wikipedia__et,wikipedia__he,wikipedia__jv,wikipedia__ml,wikipedia__ms,wikipedia__pam,wikipedia__tl,wikipedia__uk,wikipedia__afwikiquote,name__ss,wikipedia__ss,identifier__Britannica,wikipedia__plwikiquote,name__oc,name__az,name__fa,wikipedia__az,wikipedia__fa,identifier__SELIBR,wikipedia__enwikiquote,identifier__GTAA,name__eu,name__yo,name__bn,name__ts,name__cs,name__be_tarask,name__sco,name__hy,name__ur,wikipedia__bn,wikipedia__eu,wikipedia__ur,wikipedia__yo,identifier__NDL,identifier__BNE,wikipedia__cs,wikipedia__cswikiquote,identifier__JewishEnc,identifier__NLI,name__cy,identifier__CANTIC,name__br,name__el,name__sr,name__be,name__ie,name__lv,name__vi,name__sh,name__scn,name__ro,name__th,name__mr,name__te,name__ka,name__nds,name__kn,name__gd,name__mk,name__ty,name__pa,name__yue,name__io,name__ast,name__sk,name__bg,wikipedia__ast,wikipedia__be,wikipedia__bg,wikipedia__br,wikipedia__cy,wikipedia__el,wikipedia__eowikinews,wikipedia__frwikinews,wikipedia__gd,wikipedia__hr,wikipedia__hu,wikipedia__ie,wikipedia__io,wikipedia__ka,wikipedia__kn,wikipedia__lv,wikipedia__mk,wikipedia__mr,wikipedia__nds,wikipedia__nn,wikipedia__pa,wikipedia__ro,wikipedia__ruwikinews,wikipedia__scn,wikipedia__sco,wikipedia__sh,wikipedia__sk,wikipedia__sr,wikipedia__te,wikipedia__th,wikipedia__ty,wikipedia__vi,wikipedia__zh_yue,identifier__NKC,identifier__CSPAN,identifier__britishmuseum,identifier__nyt_topic
Q47536782,"Liezl Linda van der Merwe","Liezl Linda van der Merwe",,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q47536490,"Hendrik Christiaan Crafford Krüger","Hendrik Christiaan Crafford Krüger",,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4752606,"Anchen Dreyer","Anchen Dreyer","Anchen Dreyer",,"Anchen Dreyer","Anchen Dreyer",female,https://upload.wikimedia.org/wikipedia/commons/3/35/Anchen_Dreyer_DA_MP.jpg,1952-03-27,,,,,,politician,"Anchen Dreyer","Anchen Dreyer",,,"Anchen Dreyer","Anchen Dreyer","Anchen Dreyer","Anchen Dreyer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q47530017,"Beauty Nomvuzo Dlulane","Beauty Nomvuzo Dlulane",,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q39071075,"Anton Alberts","Anton Alberts",,,,"Anton Alberts (politician)",male,,1970,,,,,,politician,"Anton Alberts (politician)","Anton Alberts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q47529617,"Mamonare Patricia Chueu","Mamonare Patricia Chueu",,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2290959,"Siyabonga Cwele","Siyabonga Cwele","Siyabonga Cwele",,"Siyabonga Cwele","Siyabonga Cwele",male,https://upload.wikimedia.org/wikipedia/commons/7/70/Siyabonga_Cwele.jpg,"",,,,,,politician,"Siyabonga Cwele","Siyabonga Cwele",,,,,,,,,,,,,,,,,,"Siyabonga Cwele",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q47530061,"James Vos","James Vos",,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q47529808,"Darren Bergman","Darren Bergman",,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16727851,"Yunus Carrim","Yunus Carrim","Yunus Carrim",,"Yunus Carrim","Yunus Carrim",male,,,Yunus,,,,,politician,"Yunus Carrim","Yunus Carrim",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11043304,"Naledi Pandor","Naledi Pandor","Naledi Pandor","Naledi Pandor","Naledi Pandor","Naledi Pandor",female,https://upload.wikimedia.org/wikipedia/commons/3/38/Naledi_Pandor_2012.jpg,1953-12-07,,172980056,,no2011114662,,politician,"Naledi Pandor","Naledi Pandor",,,"Naledi Pandor","Naledi Pandor","Naledi Pandor","Naledi Pandor",,,,,,,"Naledi Pandor","Naledi Pandor","Naledi Pandor",,"Naledi Pandor",,,"Naledi Pandor",,,,,,,,,"0000 0001 2328 098X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"نالیدی پینڈور",,,"نالیدی پینڈور",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q47529687,"Elizabeth Koena Mmanoko Masehela","Elizabeth Koena Mmanoko Masehela",,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28839897,"Ayanda Dlodlo","Ayanda Dlodlo",,,,"Ayanda Dlodlo",,,,,,,,,politician,"Ayanda Dlodlo","Ayanda Dlodlo","Ayanda Dlodlo","Ayanda Dlodlo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q47530057,"Brandon Rodney Topham","Brandon Rodney Topham",,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16186490,"Stone Sizani","Stone Sizani","Stone Sizani","Stone Sizani","Stone Sizani","Stone Sizani",male,https://upload.wikimedia.org/wikipedia/commons/7/73/Stonesizani.jpg,1954-03-02,,,,,,politician,"Stone Sizani","Stone Sizani",,,,,,,,,,,,,,,,,,"Stone Sizani",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q47529699,"Hellen Boikhutso Kekana","Hellen Boikhutso Kekana",,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q47529945,"Rembuluwani Moses Tseli","Rembuluwani Moses Tseli",,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q47890555,"Itumeleng Mosala","Itumeleng Mosala",,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6390503,"Kenneth Mubu","Kenneth Mubu","Kenneth Mubu",,"Kenneth Mubu","Kenneth Mubu",male,https://upload.wikimedia.org/wikipedia/commons/9/94/Kenneth-Mubu-MP-IRCOOP.jpg,,Kenneth,,,,,politician,,,,,"Kenneth Mubu","Kenneth Mubu","Kenneth Mubu","Kenneth Mubu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6117269,"Jackson Mthembu","Jackson Mthembu","Jackson Mthembu",,"Jackson Mthembu","Jackson Mthembu",male,,1958-06,Jackson,,,,,politician,"Jackson Mthembu","Jackson Mthembu",,,"Jackson Mthembu","Jackson Mthembu","Jackson Mthembu","Jackson Mthembu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16744425,"Narend Singh","Narend Singh","Narend Singh",,"Narend Singh",,male,,,,,,,,politician,,"Narend Singh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16744520,"Francois Beukman","Francois Beukman","Francois Beukman",,"Francois Beukman",,male,,,,,,,,politician,,"Francois Beukman",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q46996204,"Bongani Bongo","Bongani Bongo",,,,"Bongani Bongo",male,,,,,,,,politician,"Bongani Thomas Bongo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q47529626,"Mandlenkosi Phillip Galo","Mandlenkosi Phillip Galo",,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q47530071,"Choloane David Matsepe","Choloane David Matsepe",,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q983163,"Julius Malema","Julius Malema","Julius Malema","Julius Malema","Julius Malema","Julius Malema",male,https://upload.wikimedia.org/wikipedia/commons/7/74/Julius_Malema_2011-09-14.jpg,1981-03-03,Julius,103358986,15981846X,no2010046788,,politician,"Julius Malema","Julius Malema",,,"Julius Malema","Julius Malema","Julius Malema","Julius Malema",,,,,"Julius Malema",,"Julius Malema","Julius Malema","Julius Malema",,"Julius Malema","Julius Malema","Julius Malema","Julius Malema",,,"Julius Malema",,,"Julius Malema",140047328,/m/04f40j8,,,,,,,,,,,"Category:Julius Malema",,,,,Julius_S_Malema,1915121,,,,,"Julius Malema",,,,"Julius Malema",,,,,,"Julius Malema",,,,"Julius Malema","Julius Malema",,,,,,"Julius Malema",,,,,,,,,Julius-Malema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Julius Malema",,,,,,350558,"Julius Malema",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q47536916,"Masefele Rosalia Morutoa","Masefele Rosalia Morutoa",,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q47530015,"Zephroma Sizani Dlamini-Dubazana","Zephroma Sizani Dlamini-Dubazana",,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6258967,"John Steenhuisen","John Steenhuisen","John Steenhuisen",,"John Steenhuisen","John Steenhuisen",male,,1976-03-25,John,,,,,politician,"John Steenhuisen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q47530067,"Hildah Vangile Nyambi","Hildah Vangile Nyambi",,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q47530043,"Beatrice Thembekile Ngcobo","Beatrice Thembekile Ngcobo",,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1632021,"Nomaindia Mfeketo","Nomaindia Mfeketo","Nomaindia Mfeketo",,"Nomaindia Mfeketo","Nomaindia Mfeketo",female,,1952-06-02,,,,,,politician,,"Nomaindia Mfeketo",,,"Nomaindia Mfeketo","Nomaindia Mfeketo","Nomaindia Mfeketo","Nomaindia Mfeketo",,"ノマインディア・ムフェケト",,,"Nomaindia Mfeketo",,,"Nomaindia Mfeketo","Nomaindia Mfeketo",,,"Nomaindia Mfeketo",,,,,"Nomaindia Mfeketo",,,,,/m/09rkvt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q47536813,"Makgathatso Charlotte Chana Pilane-Majake","Makgathatso Charlotte Chana Pilane-Majake",,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q47529653,"Cathrine Matsimbi","Cathrine Matsimbi",,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q47529684,"Moloko Stanford Armour Maila","Moloko Stanford Armour Maila",,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q592604,"Dianne Kohler Barnard","Dianne Kohler Barnard","Dianne Kohler Barnard",,"Dianne Kohler Barnard","Dianne Kohler Barnard",female,https://upload.wikimedia.org/wikipedia/commons/f/f2/Dianne_Kohler_Barnard_DA_MP.jpg,1955-12-02,Dianne,,,,,politician,"Dianne Kohler Barnard","Dianne Kohler Barnard",,,"Dianne Kohler Barnard","Dianne Kohler Barnard","Dianne Kohler Barnard","Dianne Kohler Barnard",,,,,"Dianne Kohler Barnard",,,,,,,,,,,,"Dianne Kohler Barnard",,,,,/m/05b_g1n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q47529860,"Luwellyn Tyrone Landers","Luwellyn Tyrone Landers",,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16929552,"Yusuf Cassim","Yusuf Cassim","Yusuf Cassim",,"Yusuf Cassim","Yusuf Cassim",male,,1990,Yusuf,,,,,politician,"Yusuf Cassim","Yusuf Cassim",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q47529712,"Patrick George Atkinson","Patrick George Atkinson",,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q47529972,"Beauty Nomhle Dambuza","Beauty Nomhle Dambuza",,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q47529809,"Timothy James Brauteseth","Timothy James Brauteseth",,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
