id,name__de,name__fr,name__en,name__nl,name__es,name__ca,name__oc,name__nb,name__da,name__nn,name__sv,name__it,name__rm,name__hu,name,wikipedia__de,wikipedia__en,wikipedia__fr,image,gender,birth_date,given_name,identifier__parlamentDOTch,original_wikiname,identifier__VIAF,identifier__GND,identifier__HDS,name__la,wikipedia__la,name__en_ca,name__en_gb,wikipedia__it,wikipedia__frwikiquote,identifier__LCAuth,name__lmo,wikipedia__lmo,wikipedia__rm,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__gsw,name__pl,name__he,name__yo,name__ms,name__gl,name__et,name__id,name__ja,name__el,name__sh,name__pt,name__eo,name__ru,name__sr_el,name__sr_ec,name__tr,name__ro,name__fi,name__cs,name__ka,name__be,name__sr,name__zh,name__uk,name__is,name__lb,name__sk,name__tl,name__ko,name__sco,name__ar,wikipedia__als,wikipedia__ar,wikipedia__ca,wikipedia__commons,wikipedia__cs,wikipedia__da,wikipedia__el,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__fi,wikipedia__gl,wikipedia__he,wikipedia__id,wikipedia__ja,wikipedia__ka,wikipedia__ko,wikipedia__ms,wikipedia__nl,wikipedia__nn,wikipedia__no,wikipedia__oc,wikipedia__pl,wikipedia__pt,wikipedia__ro,wikipedia__ru,wikipedia__sco,wikipedia__sh,wikipedia__sr,wikipedia__sv,wikipedia__tl,wikipedia__tr,wikipedia__uk,wikipedia__yo,wikipedia__zh,identifier__freebase,family_name,name__cy,death_date,identifier__SUDOC,website,identifier__ISNI,identifier__CERL,name__vi,wikipedia__simple,wikipedia__vi,identifier__BNF,identifier__Munzinger,name__de_ch,identifier__NTA,name__af,name__an,name__ast,name__bar,name__br,name__co,name__de_at,name__eu,name__frp,name__fur,name__ga,name__gd,name__hr,name__ia,name__ie,name__io,name__kg,name__li,name__lij,name__mg,name__min,name__nap,name__nds,name__nds_nl,name__nrm,name__pcd,name__pms,name__pt_br,name__sc,name__scn,name__sl,name__sw,name__vec,name__vls,name__vo,name__wa,name__wo,name__zu,identifier__ULAN,wikipedia__cswikiquote,identifier__PACE,name__vmf,wikipedia__plwikiquote,name__kk,name__fa,wikipedia__be,wikipedia__fa,wikipedia__kk,wikipedia__br,linkedin,wikipedia__hr,identifier__FAST,name__bs,name__ceb,name__dsb,name__eml,name__fo,name__frr,name__fy,name__hsb,name__lt,name__lv,name__mt,name__sq,wikipedia__hu,wikipedia__dewikiquote,identifier__IMDB,identifier__rotten_tomatoes,identifier__AlloCine,identifier__kinopoisk,name__bg,wikipedia__bg,wikipedia__eowikiquote,wikipedia__eswikiquote,wikipedia__eu,wikipedia__euwikiquote,wikipedia__scn,identifier__NDL,identifier__BNE,identifier__CANTIC,identifier__ADS,name__hy,wikipedia__hy,wikipedia__ruwikinews,identifier__NUKAT,name__kk_arab,name__kk_cn,name__kk_tr,name__kk_kz,name__kk_cyrl,name__kk_latn,wikipedia__ie,identifier__NKC,identifier__PTBNP,twitter,identifier__MusicBrainz,pseudonym,identifier__SELIBR,identifier__discogs,identifier__filmportal_de,wikipedia__frp,wikipedia__lt,wikipedia__nds,identifier__CTHS,name__nan,wikipedia__zh_min_nan,name__ku_arab,name__ku_latn,name__ku,wikipedia__ku,identifier__Britannica,wikipedia__sq,identifier__DBNL,wikipedia__is,identifier__senate_nl,identifier__allmovie,identifier__PORT,identifier__SCOPE,identifier__CSFD,identifier__OLID,identifier__google_knowledge,occupation,name__bm,name__frc,name__jam,name__kab,name__pap,name__prg,name__rgn
Q119921,Max Aebischer,Max Aebischer,Max Aebischer,Max Aebischer,Max Aebischer,,,Max Aebischer,Max Aebischer,Max Aebischer,Max Aebischer,Max Aebischer,Max Aebischer,Max Aebischer,Max Aebischer,Max Aebischer,,Max Aebischer,https://upload.wikimedia.org/wikipedia/commons/8/86/Max_Aebischer.jpg,male,1914-01-02,Max,1172,Max Aebischer,190997150,12601924X,5877,,,,,,,,,,,,,,,,,,,,,,Max Aebischer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Max Aebischer,2009-02-28,,,0000 0000 8015 1095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,
Q119941,Alice Glauser-Zufferey,Alice Glauser-Zufferey,Alice Glauser-Zufferey,Alice Glauser-Zufferey,,,,Alice Glauser-Zufferey,Alice Glauser-Zufferey,Alice Glauser-Zufferey,Alice Glauser-Zufferey,Alice Glauser-Zufferey,Alice Glauser-Zufferey,,Alice Glauser-Zufferey,Alice Glauser-Zufferey,,Alice Glauser,https://upload.wikimedia.org/wikipedia/commons/9/90/Alice_Glauser_(2007).jpg,female,1954-10-18,Alice,3883,Alice Glauser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,
Q119955,Jacques Neirynck,Jacques Neirynck,Jacques Neirynck,Jacques Neirynck,Jacques Neirynck,,,,,,,Jacques Neirynck,Jacques Neirynck,Jacques Neirynck,Jacques Neirynck,Jacques Neirynck,Jacques Neirynck,Jacques Neirynck,https://upload.wikimedia.org/wikipedia/commons/2/2b/Jacques_Neirynck.jpg,male,1931-08-17,Jacques,498,Jacques Neirynck,64009807,120052954,46638,,,,,,Jacques Neirynck,n86002081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/m/0xn5340,,,,027046044,,0000 0001 1067 4250,,,,,11917525g,,,147792185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00760691,,,1288,,,,n2005141224,,,,,,,,osa2011655238,240226,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,
Q119963,Rudolf Rechsteiner,Rudolf Rechsteiner,Rudolf Rechsteiner,Rudolf Rechsteiner,Rudolf Rechsteiner,,,Rudolf Rechsteiner,Rudolf Rechsteiner,Rudolf Rechsteiner,Rudolf Rechsteiner,Rudolf Rechsteiner,Rudolf Rechsteiner,Rudolf Rechsteiner,Rudolf Rechsteiner,Rudolf Rechsteiner,,Rudolf Rechsteiner,https://upload.wikimedia.org/wikipedia/commons/3/3d/Rudolf_Rechsteiner_(2007).jpg,male,1958-10-27,Rudolf,348,Rudolf Rechsteiner,279201391,120379759,,,,,,,,n91032085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,087478269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,
Q119970,Jakob Büchler,Jakob Büchler,Jakob Büchler,Jakob Büchler,,,,Jakob Büchler,Jakob Büchler,Jakob Büchler,Jakob Büchler,Jakob Büchler,Jakob Büchler,,Jakob Büchler,Jakob Büchler,,Jakob Büchler,https://upload.wikimedia.org/wikipedia/commons/f/f5/Jakob_Büchler_(2007).jpg,male,1952-05-29,Jakob,1104,Jakob Büchler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,
Q119978,Yvan Perrin,Yvan Perrin,Yvan Perrin,Yvan Perrin,,,,Yvan Perrin,Yvan Perrin,Yvan Perrin,Yvan Perrin,Yvan Perrin,Yvan Perrin,,Yvan Perrin,Yvan Perrin,,Yvan Perrin,https://upload.wikimedia.org/wikipedia/commons/7/72/Yvan_Perrin.jpg,male,1966-12-09,Yvan,1145,Yvan Perrin,305970710,,,,,,,,Yvan Perrin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perrin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,
Q119997,Thomas Müller,Thomas Müller,Thomas Müller,Thomas Müller,Thomas Müller,Thomas Müller,Thomas Müller,Thomas Müller,Thomas Müller,Thomas Müller,Thomas Müller,Thomas Müller,Thomas Müller,Thomas Müller,Thomas Müller,Thomas Müller (Politiker),,Thomas Müller (personnalité politique),https://upload.wikimedia.org/wikipedia/commons/d/dd/Thomas_Müller_(2007).jpg,male,1952-12-01,Thomas,1345,Thomas Müller (Politiker),,,,,,Thomas Müller,Thomas Müller,,Thomas Müller (personnalité politique),,,,,,,,,,,Thomas Müller,Thomas Müller,,,Thomas Müller,Thomas Müller,Thomas Müller,Thomas Müller,,,,Thomas Müller,Thomas Müller,,Thomas Müller,,,Thomas Müller,Thomas Müller,Thomas Müller,,,,,,Thomas Müller,Thomas Müller,Thomas Müller,,,Thomas Müller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Müller,Thomas Müller,,,,,,Thomas Müller,,,,,Thomas Müller,,Thomas Müller,Thomas Müller,Thomas Müller,Thomas Müller,Thomas Müller,Thomas Müller,Thomas Müller,Thomas Müller,Thomas Müller,Thomas Müller,Thomas Müller,Thomas Müller,Thomas Müller,Thomas Müller,Thomas Müller,Thomas Müller,Thomas Müller,Thomas Müller,Thomas Müller,Thomas Müller,Thomas Müller,Thomas Müller,Thomas Müller,Thomas Müller,Thomas Müller,Thomas Müller,Thomas Müller,Thomas Müller,Thomas Müller,Thomas Müller,Thomas Müller,Thomas Müller,Thomas Müller,Thomas Müller,Thomas Müller,Thomas Müller,Thomas Müller,Thomas Müller,,,,Thomas Müller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,
Q120013,Georges Theiler,Georges Theiler,Georges Theiler,Georges Theiler,Georges Theiler,,,Georges Theiler,Georges Theiler,Georges Theiler,Georges Theiler,Georges Theiler,Georges Theiler,Georges Theiler,Georges Theiler,Georges Theiler,,Georges Theiler,https://upload.wikimedia.org/wikipedia/commons/7/7c/Georges_Theiler_(2007).jpg,male,1949-05-20,Georges,361,Georges Theiler,187580892,1015946003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.theiler.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,
Q120021,Yves Christen,Yves Christen,Yves Christen,Yves Christen,Yves Christen,,,Yves Christen,Yves Christen,Yves Christen,Yves Christen,Yves Christen,Yves Christen,Yves Christen,Yves Christen,Yves Christen,Yves Christen,Yves Christen (homme politique),https://upload.wikimedia.org/wikipedia/commons/0/01/Yves_Christen_-_Karte.jpg,male,1941-07-13,Yves,311,Yves Christen,1104973,129932957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Yves Christen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/g/120lw83z,politician,,,,,,,
Q120026,Roland Borer,Roland Borer,Roland Borer,Roland Borer,,,,Roland Borer,Roland Borer,Roland Borer,Roland Borer,Roland Borer,Roland Borer,,Roland Borer,Roland Borer,,Roland Borer,https://upload.wikimedia.org/wikipedia/commons/5/5c/NR_Roland_Borer.jpg,male,1951-01-27,Roland,26,Roland Borer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,
Q120053,Christiane Langenberger,Christiane Langenberger,Christiane Langenberger,Christiane Langenberger,,Christiane Langenberger,,Christiane Langenberger,Christiane Langenberger,Christiane Langenberger,Christiane Langenberger,Christiane Langenberger,Christiane Langenberger,,Christiane Langenberger,Christiane Langenberger,,Christiane Langenberger,https://upload.wikimedia.org/wikipedia/commons/4/4f/Christiane_Langenberger.jpg,female,1941-04-21,Christiane,280,Christiane Langenberger,,,,,,,,,,,,,,,,,,,,Christiane Langenberger,,,,,Christiane Langenberger,,,,,,,,,,,,,,,,,,,,,,,,,,,Christiane Langenberger,,,Christiane Langenberger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christiane Langenberger,2015-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,
Q120061,Vreni Spoerry,Vreni Spoerry,Vreni Spoerry,Vreni Spoerry,Vreni Spoerry,,,Vreni Spoerry,Vreni Spoerry,Vreni Spoerry,Vreni Spoerry,Vreni Spoerry,Vreni Spoerry,Vreni Spoerry,Vreni Spoerry,Vreni Spoerry,,Vreni Spoerry,https://upload.wikimedia.org/wikipedia/commons/d/df/Vreni_Spoerry.jpg,female,1938-03-08,Vreni,211,Vreni Spoerry,3187240,114904243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,
Q120077,Thomas Minder,Thomas Minder,Thomas Minder,Thomas Minder,Thomas Minder,,,Thomas Minder,Thomas Minder,Thomas Minder,Thomas Minder,Thomas Minder,Thomas Minder,Thomas Minder,Thomas Minder,Thomas Minder,Thomas Minder,Thomas Minder,,male,1960-12-26,Thomas,4112,Thomas Minder,,,,,,,,,Thomas Minder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/m/0rfh0zj,,,,,http://www.minder.sh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,
Q120100,Jean Henri Dunant,Jean Henri Dunant,Jean Henri Dunant,Jean Henri Dunant,Jean Henri Dunant,,,Jean Henri Dunant,Jean Henri Dunant,Jean Henri Dunant,Jean Henri Dunant,Jean Henri Dunant,Jean Henri Dunant,Jean Henri Dunant,Jean Henri Dunant,Jean Henri Dunant (Politiker),,Jean Henri Dunant,"https://upload.wikimedia.org/wikipedia/commons/1/12/Jean-Henri_Dunant_(Nationalrat,_2007).jpg",male,1934-11-12,Jean,460,Jean Henri Dunant (Politiker),77159692,120959879,46618,,,,,,,,,,,,,,,,,,,,,,Jean Henri Dunant,,,,Ερρίκος Ντυνάν,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jean Henri Dunant,2015-10-19,,,,,,,,,,,069527350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,
Q120106,Antonio Hodgers,Antonio Hodgers,Antonio Hodgers,Antonio Hodgers,,,,Antonio Hodgers,Antonio Hodgers,Antonio Hodgers,Antonio Hodgers,Antonio Hodgers,Antonio Hodgers,,Antonio Hodgers,Antonio Hodgers,,Antonio Hodgers,https://upload.wikimedia.org/wikipedia/commons/5/5e/Antonio_Hodgers_2007.jpg,male,1976-02-07,Antonio,3889,Antonio Hodgers,305959163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.hodgers.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,
Q120115,Peter Schilliger,Peter Schilliger,Peter Schilliger,Peter Schilliger,,,,Peter Schilliger,Peter Schilliger,Peter Schilliger,Peter Schilliger,Peter Schilliger,Peter Schilliger,,Peter Schilliger,Peter Schilliger,,Peter Schilliger,,male,1959-06-01,Peter,4124,Peter Schilliger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.peter-schilliger.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,
Q120130,Ueli Leuenberger,Ueli Leuenberger,Ueli Leuenberger,Ueli Leuenberger,,,,Ueli Leuenberger,Ueli Leuenberger,Ueli Leuenberger,Ueli Leuenberger,Ueli Leuenberger,Ueli Leuenberger,,Ueli Leuenberger,Ueli Leuenberger,Ueli Leuenberger,Ueli Leuenberger,https://upload.wikimedia.org/wikipedia/commons/d/d6/Ueli_Leuenberger_(2007).jpg,male,1952-03-26,Ueli,1065,Ueli Leuenberger,231621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Ueli Leuenberger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,060353767,,,,,,,144459347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/g/121m7bcx,politician,,,,,,,
Q120133,Laurent Favre,Laurent Favre,Laurent Favre,Laurent Favre,,,,Laurent Favre,Laurent Favre,Laurent Favre,Laurent Favre,Laurent Favre,Laurent Favre,,Laurent Favre,Laurent Favre,,Laurent Favre,https://upload.wikimedia.org/wikipedia/commons/f/fb/Laurent_Favre_(2007).jpg,male,1972-10-14,Laurent,3922,Laurent Favre,305980927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Favre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,
Q120521,Gerold Bührer,Gerold Bührer,Gerold Bührer,Gerold Bührer,Gerold Bührer,Gerold Bührer,Gerold Bührer,Gerold Bührer,Gerold Bührer,Gerold Bührer,Gerold Bührer,Gerold Bührer,Gerold Bührer,Gerold Bührer,Gerold Bührer,Gerold Bührer,Gerold Bührer,,https://upload.wikimedia.org/wikipedia/commons/b/ba/Gerold_Bührer.jpg,male,1948-06-23,Gerold,34,Gerold Bührer,306251270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,
Q120525,Josy Gyr,Josy Gyr-Steiner,Josy Gyr-Steiner,Josy Gyr-Steiner,Josy Gyr-Steiner,,,Josy Gyr,Josy Gyr,Josy Gyr,Josy Gyr,Josy Gyr-Steiner,Josy Gyr-Steiner,Josy Gyr-Steiner,Josy Gyr-Steiner,Josy Gyr,Josy Gyr-Steiner,,,female,1949-10-10,Josy,1151,Josy Gyr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/m/02rj5kk,Gyr,Josy Gyr-Steiner,2007-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,
Q120576,Tilo Frey,Tilo Frey,Tilo Frey,Tilo Frey,Tilo Frey,Tilo Frey,Tilo Frey,Tilo Frey,Tilo Frey,Tilo Frey,Tilo Frey,Tilo Frey,Tilo Frey,Tilo Frey,Tilo Frey,Tilo Frey,Tilo Frey,Tilo Frey,,female,1923-05-02,Tilo,1197,Tilo Frey,309561633,1052025501,6042,,,,,,,,,,,,,,,,,,,,,,Tilo Frey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/m/04mz5q1,Frey,Tilo Frey,2008-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,
Q120616,Marcel Scherer,Marcel Scherer,Marcel Scherer,Marcel Scherer,,,,Marcel Scherer,Marcel Scherer,Marcel Scherer,Marcel Scherer,Marcel Scherer,Marcel Scherer,,Marcel Scherer,Marcel Scherer,,Marcel Scherer,https://upload.wikimedia.org/wikipedia/commons/c/ce/Marcel_Scherer_(2007).jpg,male,1952-01-29,Marcel,506,Marcel Scherer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,
Q120632,Josef Kunz,Josef Kunz,Josef Kunz,Josef Kunz,,,,Josef Kunz,Josef Kunz,Josef Kunz,Josef Kunz,Josef Kunz,Josef Kunz,,Josef Kunz,Josef Kunz,,Josef Kunz,https://upload.wikimedia.org/wikipedia/commons/0/06/Josef_Kunz_(2007).jpg,male,1945-06-01,Josef,336,Josef Kunz,304629285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16691656d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,
Q120634,Beat Arnold,Beat Arnold,Beat Arnold,Beat Arnold,,,,Beat Arnold,Beat Arnold,Beat Arnold,Beat Arnold,Beat Arnold,Beat Arnold,,Beat Arnold,Beat Arnold,,Beat Arnold,,male,1978-04-24,Beat,,Beat Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,
Q120637,Pirmin Schwander,Pirmin Schwander,Pirmin Schwander,Pirmin Schwander,Pirmin Schwander,,,Pirmin Schwander,Pirmin Schwander,Pirmin Schwander,Pirmin Schwander,Pirmin Schwander,Pirmin Schwander,Pirmin Schwander,Pirmin Schwander,Pirmin Schwander,,Pirmin Schwander,https://upload.wikimedia.org/wikipedia/commons/6/67/Pirmin_Schwander_(2007).jpg,male,1961-12-28,Pirmin,1159,Pirmin Schwander,64686985,113536275,,,,,,,Pirmin Schwander,n96031257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,
