id,name__en,name,image,gender,identifier__VIAF,identifier__GND,identifier__LCAuth,birth_date,identifier__freebase,given_name,website,identifier__Muzinger,identifier__journalisted,identifier__EuroparlMEP,family_name,death_date,identifier__ISNI,identifier__BNF,identifier__SUDOC,identifier__IMDB,identifier__NTA,identifier__NLA,identifier__NPG,identifier__MusicBrainz,identifier__SELIBR,identifier__NNDB,identifier__Oxforddnb,identifier__GTAA,honorific_prefix,name__zh,name__pl,name__eu,name__fr,name__ru,name__es,name__ca,name__hu,name__fi,name__it,name__la,name__cy,name__de,name__br,name__ga,name__nl,name__sv,name__mzn,name__oc,name__nb,name__da,name__nn,name__he,wikipedia__br,wikipedia__ca,wikipedia__cy,wikipedia__de,wikipedia__en,wikipedia__es,wikipedia__eu,wikipedia__fi,wikipedia__fr,wikipedia__ga,wikipedia__he,wikipedia__hu,wikipedia__it,wikipedia__la,wikipedia__mzn,wikipedia__nl,wikipedia__pl,wikipedia__ru,wikipedia__simple,wikipedia__sv,wikipedia__zh,identifier__Munzinger,identifier__hansard,name__be,name__gl,name__id,name__bn,name__ar,name__pt,name__eo,name__uk,name__be_tarask,name__cs,name__bg,name__fa,name__ckb,name__az,name__ko,name__hy,wikipedia__ar,wikipedia__az,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__bn,wikipedia__ckb,wikipedia__commons,wikipedia__cs,wikipedia__da,wikipedia__enwikiquote,wikipedia__eo,wikipedia__fa,wikipedia__gl,wikipedia__id,wikipedia__ko,wikipedia__nn,wikipedia__no,wikipedia__pt,wikipedia__uk,original_wikiname,name__af,wikipedia__af,wikipedia__plwikiquote,name__gd,name__yo,name__et,name__ja,name__pnb,name__sk,name__ku_arab,name__ku_latn,name__tr,name__ku,name__hi,name__ur,wikipedia__et,wikipedia__gd,wikipedia__ja,wikipedia__ku,wikipedia__pnb,wikipedia__sk,wikipedia__tr,wikipedia__ur,wikipedia__yo,identifier__parliamentDOTuk,name__nan,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__is,name__ro,name__mr,name__io,wikipedia__io,wikipedia__is,wikipedia__mr,wikipedia__ro,wikipedia__zh_min_nan,name__el,name__sr_el,name__sr_ec,name__hr,name__sco,name__sr,name__ie,wikipedia__el,wikipedia__hr,wikipedia__ie,wikipedia__itwikiquote,wikipedia__sco,wikipedia__sr,identifier__GNC,identifier__publicwhip,name__en_ca,name__en_gb,name__tl,wikipedia__tl,name__de_ch,name__yue,name__an,name__bs,name__ceb,name__lb,name__lmo,name__lt,name__nds,name__nds_nl,name__pms,name__sl,name__sq,name__vec,name__wa,name__vmf,twitter,name__ta,wikipedia__ta,identifier__discogs,identifier__TWFY,identifier__bbc_democracy_live,identifier__Britannica,identifier__FAST,identifier__N6I,identifier__parliamentary_record,identifier__CSPAN,name__sh,wikipedia__sh,wikipedia__hiwikiquote,identifier__BNE,identifier__OLID,occupation,identifier__BBC_things,name__nrm,wikipedia__nrm,identifier__snac,noble_title,identifier__DoUB,wikipedia__sl,identifier__nobel_prize,identifier__MGP,name__ast,name__bar,name__bm,name__co,name__de_at,name__frc,name__frp,name__fur,name__gsw,name__ia,name__jam,name__kab,name__kg,name__li,name__lij,name__lv,name__mg,name__min,name__ms,name__nap,name__pap,name__pcd,name__prg,name__pt_br,name__rgn,name__rm,name__sc,name__scn,name__sw,name__vi,name__vls,name__vo,name__wo,name__zu,name__fit,identifier__wikitree,wikipedia__enwikinews,identifier__guardian_topic,identifier__PACE,wikipedia__cawikiquote,wikipedia__bgwikiquote,identifier__nlg,facebook
Q5242200,"Davy Hyland","Davy Hyland",,male,,,,1955-02-25,,Davy,,,,,,,,,,,,,,,,,,,,,,,"Davy Hyland",,"Davy Hyland",,"Davy Hyland",,,,,"Davy Hyland",,,"Davy Hyland",,,,,,,,,,,,"Davy Hyland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5242494,"Dawn Purvis","Dawn Purvis",,female,,,,1966-10-22,,Dawn,,,,,,,,,,,,,,,,,,,,,,,"Dawn Purvis",,,,"Dawn Purvis",,,,,"Dawn Purvis",,,"Dawn Purvis",,,,,,,,,,,,"Dawn Purvis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5249360,"Declan McAleer","Declan McAleer",https://upload.wikimedia.org/wikipedia/commons/e/e8/Declan_McAleer.jpg,male,,,,1973-07-10,,Declan,,,,,,,,,,,,,,,,,,,,,,,"Declan McAleer",,,,"Declan McAleer",,"Declan McAleer",,,"Declan McAleer",,,"Declan McAleer",,,,,,,,,,,,"Declan McAleer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5249384,"Declan O'Loan","Declan O'Loan",,male,,,,1951-08-05,,Declan,,,,,,,,,,,,,,,,,,,,,,,"Declan O'Loan",,"Declan O'Loan",,"Declan O'Loan",,,,,"Declan O'Loan",,,"Declan O'Loan",,,,,,,,,,,,"Declan O'Loan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5257276,"Denis Haughey","Denis Haughey",,male,,,,1944-10-03,,Denis,,,,,,,,,,,,,,,,,,,,,,"Denis Haughey","Denis Haughey",,"Denis Haughey",,"Denis Haughey",,,,,"Denis Haughey",,,"Denis Haughey",,,,,,,,,,,,"Denis Haughey",,"Denis Haughey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5257576,"Denis Watson","Denis Watson",,male,,,,,,Denis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Denis Watson",,,"Denis Watson",,,,,,,,,,,,"Denis Watson (politician)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Denis Watson","Denis Watson",,,,,,,,,,,"Denis Watson",,,,,,,"Denis Watson",,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5259244,"Denny Vitty","Denny Vitty",,male,,,,1949-08,,Denny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Denny Vitty",,,"Denny Vitty",,,,,,,,,,,,"Denny Vitty",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5262066,"Derek Hussey","Derek Hussey",,male,,,,1948-09-12,,Derek,,,,,,,,,,,,,,,,,,,,,,,"Derek Hussey",,,,"Derek Hussey",,,,,"Derek Hussey",,,"Derek Hussey",,,,,,,,,,,,"Derek Hussey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5262833,"Dermot Nesbitt","Dermot Nesbitt",,male,26576379,,,1947-08-14,,Dermot,,,,,,,,,,,,,,,,,,,,,,,"Dermot Nesbitt",,,,"Dermot Nesbitt",,"Dermot Nesbitt",,,"Dermot Nesbitt",,,"Dermot Nesbitt",,,,,,,,,,,,"Dermot Nesbitt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"德莫特·內斯位元",,"德莫特·內斯比特",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5262997,"Derrick Crothers","Derrick Crothers",,male,,,,1942-06-24,,Derrick,,,,,,,,,,,,,,,,,,,,,,,"Derrick Crothers",,"Derrick Crothers",,"Derrick Crothers",,,,,"Derrick Crothers",,,"Derrick Crothers",,,,,,,,,,,,"Derrick Crothers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,133786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5264729,"Desmond Gillespie","Desmond Gillespie",,male,,,,1912,,Desmond,,,,,,1986,,,,,,,,,,,,,,,,,"Desmond Gillespie",,,,"Desmond Gillespie",,"Desmond Gillespie",,,"Desmond Gillespie",,,"Desmond Gillespie",,,,,,,,,,,,"Desmond Gillespie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5289533,"Dolores Kelly","Dolores Kelly",,female,,,,1959-09-03,,Dolores,,,,,,,,,,,,,,,,,,,,,,,"Dolores Kelly",,"Dolores Kelly",,"Dolores Kelly",,,,,"Dolores Kelly",,,"Dolores Kelly",,,,,,,,,,,,"Dolores Kelly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5290471,"Dominic Bradley","Dominic Bradley",https://upload.wikimedia.org/wikipedia/commons/d/d6/Dominic_Bradley.jpg,male,,,,1960-08-29,,Dominic,,,,,,,,,,,,,,,,,,,,,,,"Dominic Bradley",,"Dominic Bradley",,"Dominic Bradley",,,,,"Dominic Bradley",,,"Dominic Bradley",,,,,,,,,,,,"Dominic Bradley",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q529315,"Oliver Napier","Oliver Napier",,male,,,,1935-07-11,/m/040cwl,Oliver,,,,,,2011-07-02,,,,,,,,,,,101103960,,,,,,"Oliver Napier",,"Oliver Napier",,"Oliver Napier",,,,"Oliver Napier","Oliver Napier",,"Oliver Napier","Oliver Napier","Oliver Napier",,,,,,,,,,"Oliver Napier","Oliver Napier",,,,,"Oliver Napier",,,,,,,,,,"Oliver Napier",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5296845,"Donovan McClelland","Donovan McClelland",,male,,,,1949-01-14,,Donovan,,,,,,,,,,,,,,,,,,,,,,,"Donovan McClelland",,,,"Donovan McClelland",,"Donovan McClelland",,,,,,"Donovan McClelland",,,,,,,,,,,,"Donovan McClelland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5298393,"Dorothy Dunlop","Dorothy Dunlop",,female,,,,,,Dorothy,,,,,,,,,,,,,,,,,,,,,,,"Dorothy Dunlop",,,,"Dorothy Dunlop",,,,,"Dorothy Dunlop",,,"Dorothy Dunlop","Dorothy Dunlop",,,"Dorothy Dunlop","Dorothy Dunlop","Dorothy Dunlop",,,,,,"Dorothy Dunlop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5301622,"Douglas Hutchinson","Douglas Hutchinson",,male,,,,1918,,Douglas,,,,,,,,,,,,,,,,,,,,,,,"Douglas Hutchinson",,,,"Douglas Hutchinson",,"Douglas Hutchinson",,,"Douglas Hutchinson",,,"Douglas Hutchinson",,,,,,,,,,,,"Douglas Hutchinson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5314604,"Duncan Shipley-Dalton","Duncan Shipley-Dalton",,male,,,,1970-11-07,,Duncan,,,,,,,,,,,,,,,,,,,,,,,"Duncan Shipley-Dalton",,"Duncan Shipley-Dalton",,"Duncan Shipley-Dalton",,,,,,,,"Duncan Shipley-Dalton",,,,,,,,,,,,"Duncan Shipley-Dalton",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5325535,"Eamon O'Neill","Eamon O'Neill",,male,,,,1944-09-15,,Eamon,,,,,,,,,,,,,,,,,,,,,,,"Eamon O'Neill",,"Eamon O'Neill",,"Eamon O'Neill",,,,,"Eamon O'Neill",,,"Eamon O'Neill",,,,,,,,,,,,"Eamon O'Neill",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eamon O'Neill",,,,,,,,,,,,,,,,,,,,,,,,"Eamon O'Neill",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5336300,"Eddie McGrady","Eddie McGrady",,male,,,,1935-06-03,,Eddie,,,,,,2013-11-11,,,,,,,,,,,101107659,,,,,,"Eddie McGrady",,"Eddie McGrady",,"Eddie McGrady",,,,"Eddie McGrady","Eddie McGrady",,,"Eddie McGrady","Eddie McGrady",,,"Eddie McGrady","Eddie McGrady","Eddie McGrady",,,,,,"Eddie McGrady",,,,,,,,,,,,,,,"Eddie McGrady",,,mr-eddie-mcgrady,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5337265,"Edgar Graham","Edgar Graham",,male,,,,1954,,Edgar,,,,,Graham,1983-12-07,,,,,,,,,,,,104141,,,,,"Edgar Graham",,"Edgar Graham",,"Edgar Graham",,"Edgar Graham",,,"Edgar Graham",,,"Edgar Graham",,,,,,,,,,,,"Edgar Graham",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OL6217802A,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5346750,"Edwin Poots","Edwin Poots",https://upload.wikimedia.org/wikipedia/commons/8/81/Edwin_Poots_(cropped).jpg,male,,,,1965-05-27,,Edwin,,,,,,,,,,,,,,,,,,,,,,,"Edwin Poots",,"Edwin Poots",,"Edwin Poots",,,,,"Edwin Poots",,,"Edwin Poots",,,,,,,,,,,,"Edwin Poots",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5349324,"Eileen Bell","Eileen Bell",,female,,,,1943-08-15,,Eileen,,,,,,,,,,,,,,,,,,,,,,,"Eileen Bell","Эйлин Белл","Eileen Bell",,"Eileen Bell",,"Eileen Bell",,,"Eileen Bell",,,"Eileen Bell",,,,,,,,,,,,"Eileen Bell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5392752,"Ernest Baird","Ernest Baird",,male,,,,1930,,Ernest,,,,,,2003,,,,,,,,,,,,,,,,,"Ernest Baird",,"Ernest Baird",,"Ernest Baird",,"Ernest Baird",,,"Ernest Baird",,,"Ernest Baird",,,,,,,,,,,,"Ernest Baird",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5398557,"Esmond Birnie","Esmond Birnie",,male,111424398,,,1965-01-06,,Esmond,,,,,,,"0000 0000 8177 9386",12322574s,,,,,,,,,,,,,,,"Esmond Birnie",,"Esmond Birnie",,"Esmond Birnie",,"Esmond Birnie",,,"Esmond Birnie",,,"Esmond Birnie",,,,,,,,,,,,"Esmond Birnie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,economist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5407530,"Eugene McMenamin","Eugene McMenamin",,male,,,,1947,,Eugene,,,,,,,,,,,,,,,,,,,,,,,"Eugene McMenamin",,,,"Eugene McMenamin",,"Eugene McMenamin",,,"Eugene McMenamin",,,"Eugene McMenamin",,,,,,,,,,,,"Eugene McMenamin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5439436,"Fearghal McKinney","Fearghal McKinney",https://upload.wikimedia.org/wikipedia/commons/f/f7/Profile_fearghal_mckinney.jpg,male,,,,1962-07-06,,,,,,,,,,,,,,,,,,,,,,,,,"Fearghal McKinney",,"Fearghal McKinney",,"Fearghal McKinney",,,,,"Fearghal McKinney",,,"Fearghal McKinney","Fearghal McKinney",,,"Fearghal McKinney","Fearghal McKinney","Fearghal McKinney",,,,,,"Fearghal McKinney",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5468960,"Peter McLachlan","Peter McLachlan",,male,,,,1936-08-21,,Peter,,,,,,1999-08-04,,,,,,,,,,,,,,,,,"Peter McLachlan",,,,"Peter McLachlan",,"Peter McLachlan",,,"Peter McLachlan",,,"Peter McLachlan",,,,,,,,,,,,"Peter McLachlan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,1831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5477442,"Fra McCann","Fra McCann",https://upload.wikimedia.org/wikipedia/commons/6/6d/Fra_McCann.jpg,male,,,,1953-06-19,,,,,,,,,,,,,,,,,,,,,,,,,"Fra McCann","Маккенн, Фра",,,"Fra McCann",,"Fra McCann",,,"Fra McCann",,,"Fra McCann",,,,,,,,,,,,"Fra McCann",,,,,,,,,,,,,"Маккенн, Фра",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5479812,"Francie Molloy","Francie Molloy",https://upload.wikimedia.org/wikipedia/commons/c/cc/FrancieMolloy.jpg,male,,,,1950-12-16,,Francie,,,,,,,,,,,,,,,,,,,,,,,"Francie Molloy",,,,"Francie Molloy","Francie Molloy",,,,"Francie Molloy",,,"Francie Molloy","Francie Molloy",,,,,,,,,,,"Francie Molloy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commons/francie-molloy/4274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5486569,"Frank Feely","Frank Feely",,male,,,,,,Frank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Frank Feely",,,"Frank Feely",,,,,,,,,,,,"Frank Feely",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5488438,"Frank Millar","Frank Millar",,male,,,,1925,,Frank,,,,,,2001-05-13,,,,,,,,,,,,,,,,,"Frank Millar",,,,"Frank Millar",,,,,"Frank Millar",,,"Frank Millar",,,,,,,,,,,,"Frank Millar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5488439,"Frank Millar Jr","Frank Millar Jr",,male,,,,,,Frank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Frank Millar Jr",,,"Frank Millar Jr",,,,,,,,,,,,"Frank Millar Jr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Франк Милър — младши",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Франк Милър — младши",,
