id,name__fo,name__sv,name__nb,name__da,name,wikipedia__commons,wikipedia__da,wikipedia__fo,wikipedia__no,wikipedia__sv,image,gender,birth_date,given_name,original_wikiname,occupation,name__en,name__it,name__hu,name__de,name__nl,wikipedia__de,wikipedia__hu,wikipedia__nowikiquote,name__pl,wikipedia__pl,name__fr,name__zh,name__es,name__ja,wikipedia__en,wikipedia__ja,identifier__freebase,website,identifier__VIAF,death_date,name__fi,wikipedia__fi,name__eo,name__is,name__ru,name__id,name__nn,name__cs,name__el,name__gv,wikipedia__cs,wikipedia__el,wikipedia__eo,wikipedia__es,wikipedia__fr,wikipedia__gv,wikipedia__id,wikipedia__is,wikipedia__it,wikipedia__nl,wikipedia__nn,wikipedia__ru,wikipedia__zh,name__tr,name__et,wikipedia__et,wikipedia__tr,facebook,name__ia,wikipedia__ia,identifier__GND,identifier__LCAuth,name__nds,identifier__google_knowledge,name__cy,name__zh_hant,name__zh_cn,identifier__SUDOC,name__os,name__sh,name__az,name__ca,name__lt,name__mg,wikipedia__az,wikipedia__ca,wikipedia__lt,wikipedia__mg,wikipedia__os,wikipedia__sh,name__gl,name__af,name__an,name__ast,name__bar,name__bm,name__br,name__co,name__de_at,name__de_ch,name__en_ca,name__en_gb,name__eu,name__frc,name__frp,name__fur,name__ga,name__gd,name__gsw,name__hr,name__ie,name__io,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__lv,name__min,name__ms,name__nap,name__nds_nl,name__nrm,name__oc,name__pap,name__pcd,name__pms,name__prg,name__pt,name__pt_br,name__rgn,name__rm,name__ro,name__sc,name__scn,name__sco,name__sk,name__sr_el,name__sw,name__vec,name__vi,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,name__ar,wikipedia__ar,identifier__ISNI,identifier__BNF
Q273984,"Helena Dam á Neystabø",,"Helena Dam á Neystabø","Helena Dam á Neystabø","Helena Dam á Neystabø","Category:Helena Dam á Neystabø","Helena Dam á Neystabø","Helena Dam á Neystabø","Helena Dam á Neystabø",,https://upload.wikimedia.org/wikipedia/commons/8/8d/Helena_Dam_a_Neystabo.jpg,female,1955-12-10,Helena,"Helena Dam á Neystabø",politician,"Helena Dam á Neystabø",,"Helena Dam á Neystabø","Helena Dam á Neystabø","Helena Dam á Neystabø","Helena Dam á Neystabø","Helena Dam á Neystabø",,"Helena Dam á Neystabø","Helena Dam á Neystabø",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q293032,"Óli Breckmann",,"Óli Breckmann","Óli Breckmann","Óli Breckmann",,"Óli Breckmann","Óli Breckmann","Óli Breckmann",,https://upload.wikimedia.org/wikipedia/commons/e/e7/Breckmann.jpg,male,1948-03-30,,"Óli Breckmann",politician,"Óli Breckmann",,"Óli Breckmann","Óli Breckmann","Óli Breckmann","Óli Breckmann","Óli Breckmann","Óli Breckmann",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q331736,"Tórbjørn Jacobsen",,"Tórbjørn Jacobsen","Tórbjørn Jacobsen","Tórbjørn Jacobsen",,"Tórbjørn Jacobsen","Tórbjørn Jacobsen","Tórbjørn Jacobsen",,https://upload.wikimedia.org/wikipedia/commons/4/41/Torbjorn_Jacobsen_01_cut.jpg,male,1955-10-07,,"Tórbjørn Jacobsen",sailor,"Tórbjørn Jacobsen",,"Tórbjørn Jacobsen","Tórbjørn Jacobsen","Tórbjørn Jacobsen","Tórbjørn Jacobsen","Tórbjørn Jacobsen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q331777,"Heðin Mortensen",,"Heðin Mortensen","Heðin Mortensen","Heðin Mortensen",,"Heðin Mortensen","Heðin Mortensen","Heðin Mortensen",,https://upload.wikimedia.org/wikipedia/commons/b/be/Hedin_Mortensen_Mayor_of_Torshavn.JPG,male,1946-04-07,,"Heðin Mortensen",politician,"Heðin Mortensen",,,"Heðin Mortensen","Heðin Mortensen","Heðin Mortensen",,,"Heðin Mortensen","Heðin Mortensen",,,,,"Heðin Mortensen",,,http://www.hedinmortensen.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q331786,"Kaj Leo Johannesen","Kaj Leo Johannesen","Kaj Leo Johannesen","Kaj Leo Johannesen","Kaj Leo Johannesen","Category:Kaj Leo Johannesen","Kaj Leo Johannesen","Kaj Leo Holm Johannesen","Kaj Leo Johannesen","Kaj Leo Johannesen",https://upload.wikimedia.org/wikipedia/commons/d/dd/KajLeoJohannesen_crop.jpg,male,1964-08-28,Kaj,"Kaj Leo Johannesen","association football player","Kaj Leo Johannesen","Kaj Johannesen","Kaj Leo Johannesen","Kaj Leo Johannesen","Kaj Leo Johannesen","Kaj Leo Johannesen","Kaj Leo Johannesen",,"Kaj Leo Johannesen","Kaj Leo Johannesen","Kaj Leo Johannesen","卡伊·莱奥·约翰内森","Kaj Leo Johannesen","カイ・レオ・ヨハンセン","Kaj Leo Johannesen","カイ・レオ・ヨハンセン",/m/04mzlgd,,,,"Kaj Leo Johannesen","Kaj Leo Johannesen",,"Kaj Leo Holm Johannesen","Кай Лео Йоханнесен",,"Kaj Leo Johannesen",,"Κάι Λέο Γιοχάνεσεν",,,"Κάι Λέο Γιοχάνεσεν",,"Kaj Leo Johannesen","Kaj Leo Johannesen",,,"Kaj Leo Holm Johannesen","Kaj Leo Johannesen","Kaj Leo Johannesen","Kaj Leo Johannesen","Кай Лео Йоханнесен","卡伊·莱奥·约翰内森","Kaj Leo Johannesen",,,"Kaj Leo Johannesen",,,,,,,,,,,,"Кай Лео Йоханнесен","Kaj Leo Johannesen","Kay Leo Yohannesen","Kaj Leo Johannesen","Kaj Leo Johannesen","Kaj Leo Johannesen","Kay Leo Yohannesen","Kaj Leo Johannesen","Kaj Leo Johannesen","Kaj Leo Johannesen","Кай Лео Йоханнесен","Kaj Leo Johannesen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q331826,"Jógvan Arge",,"Jógvan Arge","Jógvan Arge","Jógvan Arge",,"Jógvan Arge","Jógvan Arge","Jógvan Arge",,,male,1947-06-17,"Jógvan","Jógvan Arge",journalist,"Jógvan Arge",,,"Jógvan Arge","Jógvan Arge","Jógvan Arge",,,,,,,,,,,,,272873221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n96118762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q331931,"Jóannes Eidesgaard","Jóannes Eidesgaard","Jóannes Eidesgaard","Jóannes Eidesgaard","Jóannes Eidesgaard","Jóannes Eidesgaard","Jóannes Eidesgaard","Jóannes Eidesgaard","Jóannes Eidesgaard","Jóannes Eidesgaard",https://upload.wikimedia.org/wikipedia/commons/0/0a/Joannes_Eidesgaard_in_Gjogv.jpg,male,1951-04-19,,"Jóannes Eidesgaard",politician,"Jóannes Eidesgaard","Jóannes Eidesgaard","Jóannes Eidesgaard","Jóannes Eidesgaard","Jóannes Eidesgaard","Jóannes Eidesgaard","Jóannes Eidesgaard",,"Jóannes Eidesgaard","Jóannes Eidesgaard","Jóannes Eidesgaard","约安内斯·埃德斯加德","Jóannes Eidesgaard",,"Jóannes Eidesgaard",,/m/037lqt,,,,"Jóannes Eidesgaard","Jóannes Eidesgaard","Jóannes Eidesgaard","Jóannes Eidesgaard","Йоуаннес Айдесгорд","Jóannes Eidesgaard","Jóannes Eidesgaard","Jóannes Eidesgaard","Γιόανες Άιντεσγκααρτ","Jóannes Eidesgaard","Jóannes Eidesgaard","Γιόανες Άιντεσγκααρτ","Jóannes Eidesgaard","Jóannes Eidesgaard","Jóannes Eidesgaard","Jóannes Eidesgaard","Jóannes Eidesgaard","Jóannes Eidesgaard","Jóannes Eidesgaard","Jóannes Eidesgaard","Jóannes Eidesgaard","Айдесгорд, Йоуаннес","约安内斯·埃德斯加德",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3445137,"Jógvan Skorheim","Jógvan Skorheim","Jógvan Skorheim","Jógvan Skorheim","Jógvan Skorheim",,"Jógvan Skorheim","Jógvan Skorheim","Jógvan Skorheim","Jógvan Skorheim",https://upload.wikimedia.org/wikipedia/commons/9/98/J.skorheim.PNG,male,1982-06-16,"Jógvan","Jógvan Skorheim",politician,"Jógvan Skorheim",,,,,,,,"Jógvan Skorheim","Jógvan Skorheim",,"祖格雲·斯庫黑姆",,,"Jógvan Skorheim",,,http://www.wix.com/skorheim/skorheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3445157,"Tordur Niclasen","Tordur Niclasen","Tordur Niclasen","Tordur Niclasen","Tordur Niclasen",,"Tordur Niclasen","Tordur Niclasen","Tordur Niclasen","Tordur Niclasen",,male,1950-04-20,,"Tordur Niclasen",nurse,,,,,"Tordur Niclasen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3445165,"Ingeborg Vinther","Ingeborg Vinther","Ingeborg Vinther","Ingeborg Vinther","Ingeborg Vinther","Category:Ingeborg Vinther","Ingeborg Vinther","Ingeborg Vinther","Ingeborg Vinther","Ingeborg Vinther","https://upload.wikimedia.org/wikipedia/commons/f/f0/Ingeborg_Vinther.Vágur.jpg",female,1945-05-11,Ingeborg,"Ingeborg Vinther",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3445176,"Niels Pauli Danielsen","Niels Pauli Danielsen","Niels Pauli Danielsen","Niels Pauli Danielsen","Niels Pauli Danielsen",,"Niels Pauli Danielsen","Niels Pauli Danielsen","Niels Pauli Danielsen","Niels Pauli Danielsen",,male,1938-12-06,Niels,"Niels Pauli Danielsen",politician,,,,,"Niels Pauli Danielsen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q362474,"Bill Justinussen",,"Bill Justinussen","Bill Justinussen","Bill Justinussen",,"Bill Justinussen","Bill Justinussen","Bill Justinussen",,https://upload.wikimedia.org/wikipedia/commons/7/71/Bill_Justinussen.jpg,male,1963-08-27,Bill,"Bill Justinussen",economist,,,"Bill Justinussen","Bill Justinussen","Bill Justinussen","Bill Justinussen","Bill Justinussen",,,,"Bill Justinussen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3818072,"Henrik Old",,"Henrik Old","Henrik Old","Henrik Old","Category:Henrik Old","Henrik Old","Henrik Old","Henrik Old",,https://upload.wikimedia.org/wikipedia/commons/7/7d/Henrik_Old.jpg,male,1947-06-20,Henrik,"Henrik Old",politician,"Henrik Old",,,"Henrik Old","Henrik Old","Henrik Old",,,,,"Henrik Old",,,,"Henrik Old",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q466097,"Annita á Fríðriksmørk",,"Annita á Fríðriksmørk","Annita á Fríðriksmørk","Annita á Fríðriksmørk",,"Annita á Fríðriksmørk","Annita á Fríðriksmørk","Annita á Fríðriksmørk",,"https://upload.wikimedia.org/wikipedia/commons/d/dc/Annita_á_Fríðriksmørk_2015.JPG",female,1968-07-27,Annita,"Annita á Fríðriksmørk",,,,"Annita á Fríðriksmørk","Annita á Fríðriksmørk","Annita á Fríðriksmørk","Annita á Fríðriksmørk","Annita á Fríðriksmørk",,"Annita á Fríðriksmørk","Annita á Fríðriksmørk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q466349,"Kristina Háfoss","Kristina Háfoss","Kristina Háfoss","Kristina Háfoss","Kristina Háfoss","Category:Kristina Háfoss","Kristina Háfoss","Kristina Háfoss","Kristina Háfoss",,"https://upload.wikimedia.org/wikipedia/commons/1/13/Kristina_Háfoss_2012.jpg",female,1975-06-26,Kristina,"Kristina Háfoss",jurist,"Kristina Háfoss",,"Kristina Háfoss","Kristina Háfoss","Kristina Háfoss","Kristina Háfoss","Kristina Háfoss",,,,"Kristina Háfoss",,,,"Kristina Háfoss",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q509791,"John Petersen",,"John Petersen","John Petersen","John Petersen",,"John Petersen","John Petersen (politikari)","John Petersen",,,male,1948-09-08,John,"John Petersen",,,,"John Petersen",,"John Petersen",,"John Petersen",,,,"John Petersen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q529900,"Anfinn Kallsberg","Anfinn Kallsberg","Anfinn Kallsberg","Anfinn Kallsberg","Anfinn Kallsberg","Anfinn Kallsberg","Anfinn Kallsberg","Anfinn Kallsberg","Anfinn Kallsberg","Anfinn Kallsberg",https://upload.wikimedia.org/wikipedia/commons/c/c0/Anfinn_Kallsberg.jpg,male,1947-11-19,,"Anfinn Kallsberg",politician,"Anfinn Kallsberg",,"Anfinn Kallsberg","Anfinn Kallsberg","Anfinn Kallsberg","Anfinn Kallsberg","Anfinn Kallsberg",,"Anfinn Kallsberg","Anfinn Kallsberg","Anfinn Kallsberg",,"Anfinn Kallsberg",,"Anfinn Kallsberg",,/m/077f65,,,,,,,,,,,,,,,,,"Anfinn Kallsberg",,,,,,,,,,,,,,,,,,,,,,"安芬·卡爾斯貝格","安芬·卡尔斯贝格",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q544116,"Lisbeth L. Petersen","Lisbeth Beate Lindenskov Petersen","Lisbeth L. Petersen","Lisbeth Petersen","Lisbeth L. Petersen",,"Lisbeth Petersen","Lisbeth L. Petersen","Lisbeth L. Petersen","Lisbeth Beate Lindenskov Petersen",,female,1939-02-28,Lisbeth,"Lisbeth L. Petersen",politician,"Lisbeth Petersen",,"Lisbeth L. Petersen","Lisbeth L. Petersen","Lisbeth Petersen","Lisbeth L. Petersen","Lisbeth L. Petersen",,,,"Lisbeth Petersen","利斯貝思·L·彼得森",,,"Lisbeth L. Petersen",,,,43664080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/g/1225dctj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q556712,"Aksel V. Johannesen","Aksel V. Johannesen","Aksel V. Johannesen","Aksel V. Johannesen","Aksel V. Johannesen","Category:Aksel V Johannesen","Aksel V. Johannesen","Aksel V. Johannesen","Aksel V. Johannesen","Aksel V. Johannesen",https://upload.wikimedia.org/wikipedia/commons/6/60/Aksel_V_Johannesen_2012.jpg,male,1972-11-08,Aksel,"Aksel V. Johannesen",politician,"Aksel V. Johannesen",,"Aksel V. Johannesen","Aksel V. Johannesen","Aksel Johannesen","Aksel V. Johannesen","Aksel V. Johannesen",,"Aksel V. Johannesen","Aksel V. Johannesen","Aksel V. Johannesen","阿克塞爾·V·約翰森","Aksel Johannesen","アクセル・ヨハネセン","Aksel V. Johannesen","アクセル・ヨハネセン",/m/0_lfs3b,,,,,,,"Aksel V. Johannesen",,,,,"Άξελ Β. Γιοχάνεσεν",,,"Άξελ Β. Γιοχάνεσεν",,"Aksel Johannesen","Aksel V. Johannesen",,,"Aksel V. Johannesen",,"Aksel Johannesen",,,"阿克塞爾·V·約翰森","Aksel V. Johannesen","Aksel V. Johannesen","Aksel V. Johannesen","Aksel V. Johannesen",aksel.johannesen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q567780,"Høgni Hoydal","Høgni Hoydal","Høgni Hoydal","Høgni Hoydal","Høgni Hoydal","Category:Høgni Hoydal","Høgni Hoydal","Høgni Hoydal","Høgni Hoydal","Høgni Hoydal",https://upload.wikimedia.org/wikipedia/commons/9/93/Hogni_hoydal.jpg,male,1966-03-28,,"Høgni Hoydal",politician,"Høgni Hoydal",,"Høgni Hoydal","Høgni Hoydal","Høgni Hoydal","Høgni Hoydal","Høgni Hoydal",,"Høgni Hoydal","Høgni Hoydal","Høgni Hoydal","和葛妮·霍伊達爾","Høgni Hoydal","ヘグニ・ホイダル","Høgni Hoydal","ヘグニ・ホイダル",/m/05t39z,,54326312,,,,,"Høgni Hoydal",,,,,,,,,,"Høgni Hoydal","Høgni Hoydal",,,"Høgni Hoydal",,"Høgni Hoydal",,,,,,,,hognihoydal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"هايخني هيدال","هايخني هيدال","0000 0000 3619 7045",137465233
Q599944,"Bjørn Kalsø","Bjørn Kalsø","Bjørn Kalsø","Bjørn Kalsø","Bjørn Kalsø","Category:Bjørn Kalsø","Bjørn Kalsø","Bjørn Kalsø","Bjørn Kalsø","Bjørn Kalsø","https://upload.wikimedia.org/wikipedia/commons/2/27/Björn_Karlsö_at_Göteborg_Book_Fair_2012.jpg",male,1966-03-23,"Bjørn","Bjørn Kalsø",politician,,,"Bjørn Kalsø","Bjørn Kalsø","Bjørn Kalsø","Bjørn Kalsø","Bjørn Kalsø",,"Bjørn Kalsø","Bjørn Kalsø",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q644805,"Alfred Olsen",,"Alfred Olsen","Alfred Olsen","Alfred Olsen",,"Alfred Olsen","Alfred Olsen","Alfred Olsen",,https://upload.wikimedia.org/wikipedia/commons/c/ca/Alfred_Olsen_2012.jpg,male,1947-03-30,Alfred,"Alfred Olsen",politician,"Alfred Olsen",,"Alfred Olsen","Alfred Olsen","Alfred Olsen",,"Alfred Olsen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q655081,"Signar á Brúnni",,"Signar á Brúnni","Signar á Brúnni","Signar á Brúnni",,"Signar á Brúnni","Signar á Brúnni","Signar á Brúnni",,,male,1945-02-10,Signar,"Signar á Brúnni",,"Signar á Brúnni",,"Signar á Brúnni","Signar á Brúnni","Signar á Brúnni","Signar á Brúnni","Signar á Brúnni",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q657419,"Karsten Hansen",,"Karsten Hansen","Karsten Hansen","Karsten Hansen",,"Karsten Hansen","Karsten Hansen","Karsten Hansen",,https://upload.wikimedia.org/wikipedia/commons/8/8c/Karsten_Hansen_2012.JPG,male,1944-08-18,Karsten,"Karsten Hansen",politician,"Karsten Hansen",,"Karsten Hansen","Karsten Hansen","Karsten Hansen",,"Karsten Hansen",,,,"Karsten Hansen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q678236,"Edmund Joensen","Edmund Joensen","Edmund Joensen","Edmund Joensen","Edmund Joensen","Category:Edmund Joensen","Edmund Joensen","Edmund Joensen","Edmund Joensen","Edmund Joensen",https://upload.wikimedia.org/wikipedia/commons/6/63/Edmund_Joensen.JPG,male,1944-09-19,Edmund,"Edmund Joensen",politician,"Edmund Joensen",,"Edmund Joensen","Edmund Joensen","Edmund Joensen","Edmund Joensen","Edmund Joensen",,"Edmund Joensen","Edmund Joensen","Edmund Joensen",,"Edmund Joensen",,"Edmund Joensen",,/m/04n5gw7,http://www.edmundjoensen.fo/,,,,,,,,,,,,,,,,"Edmund Joensen",,,,,,,,,,,,,,,,,,,,,,"埃德蒙·瓊森","埃德蒙·琼森",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q730980,"Jacob Vestergaard","Jacob Vestergaard","Jacob Vestergaard","Jacob Vestergaard","Jacob Vestergaard","Category:Jacob Vestergaard","Jacob Vestergaard","Jacob Vestergaard","Jacob Vestergaard","Jacob Vestergaard",https://upload.wikimedia.org/wikipedia/commons/1/1f/Jacob_Vestergaard_2015.JPG,male,1961-04-07,Jacob,"Jacob Vestergaard",politician,"Jacob Vestergaard",,"Jacob Vestergaard","Jacob Vestergaard","Jacob Vestergaard","Jacob Vestergaard","Jacob Vestergaard",,,,"Jacob Vestergaard",,,,"Jacob Vestergaard",,/m/011lb6lp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q738756,"Bjarni Djurholm","Bjarni Djurholm","Bjarni Djurholm","Bjarni Djurholm","Bjarni Djurholm",,"Bjarni Djurholm","Bjarni Djurholm","Bjarni Djurholm","Bjarni Djurholm",,male,1957-03-19,Bjarni,"Bjarni Djurholm",teacher,"Bjarni Djurholm",,"Bjarni Djurholm","Bjarni Djurholm","Bjarni Djurholm",,"Bjarni Djurholm",,,,"Bjarni Djurholm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q754851,"Páll á Reynatúgvu","Páll á Reynatúgvu","Páll á Reynatúgvu","Páll á Reynatúgvu","Páll á Reynatúgvu",,"Páll á Reynatúgvu","Páll á Reynatúgvu","Páll á Reynatúgvu","Páll á Reynatúgvu","https://upload.wikimedia.org/wikipedia/commons/d/d9/Páll_á_Reynatúgvu_2012.jpg",male,1967-07-26,,"Páll á Reynatúgvu","association football player","Páll á Reynatúgvu","Páll á Reynatúgvu","Páll á Reynatúgvu","Páll á Reynatúgvu","Páll á Reynatúgvu","Páll á Reynatúgvu","Páll á Reynatúgvu",,"Páll á Reynatúgvu","Páll á Reynatúgvu","Páll á Reynatúgvu","保羅·維納居烏","Páll á Reynatúgvu",,"Páll á Reynatúgvu",,/m/04ghrfc,,,,,,,,,,,,,,,,,,,,,,"Páll á Reynatúgvu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q754857,"Annika Olsen",,"Annika Olsen","Annika Olsen","Annika Olsen",,"Annika Olsen","Annika Olsen","Annika Olsen",,https://upload.wikimedia.org/wikipedia/commons/6/69/Annika_Olsen.jpg,female,1975-03-13,Annika,"Annika Olsen",teacher,"Annika Olsen",,"Annika Olsen","Annika Olsen","Annika Olsen","Annika Olsen","Annika Olsen",,,,"Annika Olsen","安妮卡·奧爾森",,"アニカ・オルセン","Annika Olsen","アニカ・オルセン",/m/01118m_0,,,,,,,,,,,,,,,,,,"Annika Olsen",,,,,,,,,,,,,,"Annika Olsen","Annika Olsen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q754881,"Helgi Abrahamsen",,"Helgi Abrahamsen","Helgi Abrahamsen","Helgi Abrahamsen","Category:Helgi Abrahamsen","Helgi Abrahamsen","Helgi Abrahamsen","Helgi Abrahamsen",,https://upload.wikimedia.org/wikipedia/commons/c/cd/Helgi_Abrahamsen_2012.jpg,male,1966-11-24,,"Helgi Abrahamsen",politician,,,"Helgi Abrahamsen",,"Helgi Abrahamsen",,"Helgi Abrahamsen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q757383,"Atli Pætursson Dam","Atli Dam","Atli Dam","Atli Dam","Atli Pætursson Dam",,"Atli Dam","Atli Pætursson Dam","Atli Dam","Atli Dam",https://upload.wikimedia.org/wikipedia/commons/5/55/PM_Atli_Dam.jpg,male,1932-09-12,,"Atli Dam",politician,"Atli Dam",,"Atli Pætursson Dam","Atli Pætursson Dam","Atli Dam","Atli Pætursson Dam","Atli Pætursson Dam",,"Atli Dam","Atli Dam","Atli Dam",,"Atli Dam",,"Atli Dam",,/m/056pmt,,311580714,2005-02-07,,,,,"Дам, Атли",,"Atli Dam","Atli Pætursson Dam",,,"Atli Pætursson Dam",,,,"Atli Dam",,,,,,,"Дам, Атли",,,,,,,,,,,,,"Atli Dam","阿特利·達姆","阿特利·达姆",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
