id,name__da,name__pl,name__nb,name__en,name__fr,name__de,name__fo,name__is,name__kl,name__nn,name__sv,name__nl,name__es,name__hu,name,wikipedia__commons,wikipedia__da,wikipedia__de,wikipedia__en,wikipedia__fr,wikipedia__no,wikipedia__pl,image,gender,occupation,identifier__VIAF,identifier__GND,birth_date,identifier__freebase,given_name,website,identifier__EuroparlMEP,weblog,twitter,original_wikiname,name__it,name__ru,instagram,facebook,name__id,wikipedia__id,wikipedia__sv,name__nds,name__lb,name__zh,name__he,name__ko,name__be,name__ta,name__oc,name__ms,name__lv,name__gl,name__et,name__ja,name__br,name__el,name__vi,name__sh,name__ar,name__pt,name__eo,name__tr,name__ro,name__se,name__ca,name__fi,name__uk,name__be_tarask,name__cs,name__io,name__fa,name__az,name__lt,name__pt_br,name__cy,name__de_ch,name__en_ca,name__en_gb,name__sr,name__lmo,name__sco,name__arz,name__ie,name__la,name__sk,name__hy,name__th,wikipedia__ar,wikipedia__arz,wikipedia__az,wikipedia__be_x_old,wikipedia__be,wikipedia__br,wikipedia__ca,wikipedia__cs,wikipedia__cy,wikipedia__dawikiquote,wikipedia__el,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__fa,wikipedia__fi,wikipedia__fo,wikipedia__gl,wikipedia__he,wikipedia__hu,wikipedia__hy,wikipedia__ie,wikipedia__io,wikipedia__is,wikipedia__it,wikipedia__ja,wikipedia__ko,wikipedia__la,wikipedia__lb,wikipedia__lmo,wikipedia__lt,wikipedia__lv,wikipedia__ms,wikipedia__nds,wikipedia__nl,wikipedia__nn,wikipedia__oc,wikipedia__plwikiquote,wikipedia__pt,wikipedia__ro,wikipedia__ru,wikipedia__sco,wikipedia__se,wikipedia__sh,wikipedia__simple,wikipedia__sk,wikipedia__sr,wikipedia__ta,wikipedia__th,wikipedia__tr,wikipedia__uk,wikipedia__vi,wikipedia__zh,identifier__LCAuth,identifier__IMDB,identifier__NNDB,identifier__Munzinger,identifier__parlement,identifier__quora,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,family_name,identifier__IIAF,death_date,identifier__ISNI,identifier__BNF,identifier__SUDOC,identifier__FAST,identifier__PACE,identifier__OLID,identifier__BIBSYS,identifier__SELIBR,name__ka,identifier__NTA,wikipedia__dewikiquote,wikipedia__fiwikiquote,name__sl,wikipedia__sl,identifier__snac,identifier__google_knowledge,name__ia,wikipedia__ia,wikipedia__kl,identifier__MusicBrainz,name__sq,wikipedia__sq,linkedin,name__sr_el,name__sr_ec,identifier__NLI,wikipedia__eswikiquote,name__bar,name__fit,identifier__google_scholar,identifier__discogs,wikipedia__ukwikiquote,identifier__allmovie,identifier__SFDb,identifier__SCOPE,identifier__kinopoisk,identifier__DNF,identifier__ne_se,name__de_at,name__gsw,wikipedia__cswikiquote,wikipedia__svwikiquote,name__jv,name__qu,name__yo,name__eu,name__hsb,name__bg,wikipedia__bg,wikipedia__enwikiquote,wikipedia__eu,wikipedia__hsb,wikipedia__itwikiquote,wikipedia__jv,wikipedia__ka,wikipedia__qu,wikipedia__yo,identifier__GTAA,identifier__nlg,political_alignment,wikipedia__frwikiquote,identifier__PORT,identifier__CSFD,name__bs,name__bn,name__ga,name__ast,name__hr,name__an,name__ku,name__mr,name__vro,name__tt,name__ba,name__ne,name__mg,wikipedia__an,wikipedia__ast,wikipedia__bn,wikipedia__bs,wikipedia__dewikinews,wikipedia__fawikiquote,wikipedia__fiu_vro,wikipedia__ga,wikipedia__hr,wikipedia__ku,wikipedia__mg,wikipedia__mr,wikipedia__ruwikinews,wikipedia__srwikinews,wikipedia__trwikinews,wikipedia__tt,identifier__GNC,name__ur,wikipedia__ur,wikipedia__nowikiquote,wikipedia__dawikisource
Q17580253,"Christian Rabjerg Madsen",,"Christian Rabjerg Madsen","Christian Rabjerg Madsen","Christian Rabjerg Madsen","Christian Rabjerg Madsen","Christian Rabjerg Madsen","Christian Rabjerg Madsen","Christian Rabjerg Madsen","Christian Rabjerg Madsen","Christian Rabjerg Madsen","Christian Rabjerg Madsen",,,"Christian Rabjerg Madsen",,"Christian Rabjerg Madsen",,"Christian Rabjerg Madsen",,,,,male,politician,,,1986-03-24,/m/011q19v5,Christian,http://www.christianrabjerg.dk/,,,RabjergMadsen,"Christian Rabjerg Madsen",,,,christian.rabjerg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.linkedin.com/in/christian-rabjerg-madsen-18920050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17610849,"Helle Løvgreen Mølvig",,"Helle Løvgreen Mølvig","Helle Løvgreen Mølvig","Helle Løvgreen Mølvig","Helle Løvgreen Mølvig","Helle Løvgreen Mølvig","Helle Løvgreen Mølvig","Helle Løvgreen Mølvig","Helle Løvgreen Mølvig","Helle Løvgreen Mølvig",,,,"Helle Løvgreen Mølvig",,"Helle Løvgreen Mølvig",,,,,,,female,,,,1963-11-29,,Helle,http://moelvig.wordpress.com/,,,,"Helle Løvgreen Mølvig",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q177583,"Torben Lund","Torben Lund","Torben Lund","Torben Lund","Torben Lund","Torben Lund","Torben Lund","Torben Lund","Torben Lund","Torben Lund","Torben Lund","Torben Lund",,,"Torben Lund",,"Torben Lund","Torben Lund","Torben Lund","Torben Lund","Torben Lund","Torben Lund",,male,politician,101540584,,1950-11-06,,Torben,,4434,,,"Torben Lund",,,,,,,"Torben Lund",,,,,,,,,,,,,,,,,,,,,,"Torben Lund",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Torben Lund",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3471,,,,,,,,,,,/g/121c9r2q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1796195,"Aleqa Hammond","Aleqa Hammond","Aleqa Hammond","Aleqa Hammond","Aleqa Hammond","Aleqa Hammond","Aleqa Hammond",,"Aleqa Hammond","Aleqa Hammond","Aleqa Hammond","Aleqa Hammond","Aleqa Hammond","Aleqa Hammond","Aleqa Hammond","Category:Aleqa Hammond","Aleqa Hammond","Aleqa Hammond","Aleqa Hammond","Aleqa Hammond","Aleqa Hammond","Aleqa Hammond",https://upload.wikimedia.org/wikipedia/commons/a/a9/Aleqa_Hammond.jpg,female,politician,,,1965-09-23,/m/0rpg_ks,,,,,,"Aleqa Hammond","Aleqa Hammond","Алека Хаммонд",,399232653501212,,,"Aleqa Hammond",,,"艾蕾卡·韓蒙德","אלקה האמונד","알레카 하몬드",,,,,,,,"アレカ・ハモンド",,"Αλέκα Χάμοντ",,,"أليكا هاموند","Aleqa Hammond",,"Aleqa Hammond",,,,"Aleqa Hammond","Алека Хаммонд",,,,"آلکا هاموند",,,,,,,,,,,,,,,,,"أليكا هاموند",,,,,,,,,,"Αλέκα Χάμοντ",,"Aleqa Hammond",,"آلکا هاموند","Aleqa Hammond","Aleqa Hammond",,"אלקה האמונד","Aleqa Hammond",,,,,"Aleqa Hammond","アレカ・ハモンド","알레카 하몬드",,,,,,,,"Aleqa Hammond",,,,"Aleqa Hammond",,"Хаммонд, Алека",,,,"Aleqa Hammond",,,,,"Aleqa Hammond","Алека Хаммонд",,"艾蕾卡·韓蒙德",,,,,,,,,,,,,,,,,,,,,,,,"ალეკა ჰამონდი",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1799046,"Jeppe Kofod","Jeppe Kofod","Jeppe Kofod","Jeppe Kofod","Jeppe Kofod","Jeppe Kofod","Jeppe Kofod","Jeppe Kofod","Jeppe Kofod","Jeppe Kofod","Jeppe Kofod","Jeppe Kofod","Jeppe Kofod","Jeppe Kofod","Jeppe Kofod",,"Jeppe Kofod","Jeppe Kofod","Jeppe Kofod","Jeppe Kofod","Jeppe Kofod","Jeppe Kofod",https://upload.wikimedia.org/wikipedia/commons/5/55/Jeppe_Kofod.jpg,male,politician,307250300,,1974-03-14,/m/03yckpv,Jeppe,,124870,http://puls.politiko.dk/author/jeppekofod/,JeppeKofod,"Jeppe Kofod",,,,jeppekofod,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jeppe Kofod",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jeppe Kofod",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nm1599926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18171967,"Mette Abildgaard",,"Mette Abildgaard","Mette Abildgaard","Mette Abildgaard","Mette Abildgaard","Mette Abildgaard","Mette Abildgaard","Mette Abildgaard","Mette Abildgaard","Mette Abildgaard","Mette Abildgaard",,,"Mette Abildgaard","Category:Mette Abildgaard","Mette Abildgaard",,,,"Mette Abildgaard",,https://upload.wikimedia.org/wikipedia/commons/b/b2/Mette_Abildgaard.jpg,female,politician,,,1988-10-12,,Mette,http://konservative.dk/personer/personinformation/profil-mette-abildgaard/,,,metteabildgaard,"Mette Abildgaard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18199370,"Helge Vagn Jacobsen",,,"Helge Vagn Jacobsen","Helge Vagn Jacobsen",,,,,,,,,,"Helge Vagn Jacobsen",,"Helge Vagn Jacobsen",,,,,,,male,,,,1963-06-27,,Helge,,,,,"Helge Vagn Jacobsen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18199391,"Jacob Lund",,,"Jacob Lund","Jacob Lund",,,,,,,,,,"Jacob Lund",,"Jacob Lund",,,,,,,male,,,,1965-03-15,,,,,,,"Jacob Lund",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18199395,"Jens Ejner Christensen",,,"Jens Ejner Christensen","Jens Ejner Christensen","Jens Ejner Christensen",,,,,,"Jens Ejner Christensen",,,"Jens Ejner Christensen",,"Jens Ejner Christensen",,,,,,https://upload.wikimedia.org/wikipedia/commons/4/4d/JensEjner.jpg,male,farmer,,,1968-06-19,,Jens,,,,,"Jens Ejner Christensen",,,,,,,,"Jens Ejner Christensen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18199453,"Morten Marinus",,"Morten Marinus","Morten Marinus","Morten Marinus","Morten Marinus","Morten Marinus","Morten Marinus","Morten Marinus","Morten Marinus","Morten Marinus","Morten Marinus",,,"Morten Marinus",,"Morten Marinus",,,,,,,male,politician,,,1977-11-10,,Morten,http://www.ft.dk/folketinget/findmedlem/dfmomj.aspx,,,,"Morten Marinus Jørgensen","Morten Marinus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18232104,"Henning Andersen",,,"Henning Andersen","Henning Andersen",,,,,,"Henning Andersen",,,,"Henning Andersen",,"Henning Andersen (politiker)",,,,,,,male,politician,,,1931-10-27,,Henning,,,,,"Henning Andersen (politiker)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q182397,"Lars Løkke Rasmussen","Lars Løkke Rasmussen","Lars Løkke Rasmussen","Lars Løkke Rasmussen","Lars Løkke Rasmussen","Lars Løkke Rasmussen","Lars Løkke Rasmussen","Lars Løkke Rasmussen","Lars Løkke Rasmussen","Lars Løkke Rasmussen","Lars Løkke Rasmussen","Lars Løkke Rasmussen","Lars Løkke Rasmussen","Lars Løkke Rasmussen","Lars Løkke Rasmussen","Category:Lars Løkke Rasmussen","Lars Løkke Rasmussen","Lars Løkke Rasmussen","Lars Løkke Rasmussen","Lars Løkke Rasmussen","Lars Løkke Rasmussen","Lars Løkke Rasmussen",https://upload.wikimedia.org/wikipedia/commons/d/d8/Lars_Loekke_Rasmussen_-_28_April_2010.jpg,male,politician,9638250,142505242,1964-05-15,/m/05gxk_,Lars,http://larsloekke.dk/,,,larsloekke,"Lars Løkke Rasmussen","Lars Løkke Rasmussen","Расмуссен, Ларс Лёкке",,,"Lars Løkke Rasmussen","Lars Løkke Rasmussen","Lars Løkke Rasmussen",,"Lars Løkke Rasmussen","拉爾斯·勒克·拉斯穆森","לארס לקה ראסמוסן","라르스 뢰케 라스무센","Ларс Лёке Расмусен",,"Lars Løkke Rasmussen","Lars Løkke Rasmussen",,"Lars Løkke Rasmussen","Lars Løkke Rasmussen","ラース・ロッケ・ラスムセン","Lars Løkke Rasmussen","Λαρς Λόκε Ράσμουσεν","Lars Løkke Rasmussen",,"لارس لوك راسموسن","Lars Løkke Rasmussen","Lars Løkke Rasmussen","Lars Løkke Rasmussen","Lars Løkke Rasmussen",,"Lars Løkke Rasmussen","Lars Løkke Rasmussen","Ларс Люкке Расмуссен","Лярс Лёке Расмусэн","Lars Løkke Rasmussen","Lars Løkke Rasmussen","لارس لوکه راسموسن",,"Lars Løkke Rasmussen",,,,,,"Ларс Локе Расмусен",,"Lars Løkke Rasmussen",,"Lars Løkke Rasmussen","Laurentius Løkke Rasmussen",,,"ลาร์ส เลิกเกอ รัสมุสเซิน","لارس لوكه راسموسن",,,"Лярс Лёке Расмусэн","Ларс Лёке Расмусен","Lars Løkke Rasmussen","Lars Løkke Rasmussen","Lars Løkke Rasmussen",,"Lars Løkke Rasmussen","Λαρς Λόκε Ράσμουσεν","Lars Løkke Rasmussen","Lars Løkke Rasmussen","Lars Løkke Rasmussen","لارس لوکه راسموسن","Lars Løkke Rasmussen","Lars Løkke Rasmussen","Lars Løkke Rasmussen","לארס לקה ראסמוסן","Lars Løkke Rasmussen",,"Lars Løkke Rasmussen","Lars Løkke Rasmussen","Lars Løkke Rasmussen","Lars Løkke Rasmussen","ラース・ロッケ・ラスムセン","라르스 뢰케 라스무센","Laurentius Løkke Rasmussen","Lars Løkke Rasmussen",,"Lars Løkke Rasmussen",,"Lars Løkke Rasmussen",,"Lars Løkke Rasmussen","Lars Løkke Rasmussen","Lars Løkke Rasmussen",,"Lars Løkke Rasmussen","Lars Løkke Rasmussen","Расмуссен, Ларс Лёкке","Lars Løkke Rasmussen",,,"Lars Løkke Rasmussen",,"Ларс Локе Расмусен",,"ลาร์ส เลิกเกอ รัสมุสเซิน","Lars Løkke Rasmussen","Ларс Люкке Расмуссен","Lars Løkke Rasmussen","拉爾斯·勒克·拉斯穆森",no2007139565,,273/000203661,,vi3zbcg4powa,,"拉尔斯·勒克·拉斯穆森","拉爾斯·勒克·拉斯穆森","拉爾斯·勒克·拉斯穆森","拉尔斯·勒克·拉斯穆森","拉尔斯·勒克·拉斯穆森","拉爾斯·勒克·拉斯穆森",Rasmussen,,,"0000 0001 1437 6170",,,1690062,,,,,"ლარს ლიოკე რასმუსენი",,,,,,,,,,,,,,,"Lars Loke Rasmusen","Ларс Локе Расмусен",,,,,,,,,,,,,,,,"Lars Løkke Rasmussen",,"Lars Løkke Rasmussen","Lars Løkke Rasmussen","Lars Løkke Rasmussen","Lars Løkke Rasmussen","Lars Løkke Rasmussen","Ларс Расмусен","Ларс Расмусен","Lars Løkke Rasmussen","Lars Løkke Rasmussen","Lars Løkke Rasmussen","Lars Løkke Rasmussen","Lars Løkke Rasmussen","ლარს ლიოკე რასმუსენი","Lars Løkke Rasmussen","Lars Løkke Rasmussen",220709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18647252,"Jacob Mark",,"Jacob Mark","Jacob Mark","Jacob Mark","Jacob Mark","Jacob Mark","Jacob Mark","Jacob Mark","Jacob Mark","Jacob Mark","Jacob Mark",,,"Jacob Mark",,"Jacob Mark",,,,,,https://upload.wikimedia.org/wikipedia/commons/b/bb/Jacob_Mark_SF.jpg,male,politician,,,1991-10-16,,,,,,jacobmark_sf,"Jacob Mark",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1926743,"Michael Aastrup Jensen",,"Michael Aastrup Jensen","Michael Aastrup Jensen","Michael Aastrup Jensen","Michael Aastrup Jensen","Michael Aastrup Jensen","Michael Aastrup Jensen","Michael Aastrup Jensen","Michael Aastrup Jensen","Michael Aastrup Jensen","Michael Aastrup Jensen",,,"Michael Aastrup Jensen",,"Michael Aastrup Jensen","Michael Aastrup Jensen","Michael Aastrup Jensen",,,,https://upload.wikimedia.org/wikipedia/commons/8/8c/Michael_Aastrup_Jensen.jpg,male,politician,,,1976-03-16,/m/0vpr0pk,Michael,http://www.michaelaastrup.dk/,,,michaelaastrup,"Michael Aastrup Jensen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1937560,"Mogens Lykketoft","Mogens Lykketoft","Mogens Lykketoft","Mogens Lykketoft","Mogens Lykketoft","Mogens Lykketoft","Mogens Lykketoft","Mogens Lykketoft","Mogens Lykketoft","Mogens Lykketoft","Mogens Lykketoft","Mogens Lykketoft","Mogens Lykketoft","Mogens Lykketoft","Mogens Lykketoft","Category:Mogens Lykketoft","Mogens Lykketoft","Mogens Lykketoft","Mogens Lykketoft","Mogens Lykketoft","Mogens Lykketoft","Mogens Lykketoft",https://upload.wikimedia.org/wikipedia/commons/b/be/Mogens_Lykketoft-2011-09-03.jpg,male,politician,23466219,129616079,1946-01-09,/m/028_3c,Mogens,http://www.lykketoft.dk/,,,lykketoft,"Mogens Lykketoft","Mogens Lykketoft","Люккетофт, Могенс",,,,,"Mogens Lykketoft",,,"莫恩斯·吕克托夫特",,"모겐스 리케토프트",,,,,,,,,,,,,,,,"Mogens Lykketoft",,,,,"Могенс Люккетофт",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mogens Lykketoft",,,"Mogens Lykketoft",,,,,,,,,,,,"Mogens Lykketoft",,,,,,,,,,"Mogens Lykketoft",,,,,,"Люккетофт, Могенс",,,,,,,,,"Mogens Lykketoft","Могенс Люккетофт",,"莫恩斯·吕克托夫特",n81090756,nm1263754,,00000021475,,,,,,,,,,,,"0000 0000 2451 7670",125580248,034873554,1449492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"موئنس لوکتسوفت","موئنس لوکتسوفت",,
Q20173705,"Pernille Bendixen",,"Pernille Bendixen","Pernille Bendixen","Pernille Bendixen","Pernille Bendixen","Pernille Bendixen","Pernille Bendixen","Pernille Bendixen","Pernille Bendixen","Pernille Bendixen","Pernille Bendixen",,,"Pernille Bendixen",,"Pernille Bendixen",,,,,,,female,politician,,,1973-03-01,,Pernille,,,,BendixenPebe,"Pernille Bendixen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20174096,"Lea Wermelin",,"Lea Wermelin","Lea Wermelin","Lea Wermelin","Lea Wermelin","Lea Wermelin","Lea Wermelin","Lea Wermelin","Lea Wermelin","Lea Wermelin","Lea Wermelin",,,"Lea Wermelin",,"Lea Wermelin",,,,,,,female,politician,,,1985-05-10,,Lea,http://www.leawermelin.dk/,,,leawermelin,"Lea Wermelin",,,,lea.wermelin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20175365,"Pernille Schnoor",,"Pernille Schnoor","Pernille Schnoor","Pernille Schnoor","Pernille Schnoor","Pernille Schnoor","Pernille Schnoor","Pernille Schnoor","Pernille Schnoor","Pernille Schnoor","Pernille Schnoor",,,"Pernille Schnoor",,"Pernille Schnoor",,,,,,,female,politician,307273605,,1967-01-20,,Pernille,http://www.pernilleschnoor.dk/,,,pernilleschnoor,"Pernille Schnoor",,,,pschnoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20175887,"Kaare Dybvad",,"Kaare Dybvad","Kaare Dybvad","Kaare Dybvad","Kaare Dybvad","Kaare Dybvad","Kaare Dybvad","Kaare Dybvad","Kaare Dybvad","Kaare Dybvad","Kaare Dybvad",,,"Kaare Dybvad",,"Kaare Dybvad",,,,,,,male,politician,315094697,,1984-08-05,,Kaare,http://www.kaaredybvad.dk/,,http://ekstrabladet.dk/opinionen/kaaredybvad/,KaareDybvad,"Kaare Dybvad",,,kaaredybvad,kaaredybvad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20177783,"Daniel Toft Jakobsen",,"Daniel Toft Jakobsen","Daniel Toft Jakobsen","Daniel Toft Jakobsen","Daniel Toft Jakobsen","Daniel Toft Jakobsen","Daniel Toft Jakobsen","Daniel Toft Jakobsen","Daniel Toft Jakobsen","Daniel Toft Jakobsen","Daniel Toft Jakobsen",,,"Daniel Toft Jakobsen",,"Daniel Toft Jakobsen",,,,,,,male,politician,,,1978-05-12,,Daniel,http://danieltoftjakobsen.dk/,,,,"Daniel Toft Jakobsen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20177891,"Trine Torp",,"Trine Torp","Trine Torp","Trine Torp","Trine Torp","Trine Torp","Trine Torp","Trine Torp","Trine Torp","Trine Torp","Trine Torp",,,"Trine Torp",,"Trine Torp",,,,,,,female,politician,,,1970-02-18,,Trine,http://sf.dk/dine-politikere/folketingskandidater/nordsjaelland/trine-torp,,,TrineTorp,"Trine Torp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
